#       omega                  E                         P                            alpha             
    -9.50951e+01     5.261596e+00+4.743983e-05j   3.540587e+03+4.050567e+03j            7.698301e+02          
    -9.46947e+01     5.284700e+00+4.744170e-05j   3.564451e+03+4.068371e+03j            7.698334e+02          
    -9.42943e+01     5.307807e+00+4.742487e-05j   3.588393e+03+4.086206e+03j            7.698421e+02          
    -9.38939e+01     5.330917e+00+4.738933e-05j   3.612410e+03+4.104071e+03j            7.698562e+02          
    -9.34935e+01     5.354028e+00+4.733510e-05j   3.636504e+03+4.121968e+03j            7.698756e+02          
    -9.30931e+01     5.377140e+00+4.726218e-05j   3.660671e+03+4.139895e+03j            7.699005e+02          
    -9.26927e+01     5.400252e+00+4.717061e-05j   3.684914e+03+4.157851e+03j            7.699306e+02          
    -9.22923e+01     5.423363e+00+4.706040e-05j   3.709229e+03+4.175838e+03j            7.699662e+02          
    -9.18919e+01     5.446472e+00+4.693161e-05j   3.733618e+03+4.193854e+03j            7.700071e+02          
    -9.14915e+01     5.469578e+00+4.678428e-05j   3.758079e+03+4.211900e+03j            7.700534e+02          
    -9.10911e+01     5.492681e+00+4.661845e-05j   3.782612e+03+4.229974e+03j            7.701051e+02          
    -9.06907e+01     5.515780e+00+4.643418e-05j   3.807215e+03+4.248077e+03j            7.701621e+02          
    -9.02903e+01     5.538873e+00+4.623155e-05j   3.831889e+03+4.266208e+03j            7.702245e+02          
    -8.98899e+01     5.561961e+00+4.601063e-05j   3.856632e+03+4.284367e+03j            7.702923e+02          
    -8.94895e+01     5.585041e+00+4.577150e-05j   3.881445e+03+4.302554e+03j            7.703654e+02          
    -8.90891e+01     5.608113e+00+4.551425e-05j   3.906325e+03+4.320768e+03j            7.704440e+02          
    -8.86887e+01     5.631176e+00+4.523897e-05j   3.931273e+03+4.339010e+03j            7.705278e+02          
    -8.82883e+01     5.654230e+00+4.494577e-05j   3.956287e+03+4.357278e+03j            7.706171e+02          
    -8.78879e+01     5.677273e+00+4.463476e-05j   3.981368e+03+4.375572e+03j            7.707117e+02          
    -8.74875e+01     5.700305e+00+4.430606e-05j   4.006513e+03+4.393893e+03j            7.708116e+02          
    -8.70871e+01     5.723324e+00+4.395978e-05j   4.031723e+03+4.412239e+03j            7.709169e+02          
    -8.66867e+01     5.746330e+00+4.359607e-05j   4.056997e+03+4.430610e+03j            7.710276e+02          
    -8.62863e+01     5.769322e+00+4.321506e-05j   4.082333e+03+4.449007e+03j            7.711436e+02          
    -8.58859e+01     5.792299e+00+4.281690e-05j   4.107732e+03+4.467428e+03j            7.712650e+02          
    -8.54855e+01     5.815260e+00+4.240174e-05j   4.133191e+03+4.485874e+03j            7.713917e+02          
    -8.50851e+01     5.838204e+00+4.196973e-05j   4.158711e+03+4.504343e+03j            7.715238e+02          
    -8.46847e+01     5.861130e+00+4.152105e-05j   4.184291e+03+4.522836e+03j            7.716612e+02          
    -8.42843e+01     5.884037e+00+4.105587e-05j   4.209929e+03+4.541353e+03j            7.718040e+02          
    -8.38839e+01     5.906924e+00+4.057436e-05j   4.235625e+03+4.559892e+03j            7.719521e+02          
    -8.34835e+01     5.929791e+00+4.007672e-05j   4.261378e+03+4.578453e+03j            7.721055e+02          
    -8.30831e+01     5.952637e+00+3.956312e-05j   4.287188e+03+4.597037e+03j            7.722643e+02          
    -8.26827e+01     5.975460e+00+3.903379e-05j   4.313052e+03+4.615643e+03j            7.724284e+02          
    -8.22823e+01     5.998259e+00+3.848890e-05j   4.338971e+03+4.634269e+03j            7.725978e+02          
    -8.18819e+01     6.021034e+00+3.792869e-05j   4.364943e+03+4.652917e+03j            7.727725e+02          
    -8.14815e+01     6.043784e+00+3.735337e-05j   4.390968e+03+4.671585e+03j            7.729525e+02          
    -8.10811e+01     6.066508e+00+3.676315e-05j   4.417045e+03+4.690274e+03j            7.731379e+02          
    -8.06807e+01     6.089205e+00+3.615827e-05j   4.443172e+03+4.708982e+03j            7.733285e+02          
    -8.02803e+01     6.111873e+00+3.553897e-05j   4.469349e+03+4.727709e+03j            7.735245e+02          
    -7.98799e+01     6.134513e+00+3.490548e-05j   4.495574e+03+4.746456e+03j            7.737257e+02          
    -7.94795e+01     6.157122e+00+3.425806e-05j   4.521848e+03+4.765220e+03j            7.739322e+02          
    -7.90791e+01     6.179701e+00+3.359694e-05j   4.548168e+03+4.784003e+03j            7.741440e+02          
    -7.86787e+01     6.202247e+00+3.292240e-05j   4.574534e+03+4.802803e+03j            7.743611e+02          
    -7.82783e+01     6.224761e+00+3.223470e-05j   4.600945e+03+4.821621e+03j            7.745834e+02          
    -7.78779e+01     6.247241e+00+3.153410e-05j   4.627400e+03+4.840455e+03j            7.748110e+02          
    -7.74775e+01     6.269687e+00+3.082088e-05j   4.653898e+03+4.859305e+03j            7.750439e+02          
    -7.70771e+01     6.292096e+00+3.009532e-05j   4.680438e+03+4.878171e+03j            7.752819e+02          
    -7.66767e+01     6.314469e+00+2.935769e-05j   4.707018e+03+4.897052e+03j            7.755253e+02          
    -7.62763e+01     6.336805e+00+2.860830e-05j   4.733638e+03+4.915949e+03j            7.757738e+02          
    -7.58759e+01     6.359101e+00+2.784743e-05j   4.760297e+03+4.934859e+03j            7.760276e+02          
    -7.54755e+01     6.381359e+00+2.707538e-05j   4.786994e+03+4.953783e+03j            7.762866e+02          
    -7.50751e+01     6.403575e+00+2.629246e-05j   4.813727e+03+4.972721e+03j            7.765508e+02          
    -7.46747e+01     6.425751e+00+2.549897e-05j   4.840496e+03+4.991672e+03j            7.768202e+02          
    -7.42743e+01     6.447884e+00+2.469522e-05j   4.867300e+03+5.010635e+03j            7.770947e+02          
    -7.38739e+01     6.469973e+00+2.388153e-05j   4.894136e+03+5.029610e+03j            7.773745e+02          
    -7.34735e+01     6.492018e+00+2.305821e-05j   4.921005e+03+5.048596e+03j            7.776594e+02          
    -7.30731e+01     6.514018e+00+2.222560e-05j   4.947905e+03+5.067594e+03j            7.779494e+02          
    -7.26727e+01     6.535972e+00+2.138402e-05j   4.974836e+03+5.086601e+03j            7.782447e+02          
    -7.22723e+01     6.557878e+00+2.053380e-05j   5.001795e+03+5.105619e+03j            7.785450e+02          
    -7.18719e+01     6.579736e+00+1.967527e-05j   5.028782e+03+5.124645e+03j            7.788504e+02          
    -7.14715e+01     6.601545e+00+1.880877e-05j   5.055796e+03+5.143681e+03j            7.791610e+02          
    -7.10711e+01     6.623303e+00+1.793465e-05j   5.082835e+03+5.162724e+03j            7.794767e+02          
    -7.06707e+01     6.645011e+00+1.705325e-05j   5.109898e+03+5.181775e+03j            7.797974e+02          
    -7.02703e+01     6.666666e+00+1.616491e-05j   5.136985e+03+5.200834e+03j            7.801232e+02          
    -6.98699e+01     6.688269e+00+1.526998e-05j   5.164094e+03+5.219898e+03j            7.804541e+02          
    -6.94695e+01     6.709817e+00+1.436883e-05j   5.191224e+03+5.238969e+03j            7.807900e+02          
    -6.90691e+01     6.731310e+00+1.346179e-05j   5.218373e+03+5.258045e+03j            7.811310e+02          
    -6.86687e+01     6.752747e+00+1.254924e-05j   5.245541e+03+5.277126e+03j            7.814769e+02          
    -6.82683e+01     6.774128e+00+1.163153e-05j   5.272726e+03+5.296211e+03j            7.818279e+02          
    -6.78679e+01     6.795450e+00+1.070902e-05j   5.299928e+03+5.315300e+03j            7.821839e+02          
    -6.74675e+01     6.816713e+00+9.782084e-06j   5.327144e+03+5.334391e+03j            7.825448e+02          
    -6.70671e+01     6.837917e+00+8.851079e-06j   5.354374e+03+5.353485e+03j            7.829107e+02          
    -6.66667e+01     6.859059e+00+7.916376e-06j   5.381616e+03+5.372581e+03j            7.832816e+02          
    -6.62663e+01     6.880140e+00+6.978345e-06j   5.408870e+03+5.391678e+03j            7.836573e+02          
    -6.58659e+01     6.901158e+00+6.037355e-06j   5.436134e+03+5.410775e+03j            7.840380e+02          
    -6.54655e+01     6.922112e+00+5.093780e-06j   5.463406e+03+5.429872e+03j            7.844236e+02          
    -6.50651e+01     6.943002e+00+4.147992e-06j   5.490686e+03+5.448969e+03j            7.848141e+02          
    -6.46647e+01     6.963826e+00+3.200366e-06j   5.517972e+03+5.468064e+03j            7.852094e+02          
    -6.42643e+01     6.984583e+00+2.251277e-06j   5.545264e+03+5.487157e+03j            7.856096e+02          
    -6.38639e+01     7.005272e+00+1.301100e-06j   5.572559e+03+5.506247e+03j            7.860146e+02          
    -6.34635e+01     7.025893e+00+3.502122e-07j   5.599856e+03+5.525334e+03j            7.864244e+02          
    -6.30631e+01     7.046444e+00-6.010107e-07j   5.627155e+03+5.544416e+03j            7.868390e+02          
    -6.26627e+01     7.066925e+00-1.552192e-06j   5.654454e+03+5.563494e+03j            7.872584e+02          
    -6.22623e+01     7.087334e+00-2.502953e-06j   5.681752e+03+5.582567e+03j            7.876825e+02          
    -6.18619e+01     7.107671e+00-3.452920e-06j   5.709047e+03+5.601633e+03j            7.881114e+02          
    -6.14615e+01     7.127934e+00-4.401713e-06j   5.736338e+03+5.620693e+03j            7.885450e+02          
    -6.10611e+01     7.148123e+00-5.348958e-06j   5.763624e+03+5.639745e+03j            7.889833e+02          
    -6.06607e+01     7.168236e+00-6.294279e-06j   5.790903e+03+5.658789e+03j            7.894263e+02          
    -6.02603e+01     7.188273e+00-7.237300e-06j   5.818175e+03+5.677824e+03j            7.898739e+02          
    -5.98599e+01     7.208233e+00-8.177648e-06j   5.845438e+03+5.696849e+03j            7.903262e+02          
    -5.94595e+01     7.228115e+00-9.114949e-06j   5.872690e+03+5.715864e+03j            7.907831e+02          
    -5.90591e+01     7.247918e+00-1.004883e-05j   5.899931e+03+5.734868e+03j            7.912446e+02          
    -5.86587e+01     7.267640e+00-1.097892e-05j   5.927159e+03+5.753860e+03j            7.917107e+02          
    -5.82583e+01     7.287282e+00-1.190486e-05j   5.954372e+03+5.772839e+03j            7.921814e+02          
    -5.78579e+01     7.306841e+00-1.282626e-05j   5.981570e+03+5.791805e+03j            7.926566e+02          
    -5.74575e+01     7.326317e+00-1.374278e-05j   6.008751e+03+5.810757e+03j            7.931363e+02          
    -5.70571e+01     7.345710e+00-1.465403e-05j   6.035914e+03+5.829694e+03j            7.936205e+02          
    -5.66567e+01     7.365018e+00-1.555967e-05j   6.063058e+03+5.848615e+03j            7.941092e+02          
    -5.62563e+01     7.384240e+00-1.645933e-05j   6.090181e+03+5.867520e+03j            7.946023e+02          
    -5.58559e+01     7.403375e+00-1.735265e-05j   6.117281e+03+5.886408e+03j            7.950999e+02          
    -5.54555e+01     7.422422e+00-1.823928e-05j   6.144358e+03+5.905278e+03j            7.956019e+02          
    -5.50551e+01     7.441381e+00-1.911886e-05j   6.171410e+03+5.924130e+03j            7.961083e+02          
    -5.46547e+01     7.460251e+00-1.999104e-05j   6.198436e+03+5.942961e+03j            7.966190e+02          
    -5.42543e+01     7.479030e+00-2.085549e-05j   6.225435e+03+5.961773e+03j            7.971341e+02          
    -5.38539e+01     7.497718e+00-2.171184e-05j   6.252405e+03+5.980563e+03j            7.976536e+02          
    -5.34535e+01     7.516313e+00-2.255977e-05j   6.279345e+03+5.999332e+03j            7.981773e+02          
    -5.30531e+01     7.534815e+00-2.339894e-05j   6.306253e+03+6.018077e+03j            7.987053e+02          
    -5.26527e+01     7.553223e+00-2.422900e-05j   6.333129e+03+6.036800e+03j            7.992376e+02          
    -5.22523e+01     7.571537e+00-2.504963e-05j   6.359971e+03+6.055498e+03j            7.997741e+02          
    -5.18519e+01     7.589754e+00-2.586051e-05j   6.386777e+03+6.074170e+03j            8.003148e+02          
    -5.14515e+01     7.607874e+00-2.666130e-05j   6.413547e+03+6.092817e+03j            8.008597e+02          
    -5.10511e+01     7.625897e+00-2.745169e-05j   6.440278e+03+6.111437e+03j            8.014088e+02          
    -5.06507e+01     7.643821e+00-2.823137e-05j   6.466970e+03+6.130030e+03j            8.019620e+02          
    -5.02503e+01     7.661646e+00-2.900002e-05j   6.493622e+03+6.148594e+03j            8.025193e+02          
    -4.98498e+01     7.679370e+00-2.975734e-05j   6.520231e+03+6.167129e+03j            8.030807e+02          
    -4.94494e+01     7.696993e+00-3.050303e-05j   6.546797e+03+6.185633e+03j            8.036463e+02          
    -4.90490e+01     7.714513e+00-3.123677e-05j   6.573319e+03+6.204107e+03j            8.042158e+02          
    -4.86486e+01     7.731931e+00-3.195830e-05j   6.599795e+03+6.222549e+03j            8.047895e+02          
    -4.82482e+01     7.749244e+00-3.266731e-05j   6.626223e+03+6.240958e+03j            8.053671e+02          
    -4.78478e+01     7.766453e+00-3.336352e-05j   6.652603e+03+6.259334e+03j            8.059487e+02          
    -4.74474e+01     7.783556e+00-3.404665e-05j   6.678932e+03+6.277676e+03j            8.065343e+02          
    -4.70470e+01     7.800553e+00-3.471644e-05j   6.705211e+03+6.295982e+03j            8.071238e+02          
    -4.66466e+01     7.817442e+00-3.537261e-05j   6.731437e+03+6.314252e+03j            8.077172e+02          
    -4.62462e+01     7.834223e+00-3.601490e-05j   6.757610e+03+6.332486e+03j            8.083146e+02          
    -4.58458e+01     7.850895e+00-3.664305e-05j   6.783727e+03+6.350681e+03j            8.089158e+02          
    -4.54454e+01     7.867457e+00-3.725681e-05j   6.809788e+03+6.368838e+03j            8.095209e+02          
    -4.50450e+01     7.883908e+00-3.785595e-05j   6.835791e+03+6.386956e+03j            8.101298e+02          
    -4.46446e+01     7.900247e+00-3.844020e-05j   6.861735e+03+6.405033e+03j            8.107425e+02          
    -4.42442e+01     7.916474e+00-3.900935e-05j   6.887618e+03+6.423069e+03j            8.113591e+02          
    -4.38438e+01     7.932587e+00-3.956317e-05j   6.913440e+03+6.441063e+03j            8.119794e+02          
    -4.34434e+01     7.948587e+00-4.010143e-05j   6.939200e+03+6.459014e+03j            8.126034e+02          
    -4.30430e+01     7.964471e+00-4.062391e-05j   6.964895e+03+6.476921e+03j            8.132312e+02          
    -4.26426e+01     7.980240e+00-4.113041e-05j   6.990524e+03+6.494783e+03j            8.138627e+02          
    -4.22422e+01     7.995892e+00-4.162073e-05j   7.016087e+03+6.512600e+03j            8.144979e+02          
    -4.18418e+01     8.011427e+00-4.209466e-05j   7.041582e+03+6.530371e+03j            8.151367e+02          
    -4.14414e+01     8.026843e+00-4.255202e-05j   7.067008e+03+6.548094e+03j            8.157792e+02          
    -4.10410e+01     8.042140e+00-4.299261e-05j   7.092363e+03+6.565770e+03j            8.164254e+02          
    -4.06406e+01     8.057318e+00-4.341628e-05j   7.117646e+03+6.583396e+03j            8.170751e+02          
    -4.02402e+01     8.072375e+00-4.382284e-05j   7.142856e+03+6.600972e+03j            8.177285e+02          
    -3.98398e+01     8.087311e+00-4.421213e-05j   7.167992e+03+6.618498e+03j            8.183854e+02          
    -3.94394e+01     8.102124e+00-4.458399e-05j   7.193052e+03+6.635972e+03j            8.190459e+02          
    -3.90390e+01     8.116815e+00-4.493828e-05j   7.218036e+03+6.653393e+03j            8.197099e+02          
    -3.86386e+01     8.131382e+00-4.527485e-05j   7.242941e+03+6.670762e+03j            8.203774e+02          
    -3.82382e+01     8.145824e+00-4.559357e-05j   7.267767e+03+6.688076e+03j            8.210485e+02          
    -3.78378e+01     8.160141e+00-4.589430e-05j   7.292513e+03+6.705335e+03j            8.217230e+02          
    -3.74374e+01     8.174333e+00-4.617693e-05j   7.317177e+03+6.722538e+03j            8.224010e+02          
    -3.70370e+01     8.188397e+00-4.644133e-05j   7.341758e+03+6.739684e+03j            8.230825e+02          
    -3.66366e+01     8.202334e+00-4.668741e-05j   7.366254e+03+6.756773e+03j            8.237674e+02          
    -3.62362e+01     8.216143e+00-4.691506e-05j   7.390665e+03+6.773804e+03j            8.244557e+02          
    -3.58358e+01     8.229823e+00-4.712419e-05j   7.414990e+03+6.790775e+03j            8.251474e+02          
    -3.54354e+01     8.243374e+00-4.731472e-05j   7.439226e+03+6.807686e+03j            8.258425e+02          
    -3.50350e+01     8.256794e+00-4.748656e-05j   7.463374e+03+6.824536e+03j            8.265410e+02          
    -3.46346e+01     8.270083e+00-4.763965e-05j   7.487431e+03+6.841324e+03j            8.272428e+02          
    -3.42342e+01     8.283241e+00-4.777392e-05j   7.511397e+03+6.858049e+03j            8.279480e+02          
    -3.38338e+01     8.296265e+00-4.788932e-05j   7.535270e+03+6.874711e+03j            8.286565e+02          
    -3.34334e+01     8.309157e+00-4.798580e-05j   7.559049e+03+6.891308e+03j            8.293683e+02          
    -3.30330e+01     8.321915e+00-4.806332e-05j   7.582734e+03+6.907841e+03j            8.300835e+02          
    -3.26326e+01     8.334539e+00-4.812184e-05j   7.606322e+03+6.924307e+03j            8.308019e+02          
    -3.22322e+01     8.347027e+00-4.816135e-05j   7.629812e+03+6.940706e+03j            8.315236e+02          
    -3.18318e+01     8.359380e+00-4.818181e-05j   7.653204e+03+6.957038e+03j            8.322486e+02          
    -3.14314e+01     8.371596e+00-4.818323e-05j   7.676497e+03+6.973302e+03j            8.329769e+02          
    -3.10310e+01     8.383675e+00-4.816560e-05j   7.699688e+03+6.989496e+03j            8.337084e+02          
    -3.06306e+01     8.395616e+00-4.812892e-05j   7.722777e+03+7.005620e+03j            8.344431e+02          
    -3.02302e+01     8.407419e+00-4.807321e-05j   7.745764e+03+7.021673e+03j            8.351811e+02          
    -2.98298e+01     8.419082e+00-4.799849e-05j   7.768645e+03+7.037654e+03j            8.359222e+02          
    -2.94294e+01     8.430606e+00-4.790478e-05j   7.791422e+03+7.053563e+03j            8.366666e+02          
    -2.90290e+01     8.441990e+00-4.779212e-05j   7.814092e+03+7.069398e+03j            8.374142e+02          
    -2.86286e+01     8.453233e+00-4.766055e-05j   7.836654e+03+7.085160e+03j            8.381650e+02          
    -2.82282e+01     8.464335e+00-4.751013e-05j   7.859107e+03+7.100846e+03j            8.389189e+02          
    -2.78278e+01     8.475294e+00-4.734090e-05j   7.881450e+03+7.116457e+03j            8.396760e+02          
    -2.74274e+01     8.486110e+00-4.715294e-05j   7.903682e+03+7.131992e+03j            8.404363e+02          
    -2.70270e+01     8.496784e+00-4.694632e-05j   7.925801e+03+7.147449e+03j            8.411998e+02          
    -2.66266e+01     8.507313e+00-4.672112e-05j   7.947808e+03+7.162828e+03j            8.419664e+02          
    -2.62262e+01     8.517698e+00-4.647742e-05j   7.969700e+03+7.178129e+03j            8.427361e+02          
    -2.58258e+01     8.527938e+00-4.621533e-05j   7.991476e+03+7.193350e+03j            8.435090e+02          
    -2.54254e+01     8.538033e+00-4.593493e-05j   8.013136e+03+7.208490e+03j            8.442850e+02          
    -2.50250e+01     8.547982e+00-4.563635e-05j   8.034678e+03+7.223550e+03j            8.450642e+02          
    -2.46246e+01     8.557784e+00-4.531970e-05j   8.056101e+03+7.238528e+03j            8.458464e+02          
    -2.42242e+01     8.567438e+00-4.498510e-05j   8.077404e+03+7.253424e+03j            8.466318e+02          
    -2.38238e+01     8.576946e+00-4.463269e-05j   8.098586e+03+7.268236e+03j            8.474203e+02          
    -2.34234e+01     8.586305e+00-4.426260e-05j   8.119646e+03+7.282964e+03j            8.482120e+02          
    -2.30230e+01     8.595515e+00-4.387498e-05j   8.140583e+03+7.297608e+03j            8.490067e+02          
    -2.26226e+01     8.604576e+00-4.346998e-05j   8.161396e+03+7.312166e+03j            8.498045e+02          
    -2.22222e+01     8.613487e+00-4.304775e-05j   8.182083e+03+7.326639e+03j            8.506055e+02          
    -2.18218e+01     8.622249e+00-4.260848e-05j   8.202645e+03+7.341024e+03j            8.514095e+02          
    -2.14214e+01     8.630859e+00-4.215232e-05j   8.223079e+03+7.355322e+03j            8.522166e+02          
    -2.10210e+01     8.639319e+00-4.167946e-05j   8.243384e+03+7.369532e+03j            8.530269e+02          
    -2.06206e+01     8.647627e+00-4.119009e-05j   8.263560e+03+7.383652e+03j            8.538402e+02          
    -2.02202e+01     8.655783e+00-4.068439e-05j   8.283606e+03+7.397683e+03j            8.546566e+02          
    -1.98198e+01     8.663787e+00-4.016258e-05j   8.303520e+03+7.411624e+03j            8.554762e+02          
    -1.94194e+01     8.671637e+00-3.962484e-05j   8.323301e+03+7.425474e+03j            8.562988e+02          
    -1.90190e+01     8.679335e+00-3.907140e-05j   8.342949e+03+7.439233e+03j            8.571245e+02          
    -1.86186e+01     8.686878e+00-3.850247e-05j   8.362463e+03+7.452899e+03j            8.579533e+02          
    -1.82182e+01     8.694268e+00-3.791829e-05j   8.381841e+03+7.466472e+03j            8.587852e+02          
    -1.78178e+01     8.701502e+00-3.731907e-05j   8.401082e+03+7.479952e+03j            8.596203e+02          
    -1.74174e+01     8.708582e+00-3.670506e-05j   8.420186e+03+7.493337e+03j            8.604584e+02          
    -1.70170e+01     8.715507e+00-3.607649e-05j   8.439151e+03+7.506627e+03j            8.612996e+02          
    -1.66166e+01     8.722276e+00-3.543363e-05j   8.457976e+03+7.519822e+03j            8.621439e+02          
    -1.62162e+01     8.728888e+00-3.477671e-05j   8.476661e+03+7.532921e+03j            8.629913e+02          
    -1.58158e+01     8.735345e+00-3.410601e-05j   8.495205e+03+7.545923e+03j            8.638419e+02          
    -1.54154e+01     8.741644e+00-3.342178e-05j   8.513605e+03+7.558828e+03j            8.646955e+02          
    -1.50150e+01     8.747787e+00-3.272431e-05j   8.531863e+03+7.571635e+03j            8.655523e+02          
    -1.46146e+01     8.753771e+00-3.201385e-05j   8.549976e+03+7.584343e+03j            8.664122e+02          
    -1.42142e+01     8.759598e+00-3.129070e-05j   8.567943e+03+7.596951e+03j            8.672752e+02          
    -1.38138e+01     8.765267e+00-3.055514e-05j   8.585765e+03+7.609460e+03j            8.681413e+02          
    -1.34134e+01     8.770778e+00-2.980746e-05j   8.603438e+03+7.621869e+03j            8.690105e+02          
    -1.30130e+01     8.776129e+00-2.904797e-05j   8.620964e+03+7.634177e+03j            8.698829e+02          
    -1.26126e+01     8.781322e+00-2.827695e-05j   8.638340e+03+7.646383e+03j            8.707585e+02          
    -1.22122e+01     8.786355e+00-2.749471e-05j   8.655566e+03+7.658486e+03j            8.716371e+02          
    -1.18118e+01     8.791229e+00-2.670157e-05j   8.672642e+03+7.670487e+03j            8.725190e+02          
    -1.14114e+01     8.795942e+00-2.589784e-05j   8.689565e+03+7.682385e+03j            8.734039e+02          
    -1.10110e+01     8.800496e+00-2.508384e-05j   8.706335e+03+7.694179e+03j            8.742921e+02          
    -1.06106e+01     8.804889e+00-2.425988e-05j   8.722951e+03+7.705869e+03j            8.751834e+02          
    -1.02102e+01     8.809122e+00-2.342630e-05j   8.739412e+03+7.717453e+03j            8.760778e+02          
    -9.80981e+00     8.813193e+00-2.258343e-05j   8.755718e+03+7.728932e+03j            8.769755e+02          
    -9.40941e+00     8.817104e+00-2.173160e-05j   8.771867e+03+7.740305e+03j            8.778763e+02          
    -9.00901e+00     8.820853e+00-2.087115e-05j   8.787859e+03+7.751571e+03j            8.787803e+02          
    -8.60861e+00     8.824441e+00-2.000242e-05j   8.803693e+03+7.762730e+03j            8.796875e+02          
    -8.20821e+00     8.827867e+00-1.912575e-05j   8.819367e+03+7.773782e+03j            8.805979e+02          
    -7.80781e+00     8.831131e+00-1.824149e-05j   8.834881e+03+7.784725e+03j            8.815115e+02          
    -7.40741e+00     8.834233e+00-1.735000e-05j   8.850234e+03+7.795560e+03j            8.824283e+02          
    -7.00701e+00     8.837173e+00-1.645163e-05j   8.865425e+03+7.806285e+03j            8.833483e+02          
    -6.60661e+00     8.839950e+00-1.554672e-05j   8.880453e+03+7.816901e+03j            8.842716e+02          
    -6.20621e+00     8.842565e+00-1.463565e-05j   8.895318e+03+7.827407e+03j            8.851981e+02          
    -5.80581e+00     8.845017e+00-1.371877e-05j   8.910019e+03+7.837801e+03j            8.861278e+02          
    -5.40541e+00     8.847306e+00-1.279644e-05j   8.924554e+03+7.848085e+03j            8.870607e+02          
    -5.00501e+00     8.849433e+00-1.186904e-05j   8.938923e+03+7.858257e+03j            8.879969e+02          
    -4.60460e+00     8.851396e+00-1.093693e-05j   8.953125e+03+7.868317e+03j            8.889364e+02          
    -4.20420e+00     8.853196e+00-1.000048e-05j   8.967159e+03+7.878264e+03j            8.898791e+02          
    -3.80380e+00     8.854832e+00-9.060064e-06j   8.981025e+03+7.888098e+03j            8.908251e+02          
    -3.40340e+00     8.856305e+00-8.116051e-06j   8.994721e+03+7.897818e+03j            8.917744e+02          
    -3.00300e+00     8.857615e+00-7.168816e-06j   9.008248e+03+7.907424e+03j            8.927269e+02          
    -2.60260e+00     8.858761e+00-6.218737e-06j   9.021603e+03+7.916916e+03j            8.936828e+02          
    -2.20220e+00     8.859744e+00-5.266190e-06j   9.034786e+03+7.926293e+03j            8.946419e+02          
    -1.80180e+00     8.860563e+00-4.311554e-06j   9.047797e+03+7.935554e+03j            8.956044e+02          
    -1.40140e+00     8.861218e+00-3.355206e-06j   9.060634e+03+7.944699e+03j            8.965701e+02          
    -1.00100e+00     8.861709e+00-2.397528e-06j   9.073298e+03+7.953728e+03j            8.975392e+02          
    -6.00601e-01     8.862037e+00-1.438897e-06j   9.085786e+03+7.962641e+03j            8.985115e+02          
    -2.00200e-01     8.862200e+00-4.796958e-07j   9.098099e+03+7.971436e+03j            8.994873e+02          
    2.00200e-01      8.862200e+00+4.796958e-07j   9.110235e+03+7.980113e+03j            9.004663e+02          
    6.00601e-01      8.862037e+00+1.438897e-06j   9.122194e+03+7.988673e+03j            9.014487e+02          
    1.00100e+00      8.861709e+00+2.397528e-06j   9.133975e+03+7.997114e+03j            9.024344e+02          
    1.40140e+00      8.861218e+00+3.355206e-06j   9.145578e+03+8.005436e+03j            9.034235e+02          
    1.80180e+00      8.860563e+00+4.311554e-06j   9.157001e+03+8.013638e+03j            9.044159e+02          
    2.20220e+00      8.859744e+00+5.266190e-06j   9.168245e+03+8.021721e+03j            9.054117e+02          
    2.60260e+00      8.858761e+00+6.218737e-06j   9.179307e+03+8.029684e+03j            9.064109e+02          
    3.00300e+00      8.857615e+00+7.168816e-06j   9.190188e+03+8.037526e+03j            9.074135e+02          
    3.40340e+00      8.856305e+00+8.116051e-06j   9.200887e+03+8.045248e+03j            9.084194e+02          
    3.80380e+00      8.854832e+00+9.060064e-06j   9.211403e+03+8.052848e+03j            9.094287e+02          
    4.20420e+00      8.853196e+00+1.000048e-05j   9.221736e+03+8.060326e+03j            9.104414e+02          
    4.60460e+00      8.851396e+00+1.093693e-05j   9.231884e+03+8.067682e+03j            9.114575e+02          
    5.00501e+00      8.849433e+00+1.186904e-05j   9.241848e+03+8.074916e+03j            9.124770e+02          
    5.40541e+00      8.847306e+00+1.279644e-05j   9.251626e+03+8.082026e+03j            9.134999e+02          
    5.80581e+00      8.845017e+00+1.371877e-05j   9.261218e+03+8.089014e+03j            9.145262e+02          
    6.20621e+00      8.842565e+00+1.463565e-05j   9.270624e+03+8.095878e+03j            9.155559e+02          
    6.60661e+00      8.839950e+00+1.554672e-05j   9.279841e+03+8.102618e+03j            9.165890e+02          
    7.00701e+00      8.837173e+00+1.645163e-05j   9.288871e+03+8.109233e+03j            9.176256e+02          
    7.40741e+00      8.834233e+00+1.735000e-05j   9.297713e+03+8.115724e+03j            9.186655e+02          
    7.80781e+00      8.831131e+00+1.824149e-05j   9.306365e+03+8.122089e+03j            9.197089e+02          
    8.20821e+00      8.827867e+00+1.912575e-05j   9.314827e+03+8.128329e+03j            9.207557e+02          
    8.60861e+00      8.824441e+00+2.000242e-05j   9.323099e+03+8.134444e+03j            9.218060e+02          
    9.00901e+00      8.820853e+00+2.087115e-05j   9.331180e+03+8.140432e+03j            9.228597e+02          
    9.40941e+00      8.817104e+00+2.173160e-05j   9.339070e+03+8.146294e+03j            9.239168e+02          
    9.80981e+00      8.813193e+00+2.258343e-05j   9.346768e+03+8.152028e+03j            9.249774e+02          
    1.02102e+01      8.809122e+00+2.342630e-05j   9.354273e+03+8.157636e+03j            9.260414e+02          
