#       omega                  E                         P                            alpha             
    1.06106e+01      8.804889e+00+2.425988e-05j   9.361585e+03+8.163116e+03j            9.271088e+02          
    1.10110e+01      8.800496e+00+2.508384e-05j   9.368703e+03+8.168468e+03j            9.281797e+02          
    1.14114e+01      8.795942e+00+2.589784e-05j   9.375628e+03+8.173692e+03j            9.292540e+02          
    1.18118e+01      8.791229e+00+2.670157e-05j   9.382357e+03+8.178788e+03j            9.303318e+02          
    1.22122e+01      8.786355e+00+2.749471e-05j   9.388892e+03+8.183755e+03j            9.314130e+02          
    1.26126e+01      8.781322e+00+2.827695e-05j   9.395231e+03+8.188592e+03j            9.324977e+02          
    1.30130e+01      8.776129e+00+2.904797e-05j   9.401374e+03+8.193300e+03j            9.335858e+02          
    1.34134e+01      8.770778e+00+2.980746e-05j   9.407320e+03+8.197879e+03j            9.346773e+02          
    1.38138e+01      8.765267e+00+3.055514e-05j   9.413070e+03+8.202327e+03j            9.357723e+02          
    1.42142e+01      8.759598e+00+3.129070e-05j   9.418622e+03+8.206645e+03j            9.368707e+02          
    1.46146e+01      8.753771e+00+3.201385e-05j   9.423976e+03+8.210832e+03j            9.379726e+02          
    1.50150e+01      8.747787e+00+3.272431e-05j   9.429132e+03+8.214888e+03j            9.390779e+02          
    1.54154e+01      8.741644e+00+3.342178e-05j   9.434089e+03+8.218813e+03j            9.401866e+02          
    1.58158e+01      8.735345e+00+3.410601e-05j   9.438848e+03+8.222606e+03j            9.412988e+02          
    1.62162e+01      8.728888e+00+3.477671e-05j   9.443407e+03+8.226267e+03j            9.424144e+02          
    1.66166e+01      8.722276e+00+3.543363e-05j   9.447766e+03+8.229797e+03j            9.435334e+02          
    1.70170e+01      8.715507e+00+3.607649e-05j   9.451925e+03+8.233193e+03j            9.446558e+02          
    1.74174e+01      8.708582e+00+3.670506e-05j   9.455884e+03+8.236458e+03j            9.457817e+02          
    1.78178e+01      8.701502e+00+3.731907e-05j   9.459642e+03+8.239589e+03j            9.469110e+02          
    1.82182e+01      8.694268e+00+3.791829e-05j   9.463199e+03+8.242587e+03j            9.480437e+02          
    1.86186e+01      8.686878e+00+3.850247e-05j   9.466554e+03+8.245451e+03j            9.491798e+02          
    1.90190e+01      8.679335e+00+3.907140e-05j   9.469708e+03+8.248181e+03j            9.503193e+02          
    1.94194e+01      8.671637e+00+3.962484e-05j   9.472659e+03+8.250778e+03j            9.514621e+02          
    1.98198e+01      8.663787e+00+4.016258e-05j   9.475409e+03+8.253240e+03j            9.526084e+02          
    2.02202e+01      8.655783e+00+4.068439e-05j   9.477956e+03+8.255567e+03j            9.537581e+02          
    2.06206e+01      8.647627e+00+4.119009e-05j   9.480300e+03+8.257760e+03j            9.549111e+02          
    2.10210e+01      8.639319e+00+4.167946e-05j   9.482441e+03+8.259818e+03j            9.560675e+02          
    2.14214e+01      8.630859e+00+4.215232e-05j   9.484379e+03+8.261740e+03j            9.572273e+02          
    2.18218e+01      8.622249e+00+4.260848e-05j   9.486113e+03+8.263527e+03j            9.583904e+02          
    2.22222e+01      8.613487e+00+4.304775e-05j   9.487644e+03+8.265178e+03j            9.595568e+02          
    2.26226e+01      8.604576e+00+4.346998e-05j   9.488971e+03+8.266693e+03j            9.607266e+02          
    2.30230e+01      8.595515e+00+4.387498e-05j   9.490094e+03+8.268072e+03j            9.618997e+02          
    2.34234e+01      8.586305e+00+4.426260e-05j   9.491013e+03+8.269314e+03j            9.630762e+02          
    2.38238e+01      8.576946e+00+4.463269e-05j   9.491727e+03+8.270420e+03j            9.642559e+02          
    2.42242e+01      8.567438e+00+4.498510e-05j   9.492238e+03+8.271389e+03j            9.654389e+02          
    2.46246e+01      8.557784e+00+4.531970e-05j   9.492543e+03+8.272220e+03j            9.666253e+02          
    2.50250e+01      8.547982e+00+4.563635e-05j   9.492644e+03+8.272914e+03j            9.678149e+02          
    2.54254e+01      8.538033e+00+4.593493e-05j   9.492540e+03+8.273471e+03j            9.690077e+02          
    2.58258e+01      8.527938e+00+4.621533e-05j   9.492232e+03+8.273890e+03j            9.702038e+02          
    2.62262e+01      8.517698e+00+4.647742e-05j   9.491718e+03+8.274171e+03j            9.714032e+02          
    2.66266e+01      8.507313e+00+4.672112e-05j   9.491000e+03+8.274314e+03j            9.726058e+02          
    2.70270e+01      8.496784e+00+4.694632e-05j   9.490077e+03+8.274319e+03j            9.738116e+02          
    2.74274e+01      8.486110e+00+4.715294e-05j   9.488949e+03+8.274185e+03j            9.750205e+02          
    2.78278e+01      8.475294e+00+4.734090e-05j   9.487616e+03+8.273912e+03j            9.762327e+02          
    2.82282e+01      8.464335e+00+4.751013e-05j   9.486077e+03+8.273501e+03j            9.774481e+02          
    2.86286e+01      8.453233e+00+4.766055e-05j   9.484334e+03+8.272950e+03j            9.786666e+02          
    2.90290e+01      8.441990e+00+4.779212e-05j   9.482386e+03+8.272261e+03j            9.798882e+02          
    2.94294e+01      8.430606e+00+4.790478e-05j   9.480234e+03+8.271431e+03j            9.811130e+02          
    2.98298e+01      8.419082e+00+4.799849e-05j   9.477876e+03+8.270463e+03j            9.823409e+02          
    3.02302e+01      8.407419e+00+4.807321e-05j   9.475314e+03+8.269355e+03j            9.835719e+02          
    3.06306e+01      8.395616e+00+4.812892e-05j   9.472547e+03+8.268107e+03j            9.848059e+02          
    3.10310e+01      8.383675e+00+4.816560e-05j   9.469575e+03+8.266719e+03j            9.860431e+02          
    3.14314e+01      8.371596e+00+4.818323e-05j   9.466399e+03+8.265191e+03j            9.872832e+02          
    3.18318e+01      8.359380e+00+4.818181e-05j   9.463019e+03+8.263522e+03j            9.885264e+02          
    3.22322e+01      8.347027e+00+4.816135e-05j   9.459435e+03+8.261713e+03j            9.897726e+02          
    3.26326e+01      8.334539e+00+4.812184e-05j   9.455647e+03+8.259764e+03j            9.910218e+02          
    3.30330e+01      8.321915e+00+4.806332e-05j   9.451655e+03+8.257674e+03j            9.922740e+02          
    3.34334e+01      8.309157e+00+4.798580e-05j   9.447460e+03+8.255444e+03j            9.935291e+02          
    3.38338e+01      8.296265e+00+4.788932e-05j   9.443061e+03+8.253072e+03j            9.947871e+02          
    3.42342e+01      8.283241e+00+4.777392e-05j   9.438459e+03+8.250560e+03j            9.960481e+02          
    3.46346e+01      8.270083e+00+4.763965e-05j   9.433654e+03+8.247907e+03j            9.973119e+02          
    3.50350e+01      8.256794e+00+4.748656e-05j   9.428647e+03+8.245112e+03j            9.985786e+02          
    3.54354e+01      8.243374e+00+4.731472e-05j   9.423437e+03+8.242176e+03j            9.998482e+02          
    3.58358e+01      8.229823e+00+4.712419e-05j   9.418025e+03+8.239099e+03j            1.001121e+03          
    3.62362e+01      8.216143e+00+4.691506e-05j   9.412411e+03+8.235881e+03j            1.002396e+03          
    3.66366e+01      8.202334e+00+4.668741e-05j   9.406596e+03+8.232521e+03j            1.003674e+03          
    3.70370e+01      8.188397e+00+4.644133e-05j   9.400579e+03+8.229019e+03j            1.004954e+03          
    3.74374e+01      8.174333e+00+4.617693e-05j   9.394362e+03+8.225376e+03j            1.006238e+03          
    3.78378e+01      8.160141e+00+4.589430e-05j   9.387944e+03+8.221591e+03j            1.007524e+03          
    3.82382e+01      8.145824e+00+4.559357e-05j   9.381327e+03+8.217665e+03j            1.008813e+03          
    3.86386e+01      8.131382e+00+4.527485e-05j   9.374509e+03+8.213596e+03j            1.010104e+03          
    3.90390e+01      8.116815e+00+4.493828e-05j   9.367492e+03+8.209386e+03j            1.011399e+03          
    3.94394e+01      8.102124e+00+4.458399e-05j   9.360277e+03+8.205035e+03j            1.012695e+03          
    3.98398e+01      8.087311e+00+4.421213e-05j   9.352862e+03+8.200541e+03j            1.013995e+03          
    4.02402e+01      8.072375e+00+4.382284e-05j   9.345250e+03+8.195905e+03j            1.015297e+03          
    4.06406e+01      8.057318e+00+4.341628e-05j   9.337440e+03+8.191128e+03j            1.016601e+03          
    4.10410e+01      8.042140e+00+4.299261e-05j   9.329434e+03+8.186209e+03j            1.017908e+03          
    4.14414e+01      8.026843e+00+4.255202e-05j   9.321230e+03+8.181147e+03j            1.019217e+03          
    4.18418e+01      8.011427e+00+4.209466e-05j   9.312831e+03+8.175944e+03j            1.020529e+03          
    4.22422e+01      7.995892e+00+4.162073e-05j   9.304236e+03+8.170599e+03j            1.021844e+03          
    4.26426e+01      7.980240e+00+4.113041e-05j   9.295445e+03+8.165112e+03j            1.023160e+03          
    4.30430e+01      7.964471e+00+4.062391e-05j   9.286461e+03+8.159483e+03j            1.024479e+03          
    4.34434e+01      7.948587e+00+4.010143e-05j   9.277282e+03+8.153713e+03j            1.025801e+03          
    4.38438e+01      7.932587e+00+3.956317e-05j   9.267910e+03+8.147801e+03j            1.027124e+03          
    4.42442e+01      7.916474e+00+3.900935e-05j   9.258346e+03+8.141747e+03j            1.028450e+03          
    4.46446e+01      7.900247e+00+3.844020e-05j   9.248589e+03+8.135551e+03j            1.029779e+03          
    4.50450e+01      7.883908e+00+3.785595e-05j   9.238640e+03+8.129213e+03j            1.031109e+03          
    4.54454e+01      7.867457e+00+3.725681e-05j   9.228501e+03+8.122735e+03j            1.032442e+03          
    4.58458e+01      7.850895e+00+3.664305e-05j   9.218171e+03+8.116114e+03j            1.033777e+03          
    4.62462e+01      7.834223e+00+3.601490e-05j   9.207652e+03+8.109352e+03j            1.035113e+03          
    4.66466e+01      7.817442e+00+3.537261e-05j   9.196944e+03+8.102449e+03j            1.036453e+03          
    4.70470e+01      7.800553e+00+3.471644e-05j   9.186047e+03+8.095405e+03j            1.037794e+03          
    4.74474e+01      7.783556e+00+3.404665e-05j   9.174963e+03+8.088219e+03j            1.039137e+03          
    4.78478e+01      7.766453e+00+3.336352e-05j   9.163693e+03+8.080893e+03j            1.040482e+03          
    4.82482e+01      7.749244e+00+3.266731e-05j   9.152236e+03+8.073425e+03j            1.041829e+03          
    4.86486e+01      7.731931e+00+3.195830e-05j   9.140593e+03+8.065817e+03j            1.043178e+03          
    4.90490e+01      7.714513e+00+3.123677e-05j   9.128766e+03+8.058068e+03j            1.044529e+03          
    4.94494e+01      7.696993e+00+3.050303e-05j   9.116756e+03+8.050179e+03j            1.045882e+03          
    4.98498e+01      7.679370e+00+2.975734e-05j   9.104562e+03+8.042149e+03j            1.047236e+03          
    5.02503e+01      7.661646e+00+2.900002e-05j   9.092186e+03+8.033979e+03j            1.048593e+03          
    5.06507e+01      7.643821e+00+2.823137e-05j   9.079629e+03+8.025669e+03j            1.049951e+03          
    5.10511e+01      7.625897e+00+2.745169e-05j   9.066891e+03+8.017219e+03j            1.051311e+03          
    5.14515e+01      7.607874e+00+2.666130e-05j   9.053973e+03+8.008629e+03j            1.052672e+03          
    5.18519e+01      7.589754e+00+2.586051e-05j   9.040876e+03+7.999899e+03j            1.054035e+03          
    5.22523e+01      7.571537e+00+2.504963e-05j   9.027602e+03+7.991031e+03j            1.055400e+03          
    5.26527e+01      7.553223e+00+2.422900e-05j   9.014150e+03+7.982023e+03j            1.056767e+03          
    5.30531e+01      7.534815e+00+2.339894e-05j   9.000522e+03+7.972876e+03j            1.058135e+03          
    5.34535e+01      7.516313e+00+2.255977e-05j   8.986718e+03+7.963591e+03j            1.059504e+03          
    5.38539e+01      7.497718e+00+2.171184e-05j   8.972740e+03+7.954167e+03j            1.060875e+03          
    5.42543e+01      7.479030e+00+2.085549e-05j   8.958589e+03+7.944604e+03j            1.062247e+03          
    5.46547e+01      7.460251e+00+1.999104e-05j   8.944264e+03+7.934904e+03j            1.063621e+03          
    5.50551e+01      7.441381e+00+1.911886e-05j   8.929769e+03+7.925066e+03j            1.064996e+03          
    5.54555e+01      7.422422e+00+1.823928e-05j   8.915102e+03+7.915090e+03j            1.066373e+03          
    5.58559e+01      7.403375e+00+1.735265e-05j   8.900266e+03+7.904977e+03j            1.067750e+03          
    5.62563e+01      7.384240e+00+1.645933e-05j   8.885261e+03+7.894727e+03j            1.069129e+03          
    5.66567e+01      7.365018e+00+1.555967e-05j   8.870089e+03+7.884340e+03j            1.070510e+03          
    5.70571e+01      7.345710e+00+1.465403e-05j   8.854750e+03+7.873817e+03j            1.071891e+03          
    5.74575e+01      7.326317e+00+1.374278e-05j   8.839245e+03+7.863158e+03j            1.073273e+03          
    5.78579e+01      7.306841e+00+1.282626e-05j   8.823575e+03+7.852362e+03j            1.074657e+03          
    5.82583e+01      7.287282e+00+1.190486e-05j   8.807742e+03+7.841432e+03j            1.076041e+03          
    5.86587e+01      7.267640e+00+1.097892e-05j   8.791747e+03+7.830366e+03j            1.077427e+03          
    5.90591e+01      7.247918e+00+1.004883e-05j   8.775590e+03+7.819165e+03j            1.078814e+03          
    5.94595e+01      7.228115e+00+9.114949e-06j   8.759272e+03+7.807830e+03j            1.080201e+03          
    5.98599e+01      7.208233e+00+8.177648e-06j   8.742796e+03+7.796360e+03j            1.081590e+03          
    6.02603e+01      7.188273e+00+7.237300e-06j   8.726161e+03+7.784757e+03j            1.082979e+03          
    6.06607e+01      7.168236e+00+6.294279e-06j   8.709369e+03+7.773020e+03j            1.084369e+03          
    6.10611e+01      7.148123e+00+5.348958e-06j   8.692421e+03+7.761150e+03j            1.085760e+03          
    6.14615e+01      7.127934e+00+4.401713e-06j   8.675318e+03+7.749147e+03j            1.087151e+03          
    6.18619e+01      7.107671e+00+3.452920e-06j   8.658062e+03+7.737012e+03j            1.088543e+03          
    6.22623e+01      7.087334e+00+2.502953e-06j   8.640653e+03+7.724745e+03j            1.089936e+03          
    6.26627e+01      7.066925e+00+1.552192e-06j   8.623093e+03+7.712347e+03j            1.091330e+03          
    6.30631e+01      7.046444e+00+6.010107e-07j   8.605382e+03+7.699817e+03j            1.092724e+03          
    6.34635e+01      7.025893e+00-3.502122e-07j   8.587523e+03+7.687157e+03j            1.094118e+03          
    6.38639e+01      7.005272e+00-1.301100e-06j   8.569516e+03+7.674366e+03j            1.095513e+03          
    6.42643e+01      6.984583e+00-2.251277e-06j   8.551362e+03+7.661446e+03j            1.096909e+03          
    6.46647e+01      6.963826e+00-3.200366e-06j   8.533063e+03+7.648396e+03j            1.098304e+03          
    6.50651e+01      6.943002e+00-4.147992e-06j   8.514619e+03+7.635218e+03j            1.099701e+03          
    6.54655e+01      6.922112e+00-5.093780e-06j   8.496033e+03+7.621911e+03j            1.101097e+03          
    6.58659e+01      6.901158e+00-6.037355e-06j   8.477305e+03+7.608476e+03j            1.102494e+03          
    6.62663e+01      6.880140e+00-6.978345e-06j   8.458436e+03+7.594914e+03j            1.103891e+03          
    6.66667e+01      6.859059e+00-7.916376e-06j   8.439429e+03+7.581224e+03j            1.105288e+03          
    6.70671e+01      6.837917e+00-8.851079e-06j   8.420283e+03+7.567408e+03j            1.106685e+03          
    6.74675e+01      6.816713e+00-9.782084e-06j   8.401001e+03+7.553467e+03j            1.108082e+03          
    6.78679e+01      6.795450e+00-1.070902e-05j   8.381583e+03+7.539400e+03j            1.109480e+03          
    6.82683e+01      6.774128e+00-1.163153e-05j   8.362031e+03+7.525207e+03j            1.110877e+03          
    6.86687e+01      6.752747e+00-1.254924e-05j   8.342347e+03+7.510891e+03j            1.112274e+03          
    6.90691e+01      6.731310e+00-1.346179e-05j   8.322530e+03+7.496451e+03j            1.113671e+03          
    6.94695e+01      6.709817e+00-1.436883e-05j   8.302584e+03+7.481887e+03j            1.115068e+03          
    6.98699e+01      6.688269e+00-1.526998e-05j   8.282509e+03+7.467201e+03j            1.116465e+03          
    7.02703e+01      6.666666e+00-1.616491e-05j   8.262306e+03+7.452393e+03j            1.117862e+03          
    7.06707e+01      6.645011e+00-1.705325e-05j   8.241976e+03+7.437463e+03j            1.119258e+03          
    7.10711e+01      6.623303e+00-1.793465e-05j   8.221522e+03+7.422412e+03j            1.120654e+03          
    7.14715e+01      6.601545e+00-1.880877e-05j   8.200945e+03+7.407241e+03j            1.122050e+03          
    7.18719e+01      6.579736e+00-1.967527e-05j   8.180245e+03+7.391950e+03j            1.123445e+03          
    7.22723e+01      6.557878e+00-2.053380e-05j   8.159424e+03+7.376540e+03j            1.124840e+03          
    7.26727e+01      6.535972e+00-2.138402e-05j   8.138483e+03+7.361012e+03j            1.126235e+03          
    7.30731e+01      6.514018e+00-2.222560e-05j   8.117425e+03+7.345365e+03j            1.127629e+03          
    7.34735e+01      6.492018e+00-2.305821e-05j   8.096249e+03+7.329602e+03j            1.129022e+03          
    7.38739e+01      6.469973e+00-2.388153e-05j   8.074959e+03+7.313721e+03j            1.130414e+03          
    7.42743e+01      6.447884e+00-2.469522e-05j   8.053554e+03+7.297725e+03j            1.131806e+03          
    7.46747e+01      6.425751e+00-2.549897e-05j   8.032036e+03+7.281614e+03j            1.133198e+03          
    7.50751e+01      6.403575e+00-2.629246e-05j   8.010407e+03+7.265388e+03j            1.134588e+03          
    7.54755e+01      6.381359e+00-2.707538e-05j   7.988669e+03+7.249048e+03j            1.135978e+03          
    7.58759e+01      6.359101e+00-2.784743e-05j   7.966821e+03+7.232595e+03j            1.137367e+03          
    7.62763e+01      6.336805e+00-2.860830e-05j   7.944867e+03+7.216029e+03j            1.138755e+03          
    7.66767e+01      6.314469e+00-2.935769e-05j   7.922807e+03+7.199352e+03j            1.140142e+03          
    7.70771e+01      6.292096e+00-3.009532e-05j   7.900643e+03+7.182564e+03j            1.141528e+03          
    7.74775e+01      6.269687e+00-3.082088e-05j   7.878376e+03+7.165665e+03j            1.142913e+03          
    7.78779e+01      6.247241e+00-3.153410e-05j   7.856007e+03+7.148656e+03j            1.144296e+03          
    7.82783e+01      6.224761e+00-3.223470e-05j   7.833539e+03+7.131539e+03j            1.145679e+03          
    7.86787e+01      6.202247e+00-3.292240e-05j   7.810971e+03+7.114313e+03j            1.147061e+03          
    7.90791e+01      6.179701e+00-3.359694e-05j   7.788307e+03+7.096980e+03j            1.148441e+03          
    7.94795e+01      6.157122e+00-3.425806e-05j   7.765547e+03+7.079541e+03j            1.149820e+03          
    7.98799e+01      6.134513e+00-3.490548e-05j   7.742692e+03+7.061995e+03j            1.151198e+03          
    8.02803e+01      6.111873e+00-3.553897e-05j   7.719745e+03+7.044345e+03j            1.152575e+03          
    8.06807e+01      6.089205e+00-3.615827e-05j   7.696706e+03+7.026590e+03j            1.153950e+03          
    8.10811e+01      6.066508e+00-3.676315e-05j   7.673577e+03+7.008732e+03j            1.155323e+03          
    8.14815e+01      6.043784e+00-3.735337e-05j   7.650360e+03+6.990770e+03j            1.156695e+03          
    8.18819e+01      6.021034e+00-3.792869e-05j   7.627055e+03+6.972707e+03j            1.158066e+03          
    8.22823e+01      5.998259e+00-3.848890e-05j   7.603665e+03+6.954543e+03j            1.159435e+03          
    8.26827e+01      5.975460e+00-3.903379e-05j   7.580191e+03+6.936279e+03j            1.160802e+03          
    8.30831e+01      5.952637e+00-3.956312e-05j   7.556633e+03+6.917915e+03j            1.162168e+03          
    8.34835e+01      5.929791e+00-4.007672e-05j   7.532995e+03+6.899453e+03j            1.163532e+03          
    8.38839e+01      5.906924e+00-4.057436e-05j   7.509276e+03+6.880892e+03j            1.164895e+03          
    8.42843e+01      5.884037e+00-4.105587e-05j   7.485479e+03+6.862235e+03j            1.166255e+03          
    8.46847e+01      5.861130e+00-4.152105e-05j   7.461605e+03+6.843482e+03j            1.167614e+03          
    8.50851e+01      5.838204e+00-4.196973e-05j   7.437656e+03+6.824634e+03j            1.168970e+03          
    8.54855e+01      5.815260e+00-4.240174e-05j   7.413632e+03+6.805691e+03j            1.170325e+03          
    8.58859e+01      5.792299e+00-4.281690e-05j   7.389536e+03+6.786654e+03j            1.171678e+03          
    8.62863e+01      5.769322e+00-4.321506e-05j   7.365368e+03+6.767526e+03j            1.173029e+03          
    8.66867e+01      5.746330e+00-4.359607e-05j   7.341131e+03+6.748305e+03j            1.174377e+03          
    8.70871e+01      5.723324e+00-4.395978e-05j   7.316825e+03+6.728994e+03j            1.175724e+03          
    8.74875e+01      5.700305e+00-4.430606e-05j   7.292452e+03+6.709592e+03j            1.177068e+03          
    8.78879e+01      5.677273e+00-4.463476e-05j   7.268014e+03+6.690102e+03j            1.178411e+03          
    8.82883e+01      5.654230e+00-4.494577e-05j   7.243512e+03+6.670524e+03j            1.179751e+03          
    8.86887e+01      5.631176e+00-4.523897e-05j   7.218948e+03+6.650858e+03j            1.181088e+03          
    8.90891e+01      5.608113e+00-4.551425e-05j   7.194322e+03+6.631106e+03j            1.182424e+03          
    8.94895e+01      5.585041e+00-4.577150e-05j   7.169637e+03+6.611269e+03j            1.183756e+03          
    8.98899e+01      5.561961e+00-4.601063e-05j   7.144893e+03+6.591348e+03j            1.185087e+03          
    9.02903e+01      5.538873e+00-4.623155e-05j   7.120093e+03+6.571343e+03j            1.186415e+03          
    9.06907e+01      5.515780e+00-4.643418e-05j   7.095237e+03+6.551255e+03j            1.187740e+03          
    9.10911e+01      5.492681e+00-4.661845e-05j   7.070328e+03+6.531086e+03j            1.189063e+03          
    9.14915e+01      5.469578e+00-4.678428e-05j   7.045366e+03+6.510837e+03j            1.190384e+03          
    9.18919e+01      5.446472e+00-4.693161e-05j   7.020353e+03+6.490507e+03j            1.191701e+03          
    9.22923e+01      5.423363e+00-4.706040e-05j   6.995290e+03+6.470100e+03j            1.193016e+03          
    9.26927e+01      5.400252e+00-4.717061e-05j   6.970179e+03+6.449614e+03j            1.194329e+03          
    9.30931e+01      5.377140e+00-4.726218e-05j   6.945021e+03+6.429052e+03j            1.195638e+03          
    9.34935e+01      5.354028e+00-4.733510e-05j   6.919818e+03+6.408414e+03j            1.196945e+03          
    9.38939e+01      5.330917e+00-4.738933e-05j   6.894571e+03+6.387701e+03j            1.198248e+03          
    9.42943e+01      5.307807e+00-4.742487e-05j   6.869282e+03+6.366914e+03j            1.199549e+03          
    9.46947e+01      5.284700e+00-4.744170e-05j   6.843951e+03+6.346055e+03j            1.200847e+03          
    9.50951e+01      5.261596e+00-4.743983e-05j   6.818581e+03+6.325124e+03j            1.202142e+03          
    9.54955e+01      5.238497e+00-4.741927e-05j   6.793172e+03+6.304122e+03j            1.203434e+03          
    9.58959e+01      5.215402e+00-4.738002e-05j   6.767726e+03+6.283050e+03j            1.204722e+03          
    9.62963e+01      5.192313e+00-4.732210e-05j   6.742245e+03+6.261910e+03j            1.206008e+03          
    9.66967e+01      5.169231e+00-4.724556e-05j   6.716730e+03+6.240702e+03j            1.207290e+03          
    9.70971e+01      5.146156e+00-4.715042e-05j   6.691182e+03+6.219427e+03j            1.208570e+03          
    9.74975e+01      5.123090e+00-4.703672e-05j   6.665602e+03+6.198086e+03j            1.209845e+03          
    9.78979e+01      5.100033e+00-4.690453e-05j   6.639993e+03+6.176681e+03j            1.211118e+03          
    9.82983e+01      5.076985e+00-4.675389e-05j   6.614354e+03+6.155212e+03j            1.212387e+03          
    9.86987e+01      5.053949e+00-4.658488e-05j   6.588689e+03+6.133680e+03j            1.213653e+03          
    9.90991e+01      5.030924e+00-4.639756e-05j   6.562998e+03+6.112087e+03j            1.214916e+03          
    9.94995e+01      5.007911e+00-4.619202e-05j   6.537282e+03+6.090434e+03j            1.216175e+03          
    9.98999e+01      4.984911e+00-4.596834e-05j   6.511543e+03+6.068721e+03j            1.217430e+03          
    1.00300e+02      4.961925e+00-4.572662e-05j   6.485782e+03+6.046949e+03j            1.218682e+03          
    1.00701e+02      4.938954e+00-4.546696e-05j   6.460000e+03+6.025120e+03j            1.219930e+03          
    1.01101e+02      4.915998e+00-4.518947e-05j   6.434199e+03+6.003235e+03j            1.221175e+03          
    1.01502e+02      4.893059e+00-4.489427e-05j   6.408381e+03+5.981294e+03j            1.222416e+03          
    1.01902e+02      4.870137e+00-4.458147e-05j   6.382546e+03+5.959299e+03j            1.223653e+03          
    1.02302e+02      4.847232e+00-4.425122e-05j   6.356695e+03+5.937251e+03j            1.224886e+03          
    1.02703e+02      4.824346e+00-4.390363e-05j   6.330831e+03+5.915151e+03j            1.226116e+03          
    1.03103e+02      4.801479e+00-4.353887e-05j   6.304954e+03+5.892999e+03j            1.227342e+03          
    1.03504e+02      4.778632e+00-4.315707e-05j   6.279066e+03+5.870798e+03j            1.228564e+03          
    1.03904e+02      4.755806e+00-4.275840e-05j   6.253168e+03+5.848547e+03j            1.229782e+03          
    1.04304e+02      4.733002e+00-4.234301e-05j   6.227261e+03+5.826249e+03j            1.230996e+03          
    1.04705e+02      4.710220e+00-4.191109e-05j   6.201347e+03+5.803904e+03j            1.232206e+03          
    1.05105e+02      4.687460e+00-4.146279e-05j   6.175426e+03+5.781513e+03j            1.233412e+03          
    1.05506e+02      4.664725e+00-4.099832e-05j   6.149500e+03+5.759078e+03j            1.234613e+03          
    1.05906e+02      4.642014e+00-4.051786e-05j   6.123571e+03+5.736598e+03j            1.235811e+03          
    1.06306e+02      4.619328e+00-4.002159e-05j   6.097640e+03+5.714077e+03j            1.237004e+03          
    1.06707e+02      4.596668e+00-3.950974e-05j   6.071707e+03+5.691514e+03j            1.238194e+03          
    1.07107e+02      4.574035e+00-3.898249e-05j   6.045774e+03+5.668910e+03j            1.239379e+03          
    1.07508e+02      4.551429e+00-3.844007e-05j   6.019843e+03+5.646267e+03j            1.240559e+03          
    1.07908e+02      4.528851e+00-3.788270e-05j   5.993914e+03+5.623586e+03j            1.241736e+03          
    1.08308e+02      4.506302e+00-3.731060e-05j   5.967989e+03+5.600867e+03j            1.242908e+03          
    1.08709e+02      4.483782e+00-3.672400e-05j   5.942068e+03+5.578113e+03j            1.244075e+03          
    1.09109e+02      4.461292e+00-3.612315e-05j   5.916154e+03+5.555323e+03j            1.245238e+03          
    1.09510e+02      4.438833e+00-3.550828e-05j   5.890247e+03+5.532500e+03j            1.246397e+03          
    1.09910e+02      4.416405e+00-3.487963e-05j   5.864349e+03+5.509644e+03j            1.247551e+03          
    1.10310e+02      4.394010e+00-3.423748e-05j   5.838460e+03+5.486755e+03j            1.248700e+03          
    1.10711e+02      4.371647e+00-3.358206e-05j   5.812583e+03+5.463837e+03j            1.249845e+03          
    1.11111e+02      4.349318e+00-3.291365e-05j   5.786717e+03+5.440888e+03j            1.250985e+03          
    1.11512e+02      4.327022e+00-3.223252e-05j   5.760864e+03+5.417911e+03j            1.252121e+03          
    1.11912e+02      4.304762e+00-3.153894e-05j   5.735026e+03+5.394906e+03j            1.253251e+03          
    1.12312e+02      4.282536e+00-3.083319e-05j   5.709203e+03+5.371875e+03j            1.254377e+03          
    1.12713e+02      4.260347e+00-3.011554e-05j   5.683397e+03+5.348819e+03j            1.255498e+03          
    1.13113e+02      4.238194e+00-2.938630e-05j   5.657608e+03+5.325738e+03j            1.256615e+03          
    1.13514e+02      4.216079e+00-2.864575e-05j   5.631839e+03+5.302634e+03j            1.257726e+03          
    1.13914e+02      4.194002e+00-2.789418e-05j   5.606089e+03+5.279508e+03j            1.258832e+03          
    1.14314e+02      4.171963e+00-2.713191e-05j   5.580360e+03+5.256361e+03j            1.259934e+03          
    1.14715e+02      4.149963e+00-2.635923e-05j   5.554653e+03+5.233193e+03j            1.261030e+03          
    1.15115e+02      4.128003e+00-2.557645e-05j   5.528969e+03+5.210007e+03j            1.262122e+03          
    1.15516e+02      4.106083e+00-2.478389e-05j   5.503310e+03+5.186803e+03j            1.263208e+03          
    1.15916e+02      4.084204e+00-2.398186e-05j   5.477676e+03+5.163582e+03j            1.264289e+03          
    1.16316e+02      4.062366e+00-2.317069e-05j   5.452068e+03+5.140345e+03j            1.265365e+03          
    1.16717e+02      4.040571e+00-2.235069e-05j   5.426487e+03+5.117094e+03j            1.266436e+03          
    1.17117e+02      4.018818e+00-2.152220e-05j   5.400935e+03+5.093829e+03j            1.267501e+03          
    1.17518e+02      3.997108e+00-2.068554e-05j   5.375413e+03+5.070551e+03j            1.268562e+03          
