#       omega                  E                         P                            alpha             
    -9.46947e+01     2.113880e+00+1.897668e-05j   2.186889e+03+9.944913e+02j            4.704485e+02          
    -9.42943e+01     2.123123e+00+1.896995e-05j   2.202874e+03+9.994295e+02j            4.707263e+02          
    -9.38939e+01     2.132367e+00+1.895573e-05j   2.218952e+03+1.004391e+03j            4.710124e+02          
    -9.34935e+01     2.141611e+00+1.893404e-05j   2.235123e+03+1.009376e+03j            4.713068e+02          
    -9.30931e+01     2.150856e+00+1.890487e-05j   2.251386e+03+1.014384e+03j            4.716097e+02          
    -9.26927e+01     2.160101e+00+1.886824e-05j   2.267743e+03+1.019417e+03j            4.719213e+02          
    -9.22923e+01     2.169345e+00+1.882416e-05j   2.284193e+03+1.024475e+03j            4.722418e+02          
    -9.18919e+01     2.178589e+00+1.877264e-05j   2.300738e+03+1.029558e+03j            4.725713e+02          
    -9.14915e+01     2.187831e+00+1.871371e-05j   2.317377e+03+1.034667e+03j            4.729100e+02          
    -9.10911e+01     2.197073e+00+1.864738e-05j   2.334112e+03+1.039802e+03j            4.732581e+02          
    -9.06907e+01     2.206312e+00+1.857367e-05j   2.350943e+03+1.044964e+03j            4.736157e+02          
    -9.02903e+01     2.215549e+00+1.849262e-05j   2.367869e+03+1.050153e+03j            4.739831e+02          
    -8.98899e+01     2.224784e+00+1.840425e-05j   2.384892e+03+1.055369e+03j            4.743605e+02          
    -8.94895e+01     2.234016e+00+1.830860e-05j   2.402013e+03+1.060614e+03j            4.747479e+02          
    -8.90891e+01     2.243245e+00+1.820570e-05j   2.419231e+03+1.065888e+03j            4.751458e+02          
    -8.86887e+01     2.252471e+00+1.809559e-05j   2.436547e+03+1.071191e+03j            4.755542e+02          
    -8.82883e+01     2.261692e+00+1.797831e-05j   2.453962e+03+1.076525e+03j            4.759733e+02          
    -8.78879e+01     2.270909e+00+1.785390e-05j   2.471475e+03+1.081888e+03j            4.764034e+02          
    -8.74875e+01     2.280122e+00+1.772242e-05j   2.489089e+03+1.087284e+03j            4.768448e+02          
    -8.70871e+01     2.289330e+00+1.758391e-05j   2.506802e+03+1.092711e+03j            4.772976e+02          
    -8.66867e+01     2.298532e+00+1.743843e-05j   2.524617e+03+1.098170e+03j            4.777620e+02          
    -8.62863e+01     2.307729e+00+1.728603e-05j   2.542532e+03+1.103664e+03j            4.782384e+02          
    -8.58859e+01     2.316920e+00+1.712676e-05j   2.560549e+03+1.109191e+03j            4.787269e+02          
    -8.54855e+01     2.326104e+00+1.696070e-05j   2.578668e+03+1.114752e+03j            4.792278e+02          
    -8.50851e+01     2.335281e+00+1.678789e-05j   2.596890e+03+1.120350e+03j            4.797413e+02          
    -8.46847e+01     2.344452e+00+1.660842e-05j   2.615216e+03+1.125983e+03j            4.802679e+02          
    -8.42843e+01     2.353615e+00+1.642235e-05j   2.633645e+03+1.131654e+03j            4.808076e+02          
    -8.38839e+01     2.362770e+00+1.622974e-05j   2.652178e+03+1.137363e+03j            4.813608e+02          
    -8.34835e+01     2.371917e+00+1.603069e-05j   2.670817e+03+1.143110e+03j            4.819277e+02          
    -8.30831e+01     2.381055e+00+1.582525e-05j   2.689561e+03+1.148898e+03j            4.825087e+02          
    -8.26827e+01     2.390184e+00+1.561351e-05j   2.708411e+03+1.154725e+03j            4.831041e+02          
    -8.22823e+01     2.399304e+00+1.539556e-05j   2.727368e+03+1.160595e+03j            4.837142e+02          
    -8.18819e+01     2.408414e+00+1.517148e-05j   2.746432e+03+1.166506e+03j            4.843392e+02          
    -8.14815e+01     2.417514e+00+1.494135e-05j   2.765603e+03+1.172462e+03j            4.849795e+02          
    -8.10811e+01     2.426603e+00+1.470526e-05j   2.784883e+03+1.178462e+03j            4.856355e+02          
    -8.06807e+01     2.435682e+00+1.446331e-05j   2.804272e+03+1.184507e+03j            4.863075e+02          
    -8.02803e+01     2.444749e+00+1.421559e-05j   2.823771e+03+1.190599e+03j            4.869958e+02          
    -7.98799e+01     2.453805e+00+1.396219e-05j   2.843379e+03+1.196739e+03j            4.877008e+02          
    -7.94795e+01     2.462849e+00+1.370322e-05j   2.863099e+03+1.202928e+03j            4.884229e+02          
    -7.90791e+01     2.471880e+00+1.343878e-05j   2.882929e+03+1.209167e+03j            4.891624e+02          
    -7.86787e+01     2.480899e+00+1.316896e-05j   2.902872e+03+1.215457e+03j            4.899198e+02          
    -7.82783e+01     2.489904e+00+1.289388e-05j   2.922927e+03+1.221800e+03j            4.906953e+02          
    -7.78779e+01     2.498896e+00+1.261364e-05j   2.943095e+03+1.228196e+03j            4.914896e+02          
    -7.74775e+01     2.507875e+00+1.232835e-05j   2.963377e+03+1.234649e+03j            4.923029e+02          
    -7.70771e+01     2.516838e+00+1.203813e-05j   2.983774e+03+1.241157e+03j            4.931357e+02          
    -7.66767e+01     2.525788e+00+1.174308e-05j   3.004285e+03+1.247724e+03j            4.939885e+02          
    -7.62763e+01     2.534722e+00+1.144332e-05j   3.024912e+03+1.254350e+03j            4.948617e+02          
    -7.58759e+01     2.543641e+00+1.113897e-05j   3.045655e+03+1.261038e+03j            4.957557e+02          
    -7.54755e+01     2.552543e+00+1.083015e-05j   3.066515e+03+1.267788e+03j            4.966712e+02          
    -7.50751e+01     2.561430e+00+1.051698e-05j   3.087492e+03+1.274602e+03j            4.976085e+02          
    -7.46747e+01     2.570300e+00+1.019959e-05j   3.108587e+03+1.281482e+03j            4.985681e+02          
    -7.42743e+01     2.579153e+00+9.878087e-06j   3.129801e+03+1.288430e+03j            4.995507e+02          
    -7.38739e+01     2.587989e+00+9.552611e-06j   3.151135e+03+1.295447e+03j            5.005567e+02          
    -7.34735e+01     2.596807e+00+9.223286e-06j   3.172588e+03+1.302535e+03j            5.015867e+02          
    -7.30731e+01     2.605607e+00+8.890241e-06j   3.194161e+03+1.309697e+03j            5.026413e+02          
    -7.26727e+01     2.614389e+00+8.553608e-06j   3.215856e+03+1.316933e+03j            5.037210e+02          
    -7.22723e+01     2.623151e+00+8.213519e-06j   3.237673e+03+1.324246e+03j            5.048265e+02          
    -7.18719e+01     2.631894e+00+7.870108e-06j   3.259612e+03+1.331639e+03j            5.059583e+02          
    -7.14715e+01     2.640618e+00+7.523509e-06j   3.281673e+03+1.339112e+03j            5.071172e+02          
    -7.10711e+01     2.649321e+00+7.173860e-06j   3.303858e+03+1.346669e+03j            5.083038e+02          
    -7.06707e+01     2.658004e+00+6.821298e-06j   3.326168e+03+1.354311e+03j            5.095187e+02          
    -7.02703e+01     2.666667e+00+6.465963e-06j   3.348601e+03+1.362042e+03j            5.107626e+02          
    -6.98699e+01     2.675307e+00+6.107993e-06j   3.371160e+03+1.369862e+03j            5.120364e+02          
    -6.94695e+01     2.683927e+00+5.747530e-06j   3.393845e+03+1.377776e+03j            5.133406e+02          
    -6.90691e+01     2.692524e+00+5.384717e-06j   3.416656e+03+1.385785e+03j            5.146761e+02          
    -6.86687e+01     2.701099e+00+5.019696e-06j   3.439594e+03+1.393891e+03j            5.160436e+02          
    -6.82683e+01     2.709651e+00+4.652612e-06j   3.462659e+03+1.402099e+03j            5.174440e+02          
    -6.78679e+01     2.718180e+00+4.283609e-06j   3.485851e+03+1.410409e+03j            5.188780e+02          
    -6.74675e+01     2.726685e+00+3.912834e-06j   3.509172e+03+1.418826e+03j            5.203466e+02          
    -6.70671e+01     2.735167e+00+3.540432e-06j   3.532622e+03+1.427353e+03j            5.218505e+02          
    -6.66667e+01     2.743624e+00+3.166550e-06j   3.556200e+03+1.435992e+03j            5.233908e+02          
    -6.62663e+01     2.752056e+00+2.791338e-06j   3.579908e+03+1.444746e+03j            5.249683e+02          
    -6.58659e+01     2.760463e+00+2.414942e-06j   3.603745e+03+1.453619e+03j            5.265840e+02          
    -6.54655e+01     2.768845e+00+2.037512e-06j   3.627713e+03+1.462614e+03j            5.282388e+02          
    -6.50651e+01     2.777201e+00+1.659197e-06j   3.651811e+03+1.471735e+03j            5.299339e+02          
    -6.46647e+01     2.785530e+00+1.280147e-06j   3.676039e+03+1.480985e+03j            5.316701e+02          
    -6.42643e+01     2.793833e+00+9.005109e-07j   3.700398e+03+1.490368e+03j            5.334487e+02          
    -6.38639e+01     2.802109e+00+5.204402e-07j   3.724889e+03+1.499887e+03j            5.352707e+02          
    -6.34635e+01     2.810357e+00+1.400849e-07j   3.749510e+03+1.509547e+03j            5.371372e+02          
    -6.30631e+01     2.818578e+00-2.404043e-07j   3.774262e+03+1.519352e+03j            5.390494e+02          
    -6.26627e+01     2.826770e+00-6.208766e-07j   3.799145e+03+1.529306e+03j            5.410086e+02          
    -6.22623e+01     2.834934e+00-1.001181e-06j   3.824158e+03+1.539413e+03j            5.430159e+02          
    -6.18619e+01     2.843068e+00-1.381168e-06j   3.849303e+03+1.549677e+03j            5.450726e+02          
    -6.14615e+01     2.851174e+00-1.760685e-06j   3.874578e+03+1.560103e+03j            5.471802e+02          
    -6.10611e+01     2.859249e+00-2.139583e-06j   3.899984e+03+1.570696e+03j            5.493398e+02          
    -6.06607e+01     2.867295e+00-2.517712e-06j   3.925519e+03+1.581461e+03j            5.515530e+02          
    -6.02603e+01     2.875309e+00-2.894920e-06j   3.951183e+03+1.592403e+03j            5.538210e+02          
    -5.98599e+01     2.883293e+00-3.271059e-06j   3.976976e+03+1.603526e+03j            5.561455e+02          
    -5.94595e+01     2.891246e+00-3.645980e-06j   4.002897e+03+1.614837e+03j            5.585280e+02          
    -5.90591e+01     2.899167e+00-4.019533e-06j   4.028945e+03+1.626340e+03j            5.609699e+02          
    -5.86587e+01     2.907056e+00-4.391570e-06j   4.055120e+03+1.638041e+03j            5.634729e+02          
    -5.82583e+01     2.914913e+00-4.761943e-06j   4.081419e+03+1.649947e+03j            5.660387e+02          
    -5.78579e+01     2.922736e+00-5.130506e-06j   4.107842e+03+1.662062e+03j            5.686689e+02          
    -5.74575e+01     2.930527e+00-5.497111e-06j   4.134388e+03+1.674394e+03j            5.713653e+02          
    -5.70571e+01     2.938284e+00-5.861614e-06j   4.161054e+03+1.686948e+03j            5.741296e+02          
    -5.66567e+01     2.946007e+00-6.223868e-06j   4.187840e+03+1.699730e+03j            5.769637e+02          
    -5.62563e+01     2.953696e+00-6.583731e-06j   4.214743e+03+1.712749e+03j            5.798696e+02          
    -5.58559e+01     2.961350e+00-6.941059e-06j   4.241760e+03+1.726010e+03j            5.828490e+02          
    -5.54555e+01     2.968969e+00-7.295710e-06j   4.268891e+03+1.739520e+03j            5.859040e+02          
    -5.50551e+01     2.976553e+00-7.647543e-06j   4.296131e+03+1.753287e+03j            5.890366e+02          
    -5.46547e+01     2.984100e+00-7.996417e-06j   4.323478e+03+1.767318e+03j            5.922489e+02          
    -5.42543e+01     2.991612e+00-8.342195e-06j   4.350930e+03+1.781621e+03j            5.955429e+02          
    -5.38539e+01     2.999087e+00-8.684737e-06j   4.378482e+03+1.796204e+03j            5.989210e+02          
    -5.34535e+01     3.006525e+00-9.023909e-06j   4.406130e+03+1.811073e+03j            6.023852e+02          
    -5.30531e+01     3.013926e+00-9.359574e-06j   4.433872e+03+1.826238e+03j            6.059379e+02          
    -5.26527e+01     3.021289e+00-9.691600e-06j   4.461702e+03+1.841707e+03j            6.095814e+02          
    -5.22523e+01     3.028615e+00-1.001985e-05j   4.489615e+03+1.857489e+03j            6.133179e+02          
    -5.18519e+01     3.035902e+00-1.034420e-05j   4.517607e+03+1.873591e+03j            6.171499e+02          
    -5.14515e+01     3.043150e+00-1.066452e-05j   4.545671e+03+1.890023e+03j            6.210798e+02          
    -5.10511e+01     3.050359e+00-1.098068e-05j   4.573802e+03+1.906794e+03j            6.251101e+02          
    -5.06507e+01     3.057528e+00-1.129255e-05j   4.601994e+03+1.923912e+03j            6.292433e+02          
    -5.02503e+01     3.064658e+00-1.160001e-05j   4.630238e+03+1.941388e+03j            6.334818e+02          
    -4.98498e+01     3.071748e+00-1.190294e-05j   4.658529e+03+1.959229e+03j            6.378282e+02          
    -4.94494e+01     3.078797e+00-1.220121e-05j   4.686857e+03+1.977447e+03j            6.422852e+02          
    -4.90490e+01     3.085805e+00-1.249471e-05j   4.715213e+03+1.996050e+03j            6.468551e+02          
    -4.86486e+01     3.092772e+00-1.278332e-05j   4.743590e+03+2.015047e+03j            6.515407e+02          
    -4.82482e+01     3.099698e+00-1.306692e-05j   4.771976e+03+2.034449e+03j            6.563444e+02          
    -4.78478e+01     3.106581e+00-1.334541e-05j   4.800361e+03+2.054265e+03j            6.612688e+02          
    -4.74474e+01     3.113423e+00-1.361866e-05j   4.828734e+03+2.074504e+03j            6.663165e+02          
    -4.70470e+01     3.120221e+00-1.388658e-05j   4.857083e+03+2.095176e+03j            6.714900e+02          
    -4.66466e+01     3.126977e+00-1.414904e-05j   4.885394e+03+2.116290e+03j            6.767916e+02          
    -4.62462e+01     3.133689e+00-1.440596e-05j   4.913655e+03+2.137855e+03j            6.822239e+02          
    -4.58458e+01     3.140358e+00-1.465722e-05j   4.941851e+03+2.159881e+03j            6.877890e+02          
    -4.54454e+01     3.146983e+00-1.490273e-05j   4.969966e+03+2.182375e+03j            6.934892e+02          
    -4.50450e+01     3.153563e+00-1.514238e-05j   4.997985e+03+2.205347e+03j            6.993266e+02          
    -4.46446e+01     3.160099e+00-1.537608e-05j   5.025890e+03+2.228804e+03j            7.053033e+02          
    -4.42442e+01     3.166590e+00-1.560374e-05j   5.053663e+03+2.252753e+03j            7.114210e+02          
    -4.38438e+01     3.173035e+00-1.582527e-05j   5.081286e+03+2.277203e+03j            7.176813e+02          
    -4.34434e+01     3.179435e+00-1.604057e-05j   5.108738e+03+2.302158e+03j            7.240859e+02          
    -4.30430e+01     3.185789e+00-1.624956e-05j   5.135998e+03+2.327625e+03j            7.306359e+02          
    -4.26426e+01     3.192096e+00-1.645216e-05j   5.163046e+03+2.353609e+03j            7.373323e+02          
    -4.22422e+01     3.198357e+00-1.664829e-05j   5.189858e+03+2.380113e+03j            7.441758e+02          
    -4.18418e+01     3.204571e+00-1.683786e-05j   5.216410e+03+2.407140e+03j            7.511669e+02          
    -4.14414e+01     3.210737e+00-1.702081e-05j   5.242679e+03+2.434693e+03j            7.583058e+02          
    -4.10410e+01     3.216856e+00-1.719705e-05j   5.268638e+03+2.462771e+03j            7.655920e+02          
    -4.06406e+01     3.222927e+00-1.736651e-05j   5.294262e+03+2.491375e+03j            7.730250e+02          
    -4.02402e+01     3.228950e+00-1.752914e-05j   5.319523e+03+2.520501e+03j            7.806037e+02          
    -3.98398e+01     3.234924e+00-1.768485e-05j   5.344395e+03+2.550147e+03j            7.883265e+02          
    -3.94394e+01     3.240850e+00-1.783360e-05j   5.368849e+03+2.580307e+03j            7.961914e+02          
    -3.90390e+01     3.246726e+00-1.797531e-05j   5.392857e+03+2.610974e+03j            8.041959e+02          
    -3.86386e+01     3.252553e+00-1.810994e-05j   5.416390e+03+2.642139e+03j            8.123370e+02          
    -3.82382e+01     3.258330e+00-1.823743e-05j   5.439419e+03+2.673790e+03j            8.206108e+02          
    -3.78378e+01     3.264057e+00-1.835772e-05j   5.461914e+03+2.705916e+03j            8.290133e+02          
    -3.74374e+01     3.269733e+00-1.847077e-05j   5.483848e+03+2.738500e+03j            8.375397e+02          
    -3.70370e+01     3.275359e+00-1.857653e-05j   5.505191e+03+2.771526e+03j            8.461844e+02          
    -3.66366e+01     3.280934e+00-1.867496e-05j   5.525915e+03+2.804974e+03j            8.549413e+02          
    -3.62362e+01     3.286457e+00-1.876602e-05j   5.545993e+03+2.838823e+03j            8.638039e+02          
    -3.58358e+01     3.291929e+00-1.884968e-05j   5.565399e+03+2.873048e+03j            8.727648e+02          
    -3.54354e+01     3.297350e+00-1.892589e-05j   5.584108e+03+2.907624e+03j            8.818161e+02          
    -3.50350e+01     3.302718e+00-1.899462e-05j   5.602095e+03+2.942522e+03j            8.909493e+02          
    -3.46346e+01     3.308033e+00-1.905586e-05j   5.619340e+03+2.977712e+03j            9.001554e+02          
    -3.42342e+01     3.313296e+00-1.910957e-05j   5.635821e+03+3.013161e+03j            9.094248e+02          
    -3.38338e+01     3.318506e+00-1.915573e-05j   5.651520e+03+3.048837e+03j            9.187475e+02          
    -3.34334e+01     3.323663e+00-1.919432e-05j   5.666423e+03+3.084703e+03j            9.281131e+02          
    -3.30330e+01     3.328766e+00-1.922533e-05j   5.680514e+03+3.120722e+03j            9.375108e+02          
    -3.26326e+01     3.333816e+00-1.924874e-05j   5.693785e+03+3.156856e+03j            9.469296e+02          
    -3.22322e+01     3.338811e+00-1.926454e-05j   5.706227e+03+3.193066e+03j            9.563582e+02          
    -3.18318e+01     3.343752e+00-1.927273e-05j   5.717834e+03+3.229313e+03j            9.657852e+02          
    -3.14314e+01     3.348638e+00-1.927329e-05j   5.728606e+03+3.265557e+03j            9.751993e+02          
    -3.10310e+01     3.353470e+00-1.926624e-05j   5.738543e+03+3.301757e+03j            9.845890e+02          
    -3.06306e+01     3.358246e+00-1.925157e-05j   5.747649e+03+3.337874e+03j            9.939433e+02          
    -3.02302e+01     3.362967e+00-1.922929e-05j   5.755931e+03+3.373868e+03j            1.003251e+03          
    -2.98298e+01     3.367633e+00-1.919940e-05j   5.763400e+03+3.409702e+03j            1.012502e+03          
    -2.94294e+01     3.372243e+00-1.916191e-05j   5.770068e+03+3.445338e+03j            1.021685e+03          
    -2.90290e+01     3.376796e+00-1.911685e-05j   5.775950e+03+3.480741e+03j            1.030792e+03          
    -2.86286e+01     3.381293e+00-1.906422e-05j   5.781064e+03+3.515876e+03j            1.039812e+03          
    -2.82282e+01     3.385734e+00-1.900405e-05j   5.785430e+03+3.550712e+03j            1.048737e+03          
    -2.78278e+01     3.390118e+00-1.893636e-05j   5.789070e+03+3.585218e+03j            1.057559e+03          
    -2.74274e+01     3.394444e+00-1.886118e-05j   5.792007e+03+3.619367e+03j            1.066272e+03          
    -2.70270e+01     3.398713e+00-1.877853e-05j   5.794268e+03+3.653133e+03j            1.074867e+03          
    -2.66266e+01     3.402925e+00-1.868845e-05j   5.795879e+03+3.686494e+03j            1.083340e+03          
    -2.62262e+01     3.407079e+00-1.859097e-05j   5.796866e+03+3.719428e+03j            1.091686e+03          
    -2.58258e+01     3.411175e+00-1.848613e-05j   5.797258e+03+3.751917e+03j            1.099899e+03          
    -2.54254e+01     3.415213e+00-1.837397e-05j   5.797084e+03+3.783947e+03j            1.107977e+03          
    -2.50250e+01     3.419193e+00-1.825454e-05j   5.796371e+03+3.815504e+03j            1.115917e+03          
    -2.46246e+01     3.423113e+00-1.812788e-05j   5.795150e+03+3.846576e+03j            1.123716e+03          
    -2.42242e+01     3.426975e+00-1.799404e-05j   5.793447e+03+3.877157e+03j            1.131373e+03          
    -2.38238e+01     3.430778e+00-1.785308e-05j   5.791291e+03+3.907238e+03j            1.138887e+03          
    -2.34234e+01     3.434522e+00-1.770504e-05j   5.788708e+03+3.936815e+03j            1.146257e+03          
    -2.30230e+01     3.438206e+00-1.754999e-05j   5.785727e+03+3.965887e+03j            1.153484e+03          
    -2.26226e+01     3.441830e+00-1.738799e-05j   5.782372e+03+3.994452e+03j            1.160569e+03          
    -2.22222e+01     3.445395e+00-1.721910e-05j   5.778667e+03+4.022510e+03j            1.167512e+03          
    -2.18218e+01     3.448900e+00-1.704339e-05j   5.774638e+03+4.050064e+03j            1.174314e+03          
    -2.14214e+01     3.452344e+00-1.686093e-05j   5.770305e+03+4.077117e+03j            1.180979e+03          
    -2.10210e+01     3.455728e+00-1.667179e-05j   5.765691e+03+4.103673e+03j            1.187507e+03          
    -2.06206e+01     3.459051e+00-1.647604e-05j   5.760815e+03+4.129737e+03j            1.193901e+03          
    -2.02202e+01     3.462313e+00-1.627376e-05j   5.755697e+03+4.155317e+03j            1.200164e+03          
    -1.98198e+01     3.465515e+00-1.606503e-05j   5.750355e+03+4.180417e+03j            1.206298e+03          
    -1.94194e+01     3.468655e+00-1.584994e-05j   5.744806e+03+4.205047e+03j            1.212307e+03          
    -1.90190e+01     3.471734e+00-1.562856e-05j   5.739065e+03+4.229213e+03j            1.218192e+03          
    -1.86186e+01     3.474751e+00-1.540099e-05j   5.733147e+03+4.252925e+03j            1.223958e+03          
    -1.82182e+01     3.477707e+00-1.516731e-05j   5.727066e+03+4.276190e+03j            1.229608e+03          
    -1.78178e+01     3.480601e+00-1.492763e-05j   5.720834e+03+4.299017e+03j            1.235143e+03          
    -1.74174e+01     3.483433e+00-1.468202e-05j   5.714462e+03+4.321415e+03j            1.240569e+03          
    -1.70170e+01     3.486203e+00-1.443060e-05j   5.707962e+03+4.343394e+03j            1.245888e+03          
    -1.66166e+01     3.488910e+00-1.417345e-05j   5.701344e+03+4.364961e+03j            1.251102e+03          
    -1.62162e+01     3.491555e+00-1.391069e-05j   5.694616e+03+4.386127e+03j            1.256216e+03          
    -1.58158e+01     3.494138e+00-1.364240e-05j   5.687787e+03+4.406899e+03j            1.261233e+03          
    -1.54154e+01     3.496658e+00-1.336871e-05j   5.680864e+03+4.427286e+03j            1.266154e+03          
    -1.50150e+01     3.499115e+00-1.308972e-05j   5.673855e+03+4.447298e+03j            1.270984e+03          
    -1.46146e+01     3.501509e+00-1.280554e-05j   5.666765e+03+4.466943e+03j            1.275726e+03          
    -1.42142e+01     3.503839e+00-1.251628e-05j   5.659601e+03+4.486229e+03j            1.280381e+03          
    -1.38138e+01     3.506107e+00-1.222206e-05j   5.652368e+03+4.505163e+03j            1.284953e+03          
    -1.34134e+01     3.508311e+00-1.192299e-05j   5.645070e+03+4.523755e+03j            1.289445e+03          
    -1.30130e+01     3.510452e+00-1.161919e-05j   5.637713e+03+4.542011e+03j            1.293859e+03          
    -1.26126e+01     3.512529e+00-1.131078e-05j   5.630298e+03+4.559940e+03j            1.298198e+03          
    -1.22122e+01     3.514542e+00-1.099788e-05j   5.622831e+03+4.577547e+03j            1.302464e+03          
    -1.18118e+01     3.516491e+00-1.068063e-05j   5.615314e+03+4.594842e+03j            1.306660e+03          
    -1.14114e+01     3.518377e+00-1.035914e-05j   5.607750e+03+4.611829e+03j            1.310788e+03          
    -1.10110e+01     3.520198e+00-1.003353e-05j   5.600142e+03+4.628516e+03j            1.314850e+03          
    -1.06106e+01     3.521956e+00-9.703952e-06j   5.592491e+03+4.644909e+03j            1.318848e+03          
    -1.02102e+01     3.523649e+00-9.370521e-06j   5.584800e+03+4.661015e+03j            1.322785e+03          
    -9.80981e+00     3.525277e+00-9.033373e-06j   5.577071e+03+4.676838e+03j            1.326662e+03          
    -9.40941e+00     3.526842e+00-8.692641e-06j   5.569304e+03+4.692385e+03j            1.330482e+03          
    -9.00901e+00     3.528341e+00-8.348460e-06j   5.561501e+03+4.707662e+03j            1.334246e+03          
    -8.60861e+00     3.529776e+00-8.000967e-06j   5.553664e+03+4.722673e+03j            1.337956e+03          
    -8.20821e+00     3.531147e+00-7.650300e-06j   5.545793e+03+4.737425e+03j            1.341614e+03          
    -7.80781e+00     3.532452e+00-7.296598e-06j   5.537890e+03+4.751920e+03j            1.345222e+03          
    -7.40741e+00     3.533693e+00-6.940001e-06j   5.529954e+03+4.766165e+03j            1.348780e+03          
    -7.00701e+00     3.534869e+00-6.580650e-06j   5.521986e+03+4.780164e+03j            1.352292e+03          
    -6.60661e+00     3.535980e+00-6.218688e-06j   5.513988e+03+4.793921e+03j            1.355757e+03          
    -6.20621e+00     3.537026e+00-5.854259e-06j   5.505958e+03+4.807440e+03j            1.359178e+03          
    -5.80581e+00     3.538007e+00-5.487507e-06j   5.497898e+03+4.820726e+03j            1.362557e+03          
    -5.40541e+00     3.538923e+00-5.118578e-06j   5.489808e+03+4.833782e+03j            1.365893e+03          
    -5.00501e+00     3.539773e+00-4.747618e-06j   5.481688e+03+4.846613e+03j            1.369190e+03          
    -4.60460e+00     3.540558e+00-4.374773e-06j   5.473537e+03+4.859221e+03j            1.372447e+03          
    -4.20420e+00     3.541278e+00-4.000193e-06j   5.465356e+03+4.871610e+03j            1.375666e+03          
    -3.80380e+00     3.541933e+00-3.624026e-06j   5.457145e+03+4.883783e+03j            1.378848e+03          
    -3.40340e+00     3.542522e+00-3.246420e-06j   5.448903e+03+4.895744e+03j            1.381995e+03          
    -3.00300e+00     3.543046e+00-2.867527e-06j   5.440631e+03+4.907496e+03j            1.385108e+03          
    -2.60260e+00     3.543504e+00-2.487495e-06j   5.432328e+03+4.919041e+03j            1.388186e+03          
    -2.20220e+00     3.543897e+00-2.106476e-06j   5.423995e+03+4.930383e+03j            1.391233e+03          
    -1.80180e+00     3.544225e+00-1.724622e-06j   5.415630e+03+4.941524e+03j            1.394247e+03          
    -1.40140e+00     3.544487e+00-1.342083e-06j   5.407233e+03+4.952467e+03j            1.397231e+03          
    -1.00100e+00     3.544684e+00-9.590110e-07j   5.398804e+03+4.963214e+03j            1.400186e+03          
    -6.00601e-01     3.544815e+00-5.755589e-07j   5.390344e+03+4.973768e+03j            1.403111e+03          
    -2.00200e-01     3.544880e+00-1.918783e-07j   5.381850e+03+4.984131e+03j            1.406008e+03          
    2.00200e-01      3.544880e+00+1.918783e-07j   5.373324e+03+4.994305e+03j            1.408878e+03          
    6.00601e-01      3.544815e+00+5.755589e-07j   5.364765e+03+5.004293e+03j            1.411722e+03          
    1.00100e+00      3.544684e+00+9.590110e-07j   5.356171e+03+5.014096e+03j            1.414539e+03          
    1.40140e+00      3.544487e+00+1.342083e-06j   5.347544e+03+5.023717e+03j            1.417332e+03          
    1.80180e+00      3.544225e+00+1.724622e-06j   5.338882e+03+5.033158e+03j            1.420100e+03          
    2.20220e+00      3.543897e+00+2.106476e-06j   5.330186e+03+5.042420e+03j            1.422845e+03          
    2.60260e+00      3.543504e+00+2.487495e-06j   5.321454e+03+5.051505e+03j            1.425567e+03          
    3.00300e+00      3.543046e+00+2.867527e-06j   5.312686e+03+5.060416e+03j            1.428266e+03          
    3.40340e+00      3.542522e+00+3.246420e-06j   5.303882e+03+5.069152e+03j            1.430943e+03          
    3.80380e+00      3.541933e+00+3.624026e-06j   5.295042e+03+5.077718e+03j            1.433599e+03          
    4.20420e+00      3.541278e+00+4.000193e-06j   5.286164e+03+5.086112e+03j            1.436235e+03          
    4.60460e+00      3.540558e+00+4.374773e-06j   5.277249e+03+5.094339e+03j            1.438850e+03          
    5.00501e+00      3.539773e+00+4.747618e-06j   5.268297e+03+5.102398e+03j            1.441446e+03          
    5.40541e+00      3.538923e+00+5.118578e-06j   5.259306e+03+5.110291e+03j            1.444022e+03          
    5.80581e+00      3.538007e+00+5.487507e-06j   5.250277e+03+5.118019e+03j            1.446580e+03          
    6.20621e+00      3.537026e+00+5.854259e-06j   5.241209e+03+5.125584e+03j            1.449120e+03          
    6.60661e+00      3.535980e+00+6.218688e-06j   5.232101e+03+5.132988e+03j            1.451642e+03          
    7.00701e+00      3.534869e+00+6.580650e-06j   5.222954e+03+5.140230e+03j            1.454147e+03          
    7.40741e+00      3.533693e+00+6.940001e-06j   5.213766e+03+5.147314e+03j            1.456636e+03          
    7.80781e+00      3.532452e+00+7.296598e-06j   5.204538e+03+5.154238e+03j            1.459107e+03          
    8.20821e+00      3.531147e+00+7.650300e-06j   5.195270e+03+5.161006e+03j            1.461563e+03          
    8.60861e+00      3.529776e+00+8.000967e-06j   5.185960e+03+5.167617e+03j            1.464004e+03          
    9.00901e+00      3.528341e+00+8.348460e-06j   5.176609e+03+5.174073e+03j            1.466429e+03          
    9.40941e+00      3.526842e+00+8.692641e-06j   5.167215e+03+5.180375e+03j            1.468839e+03          
    9.80981e+00      3.525277e+00+9.033373e-06j   5.157780e+03+5.186523e+03j            1.471235e+03          
    1.02102e+01      3.523649e+00+9.370521e-06j   5.148302e+03+5.192519e+03j            1.473616e+03          
    1.06106e+01      3.521956e+00+9.703952e-06j   5.138782e+03+5.198364e+03j            1.475984e+03          
