#       omega                  E                         P                            alpha             
    -1.91592e+02     4.270878e-01+1.158596e-06j   2.469651e+02+2.131556e+02j            4.990893e+02          
    -1.91191e+02     4.308783e-01+8.026844e-07j   2.496827e+02+2.149099e+02j            4.987706e+02          
    -1.90791e+02     4.346944e-01+4.462661e-07j   2.524259e+02+2.166752e+02j            4.984535e+02          
    -1.90390e+02     4.385362e-01+8.948002e-08j   2.551949e+02+2.184515e+02j            4.981379e+02          
    -1.89990e+02     4.424037e-01-2.675343e-07j   2.579898e+02+2.202390e+02j            4.978239e+02          
    -1.89590e+02     4.462972e-01-6.246373e-07j   2.608110e+02+2.220376e+02j            4.975114e+02          
    -1.89189e+02     4.502165e-01-9.816890e-07j   2.636585e+02+2.238473e+02j            4.972005e+02          
    -1.88789e+02     4.541619e-01-1.338550e-06j   2.665326e+02+2.256682e+02j            4.968911e+02          
    -1.88388e+02     4.581333e-01-1.695079e-06j   2.694335e+02+2.275003e+02j            4.965832e+02          
    -1.87988e+02     4.621310e-01-2.051138e-06j   2.723613e+02+2.293437e+02j            4.962769e+02          
    -1.87588e+02     4.661549e-01-2.406586e-06j   2.753163e+02+2.311984e+02j            4.959721e+02          
    -1.87187e+02     4.702052e-01-2.761283e-06j   2.782986e+02+2.330644e+02j            4.956688e+02          
    -1.86787e+02     4.742818e-01-3.115091e-06j   2.813084e+02+2.349417e+02j            4.953669e+02          
    -1.86386e+02     4.783850e-01-3.467870e-06j   2.843460e+02+2.368304e+02j            4.950666e+02          
    -1.85986e+02     4.825147e-01-3.819481e-06j   2.874115e+02+2.387304e+02j            4.947677e+02          
    -1.85586e+02     4.866711e-01-4.169787e-06j   2.905052e+02+2.406419e+02j            4.944703e+02          
    -1.85185e+02     4.908542e-01-4.518648e-06j   2.936271e+02+2.425649e+02j            4.941744e+02          
    -1.84785e+02     4.950641e-01-4.865927e-06j   2.967776e+02+2.444993e+02j            4.938799e+02          
    -1.84384e+02     4.993009e-01-5.211487e-06j   2.999569e+02+2.464452e+02j            4.935868e+02          
    -1.83984e+02     5.035647e-01-5.555193e-06j   3.031651e+02+2.484027e+02j            4.932952e+02          
    -1.83584e+02     5.078554e-01-5.896907e-06j   3.064024e+02+2.503717e+02j            4.930051e+02          
    -1.83183e+02     5.121733e-01-6.236495e-06j   3.096691e+02+2.523524e+02j            4.927163e+02          
    -1.82783e+02     5.165183e-01-6.573823e-06j   3.129653e+02+2.543446e+02j            4.924290e+02          
    -1.82382e+02     5.208905e-01-6.908757e-06j   3.162912e+02+2.563485e+02j            4.921431e+02          
    -1.81982e+02     5.252900e-01-7.241164e-06j   3.196471e+02+2.583640e+02j            4.918586e+02          
    -1.81582e+02     5.297169e-01-7.570913e-06j   3.230332e+02+2.603912e+02j            4.915755e+02          
    -1.81181e+02     5.341712e-01-7.897873e-06j   3.264496e+02+2.624302e+02j            4.912938e+02          
    -1.80781e+02     5.386530e-01-8.221914e-06j   3.298966e+02+2.644809e+02j            4.910135e+02          
    -1.80380e+02     5.431624e-01-8.542907e-06j   3.333744e+02+2.665433e+02j            4.907345e+02          
    -1.79980e+02     5.476994e-01-8.860724e-06j   3.368832e+02+2.686175e+02j            4.904570e+02          
    -1.79580e+02     5.522641e-01-9.175241e-06j   3.404232e+02+2.707036e+02j            4.901808e+02          
    -1.79179e+02     5.568565e-01-9.486330e-06j   3.439946e+02+2.728015e+02j            4.899060e+02          
    -1.78779e+02     5.614767e-01-9.793868e-06j   3.475976e+02+2.749112e+02j            4.896325e+02          
    -1.78378e+02     5.661248e-01-1.009773e-05j   3.512325e+02+2.770328e+02j            4.893604e+02          
    -1.77978e+02     5.708009e-01-1.039780e-05j   3.548994e+02+2.791663e+02j            4.890896e+02          
    -1.77578e+02     5.755049e-01-1.069396e-05j   3.585986e+02+2.813117e+02j            4.888202e+02          
    -1.77177e+02     5.802369e-01-1.098608e-05j   3.623303e+02+2.834691e+02j            4.885521e+02          
    -1.76777e+02     5.849971e-01-1.127405e-05j   3.660946e+02+2.856384e+02j            4.882853e+02          
    -1.76376e+02     5.897854e-01-1.155776e-05j   3.698919e+02+2.878197e+02j            4.880199e+02          
    -1.75976e+02     5.946019e-01-1.183709e-05j   3.737223e+02+2.900131e+02j            4.877558e+02          
    -1.75576e+02     5.994466e-01-1.211193e-05j   3.775860e+02+2.922184e+02j            4.874930e+02          
    -1.75175e+02     6.043196e-01-1.238217e-05j   3.814833e+02+2.944358e+02j            4.872315e+02          
    -1.74775e+02     6.092210e-01-1.264769e-05j   3.854144e+02+2.966652e+02j            4.869714e+02          
    -1.74374e+02     6.141508e-01-1.290841e-05j   3.893795e+02+2.989067e+02j            4.867125e+02          
    -1.73974e+02     6.191091e-01-1.316420e-05j   3.933788e+02+3.011603e+02j            4.864550e+02          
    -1.73574e+02     6.240958e-01-1.341496e-05j   3.974125e+02+3.034261e+02j            4.861988e+02          
    -1.73173e+02     6.291111e-01-1.366060e-05j   4.014809e+02+3.057039e+02j            4.859438e+02          
    -1.72773e+02     6.341549e-01-1.390101e-05j   4.055842e+02+3.079939e+02j            4.856902e+02          
    -1.72372e+02     6.392274e-01-1.413611e-05j   4.097226e+02+3.102961e+02j            4.854378e+02          
    -1.71972e+02     6.443285e-01-1.436578e-05j   4.138963e+02+3.126104e+02j            4.851867e+02          
    -1.71572e+02     6.494584e-01-1.458995e-05j   4.181056e+02+3.149370e+02j            4.849369e+02          
    -1.71171e+02     6.546170e-01-1.480851e-05j   4.223507e+02+3.172757e+02j            4.846884e+02          
    -1.70771e+02     6.598043e-01-1.502138e-05j   4.266317e+02+3.196267e+02j            4.844412e+02          
    -1.70370e+02     6.650205e-01-1.522848e-05j   4.309490e+02+3.219899e+02j            4.841952e+02          
    -1.69970e+02     6.702655e-01-1.542971e-05j   4.353028e+02+3.243653e+02j            4.839506e+02          
    -1.69570e+02     6.755394e-01-1.562500e-05j   4.396932e+02+3.267531e+02j            4.837071e+02          
    -1.69169e+02     6.808422e-01-1.581427e-05j   4.441206e+02+3.291531e+02j            4.834650e+02          
    -1.68769e+02     6.861740e-01-1.599744e-05j   4.485851e+02+3.315654e+02j            4.832241e+02          
    -1.68368e+02     6.915347e-01-1.617443e-05j   4.530869e+02+3.339900e+02j            4.829845e+02          
    -1.67968e+02     6.969244e-01-1.634517e-05j   4.576264e+02+3.364269e+02j            4.827462e+02          
    -1.67568e+02     7.023432e-01-1.650959e-05j   4.622037e+02+3.388761e+02j            4.825091e+02          
    -1.67167e+02     7.077910e-01-1.666762e-05j   4.668191e+02+3.413377e+02j            4.822733e+02          
    -1.66767e+02     7.132678e-01-1.681920e-05j   4.714728e+02+3.438116e+02j            4.820387e+02          
    -1.66366e+02     7.187738e-01-1.696427e-05j   4.761650e+02+3.462979e+02j            4.818055e+02          
    -1.65966e+02     7.243089e-01-1.710276e-05j   4.808959e+02+3.487966e+02j            4.815734e+02          
    -1.65566e+02     7.298731e-01-1.723461e-05j   4.856659e+02+3.513076e+02j            4.813426e+02          
    -1.65165e+02     7.354665e-01-1.735977e-05j   4.904751e+02+3.538310e+02j            4.811131e+02          
    -1.64765e+02     7.410890e-01-1.747820e-05j   4.953237e+02+3.563668e+02j            4.808849e+02          
    -1.64364e+02     7.467407e-01-1.758983e-05j   5.002121e+02+3.589150e+02j            4.806578e+02          
    -1.63964e+02     7.524217e-01-1.769462e-05j   5.051403e+02+3.614756e+02j            4.804321e+02          
    -1.63564e+02     7.581318e-01-1.779252e-05j   5.101088e+02+3.640487e+02j            4.802076e+02          
    -1.63163e+02     7.638711e-01-1.788350e-05j   5.151177e+02+3.666341e+02j            4.799844e+02          
    -1.62763e+02     7.696397e-01-1.796751e-05j   5.201672e+02+3.692320e+02j            4.797624e+02          
    -1.62362e+02     7.754375e-01-1.804452e-05j   5.252576e+02+3.718424e+02j            4.795417e+02          
    -1.61962e+02     7.812645e-01-1.811449e-05j   5.303891e+02+3.744651e+02j            4.793222e+02          
    -1.61562e+02     7.871208e-01-1.817740e-05j   5.355621e+02+3.771004e+02j            4.791040e+02          
    -1.61161e+02     7.930063e-01-1.823321e-05j   5.407766e+02+3.797480e+02j            4.788871e+02          
    -1.60761e+02     7.989211e-01-1.828190e-05j   5.460329e+02+3.824082e+02j            4.786714e+02          
    -1.60360e+02     8.048651e-01-1.832344e-05j   5.513314e+02+3.850808e+02j            4.784570e+02          
    -1.59960e+02     8.108383e-01-1.835781e-05j   5.566721e+02+3.877658e+02j            4.782439e+02          
    -1.59560e+02     8.168408e-01-1.838501e-05j   5.620555e+02+3.904634e+02j            4.780320e+02          
    -1.59159e+02     8.228725e-01-1.840501e-05j   5.674817e+02+3.931734e+02j            4.778214e+02          
    -1.58759e+02     8.289334e-01-1.841780e-05j   5.729509e+02+3.958958e+02j            4.776120e+02          
    -1.58358e+02     8.350235e-01-1.842337e-05j   5.784634e+02+3.986308e+02j            4.774040e+02          
    -1.57958e+02     8.411429e-01-1.842173e-05j   5.840195e+02+4.013782e+02j            4.771972e+02          
    -1.57558e+02     8.472914e-01-1.841285e-05j   5.896194e+02+4.041381e+02j            4.769917e+02          
    -1.57157e+02     8.534691e-01-1.839675e-05j   5.952633e+02+4.069105e+02j            4.767875e+02          
    -1.56757e+02     8.596759e-01-1.837343e-05j   6.009515e+02+4.096954e+02j            4.765845e+02          
    -1.56356e+02     8.659119e-01-1.834289e-05j   6.066842e+02+4.124927e+02j            4.763829e+02          
    -1.55956e+02     8.721770e-01-1.830514e-05j   6.124617e+02+4.153026e+02j            4.761825e+02          
    -1.55556e+02     8.784712e-01-1.826019e-05j   6.182843e+02+4.181249e+02j            4.759834e+02          
    -1.55155e+02     8.847945e-01-1.820806e-05j   6.241521e+02+4.209597e+02j            4.757857e+02          
    -1.54755e+02     8.911468e-01-1.814876e-05j   6.300654e+02+4.238070e+02j            4.755892e+02          
    -1.54354e+02     8.975281e-01-1.808231e-05j   6.360245e+02+4.266667e+02j            4.753941e+02          
    -1.53954e+02     9.039384e-01-1.800874e-05j   6.420297e+02+4.295390e+02j            4.752002e+02          
    -1.53554e+02     9.103777e-01-1.792807e-05j   6.480811e+02+4.324237e+02j            4.750077e+02          
    -1.53153e+02     9.168460e-01-1.784032e-05j   6.541790e+02+4.353209e+02j            4.748165e+02          
    -1.52753e+02     9.233431e-01-1.774554e-05j   6.603237e+02+4.382305e+02j            4.746266e+02          
    -1.52352e+02     9.298690e-01-1.764375e-05j   6.665155e+02+4.411526e+02j            4.744381e+02          
    -1.51952e+02     9.364238e-01-1.753499e-05j   6.727545e+02+4.440872e+02j            4.742509e+02          
    -1.51552e+02     9.430074e-01-1.741930e-05j   6.790410e+02+4.470343e+02j            4.740650e+02          
    -1.51151e+02     9.496197e-01-1.729672e-05j   6.853753e+02+4.499938e+02j            4.738805e+02          
    -1.50751e+02     9.562607e-01-1.716729e-05j   6.917577e+02+4.529657e+02j            4.736973e+02          
    -1.50350e+02     9.629303e-01-1.703107e-05j   6.981884e+02+4.559501e+02j            4.735155e+02          
    -1.49950e+02     9.696286e-01-1.688811e-05j   7.046676e+02+4.589470e+02j            4.733351e+02          
    -1.49550e+02     9.763554e-01-1.673845e-05j   7.111956e+02+4.619563e+02j            4.731560e+02          
    -1.49149e+02     9.831107e-01-1.658215e-05j   7.177726e+02+4.649780e+02j            4.729784e+02          
    -1.48749e+02     9.898944e-01-1.641927e-05j   7.243990e+02+4.680121e+02j            4.728021e+02          
    -1.48348e+02     9.967066e-01-1.624988e-05j   7.310750e+02+4.710587e+02j            4.726272e+02          
    -1.47948e+02     1.003547e+00-1.607403e-05j   7.378008e+02+4.741177e+02j            4.724537e+02          
    -1.47548e+02     1.010416e+00-1.589179e-05j   7.445766e+02+4.771891e+02j            4.722817e+02          
    -1.47147e+02     1.017313e+00-1.570323e-05j   7.514028e+02+4.802729e+02j            4.721110e+02          
    -1.46747e+02     1.024238e+00-1.550842e-05j   7.582796e+02+4.833692e+02j            4.719418e+02          
    -1.46346e+02     1.031191e+00-1.530744e-05j   7.652073e+02+4.864778e+02j            4.717740e+02          
    -1.45946e+02     1.038172e+00-1.510035e-05j   7.721861e+02+4.895988e+02j            4.716077e+02          
    -1.45546e+02     1.045181e+00-1.488725e-05j   7.792162e+02+4.927322e+02j            4.714428e+02          
    -1.45145e+02     1.052218e+00-1.466821e-05j   7.862980e+02+4.958779e+02j            4.712794e+02          
    -1.44745e+02     1.059283e+00-1.444331e-05j   7.934317e+02+4.990360e+02j            4.711174e+02          
    -1.44344e+02     1.066376e+00-1.421264e-05j   8.006176e+02+5.022065e+02j            4.709570e+02          
    -1.43944e+02     1.073496e+00-1.397629e-05j   8.078558e+02+5.053894e+02j            4.707980e+02          
    -1.43544e+02     1.080644e+00-1.373434e-05j   8.151468e+02+5.085845e+02j            4.706406e+02          
    -1.43143e+02     1.087819e+00-1.348690e-05j   8.224907e+02+5.117921e+02j            4.704847e+02          
    -1.42743e+02     1.095022e+00-1.323405e-05j   8.298878e+02+5.150119e+02j            4.703303e+02          
    -1.42342e+02     1.102252e+00-1.297589e-05j   8.373384e+02+5.182441e+02j            4.701774e+02          
    -1.41942e+02     1.109509e+00-1.271253e-05j   8.448427e+02+5.214886e+02j            4.700261e+02          
    -1.41542e+02     1.116794e+00-1.244406e-05j   8.524010e+02+5.247454e+02j            4.698764e+02          
    -1.41141e+02     1.124105e+00-1.217058e-05j   8.600135e+02+5.280145e+02j            4.697282e+02          
    -1.40741e+02     1.131443e+00-1.189221e-05j   8.676806e+02+5.312959e+02j            4.695816e+02          
    -1.40340e+02     1.138809e+00-1.160904e-05j   8.754025e+02+5.345896e+02j            4.694367e+02          
    -1.39940e+02     1.146201e+00-1.132120e-05j   8.831795e+02+5.378956e+02j            4.692933e+02          
    -1.39540e+02     1.153619e+00-1.102878e-05j   8.910118e+02+5.412139e+02j            4.691516e+02          
    -1.39139e+02     1.161065e+00-1.073190e-05j   8.988996e+02+5.445444e+02j            4.690115e+02          
    -1.38739e+02     1.168536e+00-1.043069e-05j   9.068433e+02+5.478871e+02j            4.688731e+02          
    -1.38338e+02     1.176034e+00-1.012524e-05j   9.148432e+02+5.512422e+02j            4.687363e+02          
    -1.37938e+02     1.183559e+00-9.815691e-06j   9.228994e+02+5.546095e+02j            4.686012e+02          
    -1.37538e+02     1.191109e+00-9.502153e-06j   9.310124e+02+5.579890e+02j            4.684679e+02          
    -1.37137e+02     1.198686e+00-9.184748e-06j   9.391822e+02+5.613807e+02j            4.683362e+02          
    -1.36737e+02     1.206288e+00-8.863602e-06j   9.474093e+02+5.647847e+02j            4.682063e+02          
    -1.36336e+02     1.213916e+00-8.538837e-06j   9.556938e+02+5.682009e+02j            4.680782e+02          
    -1.35936e+02     1.221570e+00-8.210581e-06j   9.640360e+02+5.716294e+02j            4.679518e+02          
    -1.35536e+02     1.229249e+00-7.878962e-06j   9.724363e+02+5.750700e+02j            4.678272e+02          
    -1.35135e+02     1.236954e+00-7.544108e-06j   9.808949e+02+5.785228e+02j            4.677044e+02          
    -1.34735e+02     1.244684e+00-7.206151e-06j   9.894120e+02+5.819879e+02j            4.675834e+02          
    -1.34334e+02     1.252439e+00-6.865221e-06j   9.979880e+02+5.854651e+02j            4.674643e+02          
    -1.33934e+02     1.260220e+00-6.521452e-06j   1.006623e+03+5.889546e+02j            4.673470e+02          
    -1.33534e+02     1.268025e+00-6.174979e-06j   1.015317e+03+5.924562e+02j            4.672316e+02          
    -1.33133e+02     1.275855e+00-5.825936e-06j   1.024072e+03+5.959700e+02j            4.671181e+02          
    -1.32733e+02     1.283709e+00-5.474460e-06j   1.032886e+03+5.994960e+02j            4.670065e+02          
    -1.32332e+02     1.291588e+00-5.120689e-06j   1.041760e+03+6.030342e+02j            4.668968e+02          
    -1.31932e+02     1.299491e+00-4.764760e-06j   1.050694e+03+6.065846e+02j            4.667891e+02          
    -1.31532e+02     1.307419e+00-4.406814e-06j   1.059690e+03+6.101472e+02j            4.666834e+02          
    -1.31131e+02     1.315371e+00-4.046990e-06j   1.068746e+03+6.137219e+02j            4.665797e+02          
    -1.30731e+02     1.323346e+00-3.685429e-06j   1.077864e+03+6.173088e+02j            4.664780e+02          
    -1.30330e+02     1.331345e+00-3.322274e-06j   1.087044e+03+6.209079e+02j            4.663783e+02          
    -1.29930e+02     1.339368e+00-2.957667e-06j   1.096285e+03+6.245192e+02j            4.662808e+02          
    -1.29530e+02     1.347415e+00-2.591751e-06j   1.105588e+03+6.281427e+02j            4.661853e+02          
    -1.29129e+02     1.355484e+00-2.224669e-06j   1.114954e+03+6.317784e+02j            4.660919e+02          
    -1.28729e+02     1.363577e+00-1.856566e-06j   1.124382e+03+6.354262e+02j            4.660007e+02          
    -1.28328e+02     1.371693e+00-1.487587e-06j   1.133874e+03+6.390863e+02j            4.659116e+02          
    -1.27928e+02     1.379831e+00-1.117876e-06j   1.143429e+03+6.427586e+02j            4.658248e+02          
    -1.27528e+02     1.387992e+00-7.475797e-07j   1.153047e+03+6.464430e+02j            4.657401e+02          
    -1.27127e+02     1.396176e+00-3.768433e-07j   1.162729e+03+6.501397e+02j            4.656578e+02          
    -1.26727e+02     1.404382e+00-5.812976e-09j   1.172475e+03+6.538487e+02j            4.655776e+02          
    -1.26326e+02     1.412610e+00+3.653651e-07j   1.182286e+03+6.575698e+02j            4.654998e+02          
    -1.25926e+02     1.420860e+00+7.365447e-07j   1.192161e+03+6.613032e+02j            4.654243e+02          
    -1.25526e+02     1.429131e+00+1.107579e-06j   1.202102e+03+6.650489e+02j            4.653512e+02          
    -1.25125e+02     1.437425e+00+1.478322e-06j   1.212107e+03+6.688068e+02j            4.652805e+02          
    -1.24725e+02     1.445739e+00+1.848628e-06j   1.222178e+03+6.725771e+02j            4.652121e+02          
    -1.24324e+02     1.454075e+00+2.218349e-06j   1.232315e+03+6.763596e+02j            4.651463e+02          
    -1.23924e+02     1.462432e+00+2.587340e-06j   1.242518e+03+6.801544e+02j            4.650829e+02          
    -1.23524e+02     1.470810e+00+2.955455e-06j   1.252788e+03+6.839616e+02j            4.650220e+02          
    -1.23123e+02     1.479209e+00+3.322549e-06j   1.263124e+03+6.877811e+02j            4.649637e+02          
    -1.22723e+02     1.487627e+00+3.688476e-06j   1.273527e+03+6.916130e+02j            4.649080e+02          
    -1.22322e+02     1.496067e+00+4.053091e-06j   1.283998e+03+6.954573e+02j            4.648548e+02          
    -1.21922e+02     1.504526e+00+4.416249e-06j   1.294536e+03+6.993140e+02j            4.648044e+02          
    -1.21522e+02     1.513005e+00+4.777808e-06j   1.305141e+03+7.031832e+02j            4.647566e+02          
    -1.21121e+02     1.521504e+00+5.137624e-06j   1.315816e+03+7.070648e+02j            4.647115e+02          
    -1.20721e+02     1.530022e+00+5.495553e-06j   1.326558e+03+7.109589e+02j            4.646692e+02          
    -1.20320e+02     1.538560e+00+5.851454e-06j   1.337369e+03+7.148656e+02j            4.646297e+02          
    -1.19920e+02     1.547116e+00+6.205186e-06j   1.348250e+03+7.187848e+02j            4.645930e+02          
    -1.19520e+02     1.555692e+00+6.556608e-06j   1.359199e+03+7.227166e+02j            4.645592e+02          
    -1.19119e+02     1.564286e+00+6.905580e-06j   1.370219e+03+7.266610e+02j            4.645284e+02          
    -1.18719e+02     1.572898e+00+7.251964e-06j   1.381308e+03+7.306182e+02j            4.645004e+02          
    -1.18318e+02     1.581529e+00+7.595622e-06j   1.392467e+03+7.345880e+02j            4.644755e+02          
    -1.17918e+02     1.590177e+00+7.936418e-06j   1.403698e+03+7.385705e+02j            4.644536e+02          
    -1.17518e+02     1.598843e+00+8.274215e-06j   1.414999e+03+7.425659e+02j            4.644348e+02          
    -1.17117e+02     1.607527e+00+8.608879e-06j   1.426371e+03+7.465741e+02j            4.644192e+02          
    -1.16717e+02     1.616228e+00+8.940276e-06j   1.437814e+03+7.505952e+02j            4.644067e+02          
    -1.16316e+02     1.624946e+00+9.268275e-06j   1.449330e+03+7.546292e+02j            4.643974e+02          
    -1.15916e+02     1.633681e+00+9.592745e-06j   1.460917e+03+7.586762e+02j            4.643914e+02          
    -1.15516e+02     1.642433e+00+9.913557e-06j   1.472577e+03+7.627363e+02j            4.643887e+02          
    -1.15115e+02     1.651201e+00+1.023058e-05j   1.484310e+03+7.668095e+02j            4.643894e+02          
    -1.14715e+02     1.659985e+00+1.054369e-05j   1.496115e+03+7.708958e+02j            4.643935e+02          
    -1.14314e+02     1.668785e+00+1.085276e-05j   1.507994e+03+7.749954e+02j            4.644011e+02          
    -1.13914e+02     1.677601e+00+1.115767e-05j   1.519947e+03+7.791083e+02j            4.644122e+02          
    -1.13514e+02     1.686432e+00+1.145830e-05j   1.531973e+03+7.832345e+02j            4.644269e+02          
    -1.13113e+02     1.695278e+00+1.175452e-05j   1.544074e+03+7.873743e+02j            4.644451e+02          
    -1.12713e+02     1.704139e+00+1.204622e-05j   1.556249e+03+7.915275e+02j            4.644671e+02          
    -1.12312e+02     1.713015e+00+1.233327e-05j   1.568500e+03+7.956943e+02j            4.644928e+02          
    -1.11912e+02     1.721905e+00+1.261558e-05j   1.580825e+03+7.998748e+02j            4.645224e+02          
    -1.11512e+02     1.730809e+00+1.289301e-05j   1.593226e+03+8.040691e+02j            4.645557e+02          
    -1.11111e+02     1.739727e+00+1.316546e-05j   1.605704e+03+8.082772e+02j            4.645930e+02          
    -1.10711e+02     1.748659e+00+1.343282e-05j   1.618257e+03+8.124993e+02j            4.646343e+02          
    -1.10310e+02     1.757604e+00+1.369499e-05j   1.630887e+03+8.167354e+02j            4.646796e+02          
    -1.09910e+02     1.766562e+00+1.395185e-05j   1.643593e+03+8.209857e+02j            4.647291e+02          
    -1.09510e+02     1.775533e+00+1.420331e-05j   1.656377e+03+8.252503e+02j            4.647827e+02          
    -1.09109e+02     1.784517e+00+1.444926e-05j   1.669239e+03+8.295292e+02j            4.648405e+02          
    -1.08709e+02     1.793513e+00+1.468960e-05j   1.682178e+03+8.338226e+02j            4.649027e+02          
    -1.08308e+02     1.802521e+00+1.492424e-05j   1.695195e+03+8.381306e+02j            4.649692e+02          
    -1.07908e+02     1.811540e+00+1.515308e-05j   1.708292e+03+8.424533e+02j            4.650402e+02          
    -1.07508e+02     1.820572e+00+1.537603e-05j   1.721467e+03+8.467909e+02j            4.651157e+02          
    -1.07107e+02     1.829614e+00+1.559300e-05j   1.734721e+03+8.511435e+02j            4.651958e+02          
    -1.06707e+02     1.838667e+00+1.580389e-05j   1.748055e+03+8.555111e+02j            4.652805e+02          
    -1.06306e+02     1.847731e+00+1.600864e-05j   1.761468e+03+8.598941e+02j            4.653700e+02          
    -1.05906e+02     1.856806e+00+1.620714e-05j   1.774962e+03+8.642924e+02j            4.654644e+02          
    -1.05506e+02     1.865890e+00+1.639933e-05j   1.788537e+03+8.687063e+02j            4.655637e+02          
    -1.05105e+02     1.874984e+00+1.658512e-05j   1.802193e+03+8.731359e+02j            4.656679e+02          
    -1.04705e+02     1.884088e+00+1.676443e-05j   1.815930e+03+8.775814e+02j            4.657772e+02          
    -1.04304e+02     1.893201e+00+1.693720e-05j   1.829749e+03+8.820429e+02j            4.658917e+02          
    -1.03904e+02     1.902322e+00+1.710336e-05j   1.843649e+03+8.865206e+02j            4.660115e+02          
    -1.03504e+02     1.911453e+00+1.726283e-05j   1.857633e+03+8.910148e+02j            4.661365e+02          
    -1.03103e+02     1.920592e+00+1.741555e-05j   1.871699e+03+8.955255e+02j            4.662670e+02          
    -1.02703e+02     1.929738e+00+1.756145e-05j   1.885848e+03+9.000531e+02j            4.664031e+02          
    -1.02302e+02     1.938893e+00+1.770049e-05j   1.900080e+03+9.045976e+02j            4.665447e+02          
    -1.01902e+02     1.948055e+00+1.783259e-05j   1.914397e+03+9.091593e+02j            4.666921e+02          
    -1.01502e+02     1.957224e+00+1.795771e-05j   1.928798e+03+9.137384e+02j            4.668453e+02          
    -1.01101e+02     1.966399e+00+1.807579e-05j   1.943284e+03+9.183351e+02j            4.670044e+02          
    -1.00701e+02     1.975582e+00+1.818679e-05j   1.957854e+03+9.229497e+02j            4.671696e+02          
    -1.00300e+02     1.984770e+00+1.829065e-05j   1.972510e+03+9.275823e+02j            4.673409e+02          
    -9.98999e+01     1.993964e+00+1.838734e-05j   1.987252e+03+9.322333e+02j            4.675184e+02          
    -9.94995e+01     2.003164e+00+1.847681e-05j   2.002080e+03+9.369029e+02j            4.677023e+02          
    -9.90991e+01     2.012369e+00+1.855902e-05j   2.016995e+03+9.415914e+02j            4.678926e+02          
    -9.86987e+01     2.021579e+00+1.863395e-05j   2.031997e+03+9.462989e+02j            4.680895e+02          
    -9.82983e+01     2.030794e+00+1.870156e-05j   2.047086e+03+9.510258e+02j            4.682932e+02          
    -9.78979e+01     2.040013e+00+1.876181e-05j   2.062263e+03+9.557724e+02j            4.685036e+02          
    -9.74975e+01     2.049236e+00+1.881469e-05j   2.077528e+03+9.605390e+02j            4.687210e+02          
    -9.70971e+01     2.058463e+00+1.886017e-05j   2.092882e+03+9.653259e+02j            4.689455e+02          
    -9.66967e+01     2.067692e+00+1.889822e-05j   2.108324e+03+9.701334e+02j            4.691772e+02          
    -9.62963e+01     2.076925e+00+1.892884e-05j   2.123857e+03+9.749617e+02j            4.694162e+02          
    -9.58959e+01     2.086161e+00+1.895201e-05j   2.139479e+03+9.798114e+02j            4.696627e+02          
    -9.54955e+01     2.095399e+00+1.896771e-05j   2.155191e+03+9.846826e+02j            4.699168e+02          
    -9.50951e+01     2.104638e+00+1.897593e-05j   2.170994e+03+9.895758e+02j            4.701787e+02          
