#       omega                  E                         P                            alpha             
    -9.46947e+01     1.056940e-02+9.488341e-08j   1.117505e+01+3.582624e+00j            3.389524e+02          
    -9.42943e+01     1.061561e-02+9.484974e-08j   1.125402e+01+3.591275e+00j            3.382917e+02          
    -9.38939e+01     1.066183e-02+9.477866e-08j   1.133685e+01+3.597727e+00j            3.374303e+02          
    -9.34935e+01     1.070806e-02+9.467019e-08j   1.142419e+01+3.604259e+00j            3.365838e+02          
    -9.30931e+01     1.075428e-02+9.452436e-08j   1.151530e+01+3.613141e+00j            3.359630e+02          
    -9.26927e+01     1.080050e-02+9.434121e-08j   1.160826e+01+3.625816e+00j            3.356987e+02          
    -9.22923e+01     1.084673e-02+9.412081e-08j   1.170067e+01+3.642371e+00j            3.357944e+02          
    -9.18919e+01     1.089294e-02+9.386322e-08j   1.179047e+01+3.661490e+00j            3.361248e+02          
    -9.14915e+01     1.093916e-02+9.356855e-08j   1.187674e+01+3.680912e+00j            3.364802e+02          
    -9.10911e+01     1.098536e-02+9.323689e-08j   1.196001e+01+3.698233e+00j            3.366417e+02          
    -9.06907e+01     1.103156e-02+9.286836e-08j   1.204210e+01+3.711770e+00j            3.364591e+02          
    -9.02903e+01     1.107775e-02+9.246310e-08j   1.212548e+01+3.721177e+00j            3.359055e+02          
    -8.98899e+01     1.112392e-02+9.202126e-08j   1.221238e+01+3.727582e+00j            3.350870e+02          
    -8.94895e+01     1.117008e-02+9.154300e-08j   1.230402e+01+3.733202e+00j            3.342054e+02          
    -8.90891e+01     1.121623e-02+9.102850e-08j   1.240011e+01+3.740555e+00j            3.334860e+02          
    -8.86887e+01     1.126235e-02+9.047794e-08j   1.249898e+01+3.751559e+00j            3.330972e+02          
    -8.82883e+01     1.130846e-02+8.989154e-08j   1.259814e+01+3.766833e+00j            3.330898e+02          
    -8.78879e+01     1.135455e-02+8.926952e-08j   1.269519e+01+3.785458e+00j            3.333782e+02          
    -8.74875e+01     1.140061e-02+8.861211e-08j   1.278866e+01+3.805292e+00j            3.337710e+02          
    -8.70871e+01     1.144665e-02+8.791957e-08j   1.287858e+01+3.823722e+00j            3.340386e+02          
    -8.66867e+01     1.149266e-02+8.719215e-08j   1.296648e+01+3.838600e+00j            3.339959e+02          
    -8.62863e+01     1.153864e-02+8.643013e-08j   1.305484e+01+3.849027e+00j            3.335686e+02          
    -8.58859e+01     1.158460e-02+8.563380e-08j   1.314626e+01+3.855686e+00j            3.328203e+02          
    -8.54855e+01     1.163052e-02+8.480348e-08j   1.324245e+01+3.860623e+00j            3.319307e+02          
    -8.50851e+01     1.167641e-02+8.393947e-08j   1.334370e+01+3.866520e+00j            3.311313e+02          
    -8.46847e+01     1.172226e-02+8.304211e-08j   1.344867e+01+3.875744e+00j            3.306230e+02          
    -8.42843e+01     1.176807e-02+8.211174e-08j   1.355491e+01+3.889486e+00j            3.305037e+02          
    -8.38839e+01     1.181385e-02+8.114872e-08j   1.365971e+01+3.907320e+00j            3.307327e+02          
    -8.34835e+01     1.185958e-02+8.015343e-08j   1.376109e+01+3.927332e+00j            3.311448e+02          
    -8.30831e+01     1.190527e-02+7.912625e-08j   1.385849e+01+3.946792e+00j            3.315086e+02          
    -8.26827e+01     1.195092e-02+7.806757e-08j   1.395304e+01+3.963128e+00j            3.316094e+02          
    -8.22823e+01     1.199652e-02+7.697781e-08j   1.404713e+01+3.974853e+00j            3.313264e+02          
    -8.18819e+01     1.204207e-02+7.585739e-08j   1.414362e+01+3.982116e+00j            3.306763e+02          
    -8.14815e+01     1.208757e-02+7.470673e-08j   1.424478e+01+3.986672e+00j            3.298086e+02          
    -8.10811e+01     1.213302e-02+7.352630e-08j   1.435146e+01+3.991270e+00j            3.289523e+02          
    -8.06807e+01     1.217841e-02+7.231655e-08j   1.446280e+01+3.998679e+00j            3.283346e+02          
    -8.02803e+01     1.222375e-02+7.107794e-08j   1.457651e+01+4.010685e+00j            3.280991e+02          
    -7.98799e+01     1.226903e-02+6.981096e-08j   1.468965e+01+4.027442e+00j            3.282541e+02          
    -7.94795e+01     1.231424e-02+6.851611e-08j   1.479973e+01+4.047385e+00j            3.286684e+02          
    -7.90791e+01     1.235940e-02+6.719389e-08j   1.490555e+01+4.067778e+00j            3.291176e+02          
    -7.86787e+01     1.240449e-02+6.584481e-08j   1.500775e+01+4.085677e+00j            3.293643e+02          
    -7.82783e+01     1.244952e-02+6.446940e-08j   1.510850e+01+4.098996e+00j            3.292430e+02          
    -7.78779e+01     1.249448e-02+6.306820e-08j   1.521083e+01+4.107265e+00j            3.287201e+02          
    -7.74775e+01     1.253937e-02+6.164176e-08j   1.531750e+01+4.111828e+00j            3.279073e+02          
    -7.70771e+01     1.258419e-02+6.019064e-08j   1.543004e+01+4.115383e+00j            3.270221e+02          
    -7.66767e+01     1.262894e-02+5.871539e-08j   1.554816e+01+4.121031e+00j            3.263108e+02          
    -7.62763e+01     1.267361e-02+5.721660e-08j   1.566982e+01+4.131164e+00j            3.259603e+02          
    -7.58759e+01     1.271820e-02+5.569486e-08j   1.579198e+01+4.146591e+00j            3.260305e+02          
    -7.54755e+01     1.276272e-02+5.415077e-08j   1.591167e+01+4.166224e+00j            3.264318e+02          
    -7.50751e+01     1.280715e-02+5.258492e-08j   1.602703e+01+4.187441e+00j            3.269561e+02          
    -7.46747e+01     1.285150e-02+5.099794e-08j   1.613807e+01+4.207011e+00j            3.273507e+02          
    -7.42743e+01     1.289577e-02+4.939044e-08j   1.624664e+01+4.222249e+00j            3.274087e+02          
    -7.38739e+01     1.293995e-02+4.776305e-08j   1.635581e+01+4.231993e+00j            3.270441e+02          
    -7.34735e+01     1.298404e-02+4.611643e-08j   1.646881e+01+4.237051e+00j            3.263232e+02          
    -7.30731e+01     1.302804e-02+4.445121e-08j   1.658784e+01+4.239937e+00j            3.254428e+02          
    -7.26727e+01     1.307194e-02+4.276804e-08j   1.671329e+01+4.243998e+00j            3.246605e+02          
    -7.22723e+01     1.311576e-02+4.106760e-08j   1.684355e+01+4.252213e+00j            3.242024e+02          
    -7.18719e+01     1.315947e-02+3.935054e-08j   1.697558e+01+4.266118e+00j            3.241822e+02          
    -7.14715e+01     1.320309e-02+3.761755e-08j   1.710597e+01+4.285227e+00j            3.245588e+02          
    -7.10711e+01     1.324661e-02+3.586930e-08j   1.723221e+01+4.307177e+00j            3.251497e+02          
    -7.06707e+01     1.329002e-02+3.410649e-08j   1.735356e+01+4.328546e+00j            3.256956e+02          
    -7.02703e+01     1.333333e-02+3.232981e-08j   1.747140e+01+4.346077e+00j            3.259526e+02          
    -6.98699e+01     1.337654e-02+3.053996e-08j   1.758873e+01+4.357854e+00j            3.257804e+02          
    -6.94695e+01     1.341963e-02+2.873765e-08j   1.770918e+01+4.364022e+00j            3.251940e+02          
    -6.90691e+01     1.346262e-02+2.692358e-08j   1.783563e+01+4.366765e+00j            3.243596e+02          
    -6.86687e+01     1.350549e-02+2.509848e-08j   1.796925e+01+4.369561e+00j            3.235370e+02          
    -6.82683e+01     1.354826e-02+2.326306e-08j   1.810899e+01+4.375944e+00j            3.229872e+02          
    -6.78679e+01     1.359090e-02+2.141805e-08j   1.825196e+01+4.388233e+00j            3.228781e+02          
    -6.74675e+01     1.363343e-02+1.956417e-08j   1.839443e+01+4.406674e+00j            3.232237e+02          
    -6.70671e+01     1.367583e-02+1.770216e-08j   1.853318e+01+4.429313e+00j            3.238771e+02          
    -6.66667e+01     1.371812e-02+1.583275e-08j   1.866667e+01+4.452667e+00j            3.245814e+02          
    -6.62663e+01     1.376028e-02+1.395669e-08j   1.879565e+01+4.472954e+00j            3.250613e+02          
    -6.58659e+01     1.380232e-02+1.207471e-08j   1.892290e+01+4.487456e+00j            3.251222e+02          
    -6.54655e+01     1.384422e-02+1.018756e-08j   1.905233e+01+4.495523e+00j            3.247209e+02          
    -6.50651e+01     1.388600e-02+8.295985e-09j   1.918753e+01+4.498850e+00j            3.239837e+02          
    -6.46647e+01     1.392765e-02+6.400733e-09j   1.933053e+01+4.500910e+00j            3.231630e+02          
    -6.42643e+01     1.396917e-02+4.502554e-09j   1.948101e+01+4.505734e+00j            3.225481e+02          
    -6.38639e+01     1.401054e-02+2.602201e-09j   1.963638e+01+4.516468e+00j            3.223618e+02          
    -6.34635e+01     1.405179e-02+7.004244e-10j   1.979271e+01+4.534219e+00j            3.226791e+02          
    -6.30631e+01     1.409289e-02-1.202021e-09j   1.994608e+01+4.557617e+00j            3.233985e+02          
    -6.26627e+01     1.413385e-02-3.104383e-09j   2.009407e+01+4.583266e+00j            3.242762e+02          
    -6.22623e+01     1.417467e-02-5.005907e-09j   2.023662e+01+4.606930e+00j            3.250120e+02          
    -6.18619e+01     1.421534e-02-6.905839e-09j   2.037615e+01+4.625054e+00j            3.253572e+02          
    -6.14615e+01     1.425587e-02-8.803426e-09j   2.051670e+01+4.636067e+00j            3.252050e+02          
    -6.10611e+01     1.429625e-02-1.069792e-08j   2.066258e+01+4.640994e+00j            3.246313e+02          
    -6.06607e+01     1.433647e-02-1.258856e-08j   2.081676e+01+4.643143e+00j            3.238706e+02          
    -6.02603e+01     1.437655e-02-1.447460e-08j   2.097979e+01+4.646961e+00j            3.232335e+02          
    -5.98599e+01     1.441647e-02-1.635530e-08j   2.114962e+01+4.656450e+00j            3.229969e+02          
    -5.94595e+01     1.445623e-02-1.822990e-08j   2.132220e+01+4.673714e+00j            3.233029e+02          
    -5.90591e+01     1.449584e-02-2.009766e-08j   2.149299e+01+4.698158e+00j            3.241060e+02          
    -5.86587e+01     1.453528e-02-2.195785e-08j   2.165860e+01+4.726648e+00j            3.251868e+02          
    -5.82583e+01     1.457456e-02-2.380972e-08j   2.181800e+01+4.754596e+00j            3.262281e+02          
    -5.78579e+01     1.461368e-02-2.565253e-08j   2.197302e+01+4.777590e+00j            3.269285e+02          
    -5.74575e+01     1.465263e-02-2.748556e-08j   2.212776e+01+4.793004e+00j            3.271115e+02          
    -5.70571e+01     1.469142e-02-2.930807e-08j   2.228712e+01+4.800994e+00j            3.267920e+02          
    -5.66567e+01     1.473004e-02-3.111934e-08j   2.245513e+01+4.804517e+00j            3.261747e+02          
    -5.62563e+01     1.476848e-02-3.291866e-08j   2.263344e+01+4.808326e+00j            3.255837e+02          
    -5.58559e+01     1.480675e-02-3.470530e-08j   2.282067e+01+4.817299e+00j            3.253484e+02          
    -5.54555e+01     1.484484e-02-3.647855e-08j   2.301291e+01+4.834680e+00j            3.256845e+02          
    -5.50551e+01     1.488276e-02-3.823771e-08j   2.320504e+01+4.860865e+00j            3.266144e+02          
    -5.46547e+01     1.492050e-02-3.998209e-08j   2.339258e+01+4.893201e+00j            3.279557e+02          
    -5.42543e+01     1.495806e-02-4.171097e-08j   2.357338e+01+4.926871e+00j            3.293834e+02          
    -5.38539e+01     1.499544e-02-4.342369e-08j   2.374848e+01+4.956603e+00j            3.305454e+02          
    -5.34535e+01     1.503263e-02-4.511954e-08j   2.392179e+01+4.978572e+00j            3.311893e+02          
    -5.30531e+01     1.506963e-02-4.679787e-08j   2.409883e+01+4.991845e+00j            3.312569e+02          
    -5.26527e+01     1.510645e-02-4.845800e-08j   2.428473e+01+4.998797e+00j            3.309100e+02          
    -5.22523e+01     1.514307e-02-5.009926e-08j   2.448244e+01+5.004356e+00j            3.304770e+02          
    -5.18519e+01     1.517951e-02-5.172101e-08j   2.469158e+01+5.014288e+00j            3.303383e+02          
    -5.14515e+01     1.521575e-02-5.332260e-08j   2.490853e+01+5.033140e+00j            3.307906e+02          
    -5.10511e+01     1.525179e-02-5.490339e-08j   2.512767e+01+5.062562e+00j            3.319382e+02          
    -5.06507e+01     1.528764e-02-5.646275e-08j   2.534343e+01+5.100641e+00j            3.336508e+02          
    -5.02503e+01     1.532329e-02-5.800005e-08j   2.555229e+01+5.142502e+00j            3.356067e+02          
    -4.98498e+01     1.535874e-02-5.951469e-08j   2.575420e+01+5.182016e+00j            3.374050e+02          
    -4.94494e+01     1.539399e-02-6.100605e-08j   2.595271e+01+5.214002e+00j            3.387105e+02          
    -4.90490e+01     1.542903e-02-6.247355e-08j   2.615385e+01+5.236163e+00j            3.393778e+02          
    -4.86486e+01     1.546386e-02-6.391660e-08j   2.636400e+01+5.250026e+00j            3.395100e+02          
    -4.82482e+01     1.549849e-02-6.533461e-08j   2.658767e+01+5.260528e+00j            3.394292e+02          
    -4.78478e+01     1.553291e-02-6.672703e-08j   2.682580e+01+5.274343e+00j            3.395668e+02          
    -4.74474e+01     1.556711e-02-6.809330e-08j   2.707534e+01+5.297533e+00j            3.403105e+02          
    -4.70470e+01     1.560111e-02-6.943288e-08j   2.733034e+01+5.333336e+00j            3.418641e+02          
    -4.66466e+01     1.563488e-02-7.074521e-08j   2.758397e+01+5.380921e+00j            3.441692e+02          
    -4.62462e+01     1.566845e-02-7.202979e-08j   2.783112e+01+5.435580e+00j            3.469207e+02          
    -4.58458e+01     1.570179e-02-7.328610e-08j   2.807033e+01+5.490341e+00j            3.496717e+02          
    -4.54454e+01     1.573491e-02-7.451363e-08j   2.830452e+01+5.538466e+00j            3.519943e+02          
    -4.50450e+01     1.576782e-02-7.571189e-08j   2.854013e+01+5.575958e+00j            3.536377e+02          
    -4.46446e+01     1.580049e-02-7.688041e-08j   2.878499e+01+5.603156e+00j            3.546279e+02          
    -4.42442e+01     1.583295e-02-7.801871e-08j   2.904552e+01+5.624815e+00j            3.552692e+02          
    -4.38438e+01     1.586517e-02-7.912634e-08j   2.932445e+01+5.648579e+00j            3.560456e+02          
    -4.34434e+01     1.589717e-02-8.020285e-08j   2.961973e+01+5.682340e+00j            3.574528e+02          
    -4.30430e+01     1.592894e-02-8.124782e-08j   2.992516e+01+5.731414e+00j            3.598209e+02          
    -4.26426e+01     1.596048e-02-8.226082e-08j   3.023260e+01+5.796546e+00j            3.631910e+02          
    -4.22422e+01     1.599178e-02-8.324145e-08j   3.053496e+01+5.873515e+00j            3.672932e+02          
    -4.18418e+01     1.602285e-02-8.418932e-08j   3.082893e+01+5.954537e+00j            3.716379e+02          
    -4.14414e+01     1.605369e-02-8.510403e-08j   3.111645e+01+6.031050e+00j            3.756903e+02          
    -4.10410e+01     1.608428e-02-8.598523e-08j   3.140436e+01+6.096904e+00j            3.790702e+02          
    -4.06406e+01     1.611464e-02-8.683256e-08j   3.170220e+01+6.150817e+00j            3.817020e+02          
    -4.02402e+01     1.614475e-02-8.764568e-08j   3.201895e+01+6.197174e+00j            3.838615e+02          
    -3.98398e+01     1.617462e-02-8.842426e-08j   3.235983e+01+6.244782e+00j            3.860962e+02          
    -3.94394e+01     1.620425e-02-8.916799e-08j   3.272436e+01+6.303965e+00j            3.890427e+02          
    -3.90390e+01     1.623363e-02-8.987657e-08j   3.310636e+01+6.382967e+00j            3.932053e+02          
    -3.86386e+01     1.626276e-02-9.054971e-08j   3.349617e+01+6.484954e+00j            3.987723e+02          
    -3.82382e+01     1.629165e-02-9.118714e-08j   3.388413e+01+6.606755e+00j            4.055418e+02          
    -3.78378e+01     1.632028e-02-9.178860e-08j   3.426442e+01+6.739882e+00j            4.129876e+02          
    -3.74374e+01     1.634867e-02-9.235385e-08j   3.463755e+01+6.873594e+00j            4.204496e+02          
    -3.70370e+01     1.637679e-02-9.288266e-08j   3.501080e+01+6.998985e+00j            4.273842e+02          
    -3.66366e+01     1.640467e-02-9.337482e-08j   3.539608e+01+7.112661e+00j            4.335877e+02          
    -3.62362e+01     1.643229e-02-9.383012e-08j   3.580608e+01+7.218628e+00j            4.393079e+02          
    -3.58358e+01     1.645965e-02-9.424839e-08j   3.624982e+01+7.327597e+00j            4.451982e+02          
    -3.54354e+01     1.648675e-02-9.462944e-08j   3.672937e+01+7.453806e+00j            4.521217e+02          
    -3.50350e+01     1.651359e-02-9.497312e-08j   3.723892e+01+7.610380e+00j            4.608686e+02          
    -3.46346e+01     1.654017e-02-9.527930e-08j   3.776672e+01+7.804857e+00j            4.718861e+02          
    -3.42342e+01     1.656648e-02-9.554784e-08j   3.829944e+01+8.036559e+00j            4.851229e+02          
    -3.38338e+01     1.659253e-02-9.577864e-08j   3.882740e+01+8.296920e+00j            5.000530e+02          
    -3.34334e+01     1.661831e-02-9.597160e-08j   3.934886e+01+8.572899e+00j            5.158842e+02          
    -3.30330e+01     1.664383e-02-9.612664e-08j   3.987173e+01+8.852448e+00j            5.318895e+02          
    -3.26326e+01     1.666908e-02-9.624369e-08j   4.041173e+01+9.130208e+00j            5.477472e+02          
    -3.22322e+01     1.669405e-02-9.632269e-08j   4.098749e+01+9.411344e+00j            5.637684e+02          
    -3.18318e+01     1.671876e-02-9.636363e-08j   4.161414e+01+9.711969e+00j            5.809168e+02          
    -3.14314e+01     1.674319e-02-9.636646e-08j   4.229752e+01+1.005571e+01j            6.005998e+02          
    -3.10310e+01     1.676735e-02-9.633120e-08j   4.303132e+01+1.046742e+01j            6.242886e+02          
    -3.06306e+01     1.679123e-02-9.625785e-08j   4.379844e+01+1.096607e+01j            6.530979e+02          
    -3.02302e+01     1.681484e-02-9.614643e-08j   4.457642e+01+1.155965e+01j            6.874826e+02          
    -2.98298e+01     1.683816e-02-9.599698e-08j   4.534528e+01+1.224417e+01j            7.271831e+02          
    -2.94294e+01     1.686121e-02-9.580956e-08j   4.609494e+01+1.300777e+01j            7.714764e+02          
    -2.90290e+01     1.688398e-02-9.558424e-08j   4.682910e+01+1.383918e+01j            8.196788e+02          
    -2.86286e+01     1.690647e-02-9.532111e-08j   4.756326e+01+1.473791e+01j            8.717479e+02          
    -2.82282e+01     1.692867e-02-9.502025e-08j   4.831644e+01+1.572248e+01j            9.287651e+02          
    -2.78278e+01     1.695059e-02-9.468181e-08j   4.909809e+01+1.683309e+01j            9.930844e+02          
    -2.74274e+01     1.697222e-02-9.430589e-08j   4.989390e+01+1.812625e+01j            1.068011e+03          
    -2.70270e+01     1.699357e-02-9.389264e-08j   5.065504e+01+1.966134e+01j            1.157004e+03          
    -2.66266e+01     1.701463e-02-9.344224e-08j   5.129534e+01+2.148142e+01j            1.262544e+03          
    -2.62262e+01     1.703540e-02-9.295484e-08j   5.169889e+01+2.359299e+01j            1.384956e+03          
    -2.58258e+01     1.705588e-02-9.243065e-08j   5.173817e+01+2.595033e+01j            1.521505e+03          
    -2.54254e+01     1.707607e-02-9.186987e-08j   5.129951e+01+2.844978e+01j            1.666078e+03          
    -2.50250e+01     1.709596e-02-9.127270e-08j   5.031039e+01+3.093695e+01j            1.809621e+03          
    -2.46246e+01     1.711557e-02-9.063940e-08j   4.876172e+01+3.322692e+01j            1.941343e+03          
    -2.42242e+01     1.713488e-02-8.997021e-08j   4.671929e+01+3.513395e+01j            2.050449e+03          
    -2.38238e+01     1.715389e-02-8.926538e-08j   4.432026e+01+3.650456e+01j            2.128076e+03          
    -2.34234e+01     1.717261e-02-8.852520e-08j   4.175474e+01+3.724643e+01j            2.168957e+03          
    -2.30230e+01     1.719103e-02-8.774996e-08j   3.923564e+01+3.734645e+01j            2.172450e+03          
    -2.26226e+01     1.720915e-02-8.693995e-08j   3.696326e+01+3.687332e+01j            2.142669e+03          
    -2.22222e+01     1.722697e-02-8.609551e-08j   3.509241e+01+3.596417e+01j            2.087676e+03          
    -2.18218e+01     1.724450e-02-8.521696e-08j   3.370928e+01+3.479799e+01j            2.017928e+03          
    -2.14214e+01     1.726172e-02-8.430464e-08j   3.282280e+01+3.356230e+01j            1.944329e+03          
    -2.10210e+01     1.727864e-02-8.335893e-08j   3.237182e+01+3.242041e+01j            1.876338e+03          
    -2.06206e+01     1.729525e-02-8.238018e-08j   3.224548e+01+3.148655e+01j            1.820540e+03          
    -2.02202e+01     1.731157e-02-8.136879e-08j   3.231131e+01+3.081374e+01j            1.779960e+03          
    -1.98198e+01     1.732757e-02-8.032515e-08j   3.244400e+01+3.039586e+01j            1.754199e+03          
    -1.94194e+01     1.734327e-02-7.924968e-08j   3.254813e+01+3.018187e+01j            1.740272e+03          
    -1.90190e+01     1.735867e-02-7.814280e-08j   3.257063e+01+3.009742e+01j            1.733864e+03          
    -1.86186e+01     1.737376e-02-7.700495e-08j   3.250104e+01+3.006768e+01j            1.730646e+03          
    -1.82182e+01     1.738854e-02-7.583657e-08j   3.236176e+01+3.003554e+01j            1.727327e+03          
    -1.78178e+01     1.740300e-02-7.463814e-08j   3.219207e+01+2.997148e+01j            1.722210e+03          
    -1.74174e+01     1.741716e-02-7.341011e-08j   3.203125e+01+2.987392e+01j            1.715208e+03          
    -1.70170e+01     1.743101e-02-7.215299e-08j   3.190560e+01+2.976151e+01j            1.707396e+03          
    -1.66166e+01     1.744455e-02-7.086726e-08j   3.182216e+01+2.966114e+01j            1.700317e+03          
    -1.62162e+01     1.745778e-02-6.955343e-08j   3.176996e+01+2.959582e+01j            1.695287e+03          
    -1.58158e+01     1.747069e-02-6.821202e-08j   3.172697e+01+2.957618e+01j            1.692910e+03          
    -1.54154e+01     1.748329e-02-6.684357e-08j   3.166979e+01+2.959768e+01j            1.692919e+03          
    -1.50150e+01     1.749557e-02-6.544861e-08j   3.158234e+01+2.964357e+01j            1.694353e+03          
    -1.46146e+01     1.750754e-02-6.402770e-08j   3.146092e+01+2.969180e+01j            1.695950e+03          
    -1.42142e+01     1.751920e-02-6.258140e-08j   3.131445e+01+2.972307e+01j            1.696606e+03          
    -1.38138e+01     1.753053e-02-6.111028e-08j   3.116013e+01+2.972710e+01j            1.695739e+03          
    -1.34134e+01     1.754156e-02-5.961493e-08j   3.101677e+01+2.970525e+01j            1.693428e+03          
    -1.30130e+01     1.755226e-02-5.809593e-08j   3.089812e+01+2.966889e+01j            1.690323e+03          
    -1.26126e+01     1.756264e-02-5.655389e-08j   3.080844e+01+2.963442e+01j            1.687361e+03          
    -1.22122e+01     1.757271e-02-5.498942e-08j   3.074189e+01+2.961707e+01j            1.685407e+03          
    -1.18118e+01     1.758246e-02-5.340314e-08j   3.068528e+01+2.962555e+01j            1.684954e+03          
    -1.14114e+01     1.759188e-02-5.179568e-08j   3.062326e+01+2.965939e+01j            1.685975e+03          
    -1.10110e+01     1.760099e-02-5.016767e-08j   3.054387e+01+2.970975e+01j            1.687964e+03          
    -1.06106e+01     1.760978e-02-4.851976e-08j   3.044242e+01+2.976297e+01j            1.690143e+03          
    -1.02102e+01     1.761824e-02-4.685261e-08j   3.032270e+01+2.980565e+01j            1.691754e+03          
    -9.80981e+00     1.762639e-02-4.516686e-08j   3.019506e+01+2.982926e+01j            1.692312e+03          
    -9.40941e+00     1.763421e-02-4.346320e-08j   3.007238e+01+2.983281e+01j            1.691762e+03          
    -9.00901e+00     1.764171e-02-4.174230e-08j   2.996538e+01+2.982264e+01j            1.690466e+03          
    -8.60861e+00     1.764888e-02-4.000484e-08j   2.987899e+01+2.980980e+01j            1.689052e+03          
    -8.20821e+00     1.765573e-02-3.825150e-08j   2.981094e+01+2.980584e+01j            1.688171e+03          
    -7.80781e+00     1.766226e-02-3.648299e-08j   2.975293e+01+2.981869e+01j            1.688275e+03          
    -7.40741e+00     1.766847e-02-3.470000e-08j   2.969386e+01+2.985008e+01j            1.689458e+03          
    -7.00701e+00     1.767435e-02-3.290325e-08j   2.962388e+01+2.989521e+01j            1.691450e+03          
    -6.60661e+00     1.767990e-02-3.109344e-08j   2.953773e+01+2.994477e+01j            1.693721e+03          
    -6.20621e+00     1.768513e-02-2.927130e-08j   2.943638e+01+2.998837e+01j            1.695686e+03          
    -5.80581e+00     1.769003e-02-2.743754e-08j   2.932638e+01+3.001828e+01j            1.696906e+03          
    -5.40541e+00     1.769461e-02-2.559289e-08j   2.921725e+01+3.003195e+01j            1.697239e+03          
    -5.00501e+00     1.769887e-02-2.373809e-08j   2.911801e+01+3.003267e+01j            1.696872e+03          
    -4.60460e+00     1.770279e-02-2.187387e-08j   2.903403e+01+3.002817e+01j            1.696241e+03          
    -4.20420e+00     1.770639e-02-2.000097e-08j   2.896528e+01+3.002763e+01j            1.695866e+03          
    -3.80380e+00     1.770966e-02-1.812013e-08j   2.890655e+01+3.003841e+01j            1.696161e+03          
    -3.40340e+00     1.771261e-02-1.623210e-08j   2.884953e+01+3.006354e+01j            1.697297e+03          
    -3.00300e+00     1.771523e-02-1.433763e-08j   2.878582e+01+3.010079e+01j            1.699149e+03          
    -2.60260e+00     1.771752e-02-1.243747e-08j   2.870991e+01+3.014368e+01j            1.701350e+03          
    -2.20220e+00     1.771949e-02-1.053238e-08j   2.862096e+01+3.018393e+01j            1.703432e+03          
    -1.80180e+00     1.772113e-02-8.623108e-09j   2.852295e+01+3.021439e+01j            1.704994e+03          
    -1.40140e+00     1.772244e-02-6.710413e-09j   2.842305e+01+3.023157e+01j            1.705837e+03          
    -1.00100e+00     1.772342e-02-4.795055e-09j   2.832899e+01+3.023669e+01j            1.706031e+03          
    -6.00601e-01     1.772407e-02-2.877794e-09j   2.824630e+01+3.023506e+01j            1.705876e+03          
    -2.00200e-01     1.772440e-02-9.593917e-10j   2.817642e+01+3.023409e+01j            1.705789e+03          
    2.00200e-01      1.772440e-02+9.593917e-10j   2.811637e+01+3.024056e+01j            1.706154e+03          
    6.00601e-01      1.772407e-02+2.877794e-09j   2.805990e+01+3.025827e+01j            1.707185e+03          
    1.00100e+00      1.772342e-02+4.795055e-09j   2.799984e+01+3.028679e+01j            1.708857e+03          
    1.40140e+00      1.772244e-02+6.710413e-09j   2.793063e+01+3.032175e+01j            1.710924e+03          
    1.80180e+00      1.772113e-02+8.623108e-09j   2.785024e+01+3.035650e+01j            1.713011e+03          
    2.20220e+00      1.771949e-02+1.053238e-08j   2.776074e+01+3.038454e+01j            1.714752e+03          
    2.60260e+00      1.771752e-02+1.243747e-08j   2.766747e+01+3.040178e+01j            1.715915e+03          
    3.00300e+00      1.771523e-02+1.433763e-08j   2.757702e+01+3.040795e+01j            1.716485e+03          
    3.40340e+00      1.771261e-02+1.623210e-08j   2.749487e+01+3.040652e+01j            1.716658e+03          
    3.80380e+00      1.770966e-02+1.812013e-08j   2.742346e+01+3.040340e+01j            1.716767e+03          
    4.20420e+00      1.770639e-02+2.000097e-08j   2.736148e+01+3.040475e+01j            1.717160e+03          
    4.60460e+00      1.770279e-02+2.187387e-08j   2.730436e+01+3.041479e+01j            1.718077e+03          
    5.00501e+00      1.769887e-02+2.373809e-08j   2.724603e+01+3.043440e+01j            1.719566e+03          
    5.40541e+00      1.769461e-02+2.559289e-08j   2.718108e+01+3.046086e+01j            1.721474e+03          
    5.80581e+00      1.769003e-02+2.743754e-08j   2.710666e+01+3.048893e+01j            1.723506e+03          
    6.20621e+00      1.768513e-02+2.927130e-08j   2.702341e+01+3.051277e+01j            1.725332e+03          
    6.60661e+00      1.767990e-02+3.109344e-08j   2.693512e+01+3.052802e+01j            1.726705e+03          
    7.00701e+00      1.767435e-02+3.290325e-08j   2.684733e+01+3.053329e+01j            1.727546e+03          
    7.40741e+00      1.766847e-02+3.470000e-08j   2.676530e+01+3.053059e+01j            1.727967e+03          
    7.80781e+00      1.766226e-02+3.648299e-08j   2.669216e+01+3.052449e+01j            1.728229e+03          
    8.20821e+00      1.765573e-02+3.825150e-08j   2.662784e+01+3.052047e+01j            1.728641e+03          
    8.60861e+00      1.764888e-02+4.000484e-08j   2.656920e+01+3.052296e+01j            1.729453e+03          
    9.00901e+00      1.764171e-02+4.174230e-08j   2.651122e+01+3.053377e+01j            1.730768e+03          
    9.40941e+00      1.763421e-02+4.346320e-08j   2.644877e+01+3.055151e+01j            1.732510e+03          
    9.80981e+00      1.762639e-02+4.516686e-08j   2.637850e+01+3.057220e+01j            1.734453e+03          
    1.02102e+01      1.761824e-02+4.685261e-08j   2.629992e+01+3.059072e+01j            1.736305e+03          
    1.06106e+01      1.760978e-02+4.851976e-08j   2.621553e+01+3.060263e+01j            1.737816e+03          
