#       omega                  E                         P                            alpha             
    1.10110e+01      1.760099e+00+5.016767e-06j   2.618885e+03+2.934199e+03j            1.667060e+03          
    1.14114e+01      1.759188e+00+5.179568e-06j   2.612127e+03+2.935412e+03j            1.668613e+03          
    1.18118e+01      1.758246e+00+5.340314e-06j   2.605372e+03+2.936562e+03j            1.670161e+03          
    1.22122e+01      1.757271e+00+5.498942e-06j   2.598616e+03+2.937649e+03j            1.671706e+03          
    1.26126e+01      1.756264e+00+5.655389e-06j   2.591861e+03+2.938672e+03j            1.673247e+03          
    1.30130e+01      1.755226e+00+5.809593e-06j   2.585104e+03+2.939629e+03j            1.674782e+03          
    1.34134e+01      1.754156e+00+5.961493e-06j   2.578346e+03+2.940520e+03j            1.676312e+03          
    1.38138e+01      1.753053e+00+6.111028e-06j   2.571588e+03+2.941345e+03j            1.677836e+03          
    1.42142e+01      1.751920e+00+6.258140e-06j   2.564831e+03+2.942104e+03j            1.679355e+03          
    1.46146e+01      1.750754e+00+6.402770e-06j   2.558074e+03+2.942797e+03j            1.680869e+03          
    1.50150e+01      1.749557e+00+6.544861e-06j   2.551317e+03+2.943428e+03j            1.682379e+03          
    1.54154e+01      1.748329e+00+6.684357e-06j   2.544560e+03+2.943995e+03j            1.683886e+03          
    1.58158e+01      1.747069e+00+6.821202e-06j   2.537800e+03+2.944501e+03j            1.685389e+03          
    1.62162e+01      1.745778e+00+6.955343e-06j   2.531036e+03+2.944944e+03j            1.686889e+03          
    1.66166e+01      1.744455e+00+7.086726e-06j   2.524267e+03+2.945323e+03j            1.688386e+03          
    1.70170e+01      1.743101e+00+7.215299e-06j   2.517493e+03+2.945639e+03j            1.689878e+03          
    1.74174e+01      1.741716e+00+7.341011e-06j   2.510714e+03+2.945889e+03j            1.691365e+03          
    1.78178e+01      1.740300e+00+7.463814e-06j   2.503931e+03+2.946074e+03j            1.692848e+03          
    1.82182e+01      1.738854e+00+7.583657e-06j   2.497144e+03+2.946194e+03j            1.694325e+03          
    1.86186e+01      1.737376e+00+7.700495e-06j   2.490353e+03+2.946250e+03j            1.695798e+03          
    1.90190e+01      1.735867e+00+7.814280e-06j   2.483559e+03+2.946242e+03j            1.697268e+03          
    1.94194e+01      1.734327e+00+7.924968e-06j   2.476761e+03+2.946172e+03j            1.698734e+03          
    1.98198e+01      1.732757e+00+8.032515e-06j   2.469958e+03+2.946041e+03j            1.700197e+03          
    2.02202e+01      1.731157e+00+8.136879e-06j   2.463149e+03+2.945848e+03j            1.701658e+03          
    2.06206e+01      1.729525e+00+8.238018e-06j   2.456332e+03+2.945594e+03j            1.703116e+03          
    2.10210e+01      1.727864e+00+8.335893e-06j   2.449507e+03+2.945276e+03j            1.704570e+03          
    2.14214e+01      1.726172e+00+8.430464e-06j   2.442675e+03+2.944895e+03j            1.706019e+03          
    2.18218e+01      1.724450e+00+8.521696e-06j   2.435835e+03+2.944449e+03j            1.707465e+03          
    2.22222e+01      1.722697e+00+8.609551e-06j   2.428989e+03+2.943940e+03j            1.708906e+03          
    2.26226e+01      1.720915e+00+8.693995e-06j   2.422137e+03+2.943367e+03j            1.710343e+03          
    2.30230e+01      1.719103e+00+8.774996e-06j   2.415280e+03+2.942732e+03j            1.711776e+03          
    2.34234e+01      1.717261e+00+8.852520e-06j   2.408417e+03+2.942035e+03j            1.713207e+03          
    2.38238e+01      1.715389e+00+8.926538e-06j   2.401547e+03+2.941278e+03j            1.714635e+03          
    2.42242e+01      1.713488e+00+8.997021e-06j   2.394669e+03+2.940461e+03j            1.716060e+03          
    2.46246e+01      1.711557e+00+9.063940e-06j   2.387782e+03+2.939583e+03j            1.717483e+03          
    2.50250e+01      1.709596e+00+9.127270e-06j   2.380886e+03+2.938644e+03j            1.718903e+03          
    2.54254e+01      1.707607e+00+9.186987e-06j   2.373981e+03+2.937642e+03j            1.720320e+03          
    2.58258e+01      1.705588e+00+9.243065e-06j   2.367068e+03+2.936579e+03j            1.721732e+03          
    2.62262e+01      1.703540e+00+9.295484e-06j   2.360146e+03+2.935452e+03j            1.723141e+03          
    2.66266e+01      1.701463e+00+9.344224e-06j   2.353217e+03+2.934263e+03j            1.724546e+03          
    2.70270e+01      1.699357e+00+9.389264e-06j   2.346281e+03+2.933014e+03j            1.725948e+03          
    2.74274e+01      1.697222e+00+9.430589e-06j   2.339339e+03+2.931703e+03j            1.727346e+03          
    2.78278e+01      1.695059e+00+9.468181e-06j   2.332389e+03+2.930334e+03j            1.728743e+03          
    2.82282e+01      1.692867e+00+9.502025e-06j   2.325431e+03+2.928906e+03j            1.730138e+03          
    2.86286e+01      1.690647e+00+9.532111e-06j   2.318464e+03+2.927418e+03j            1.731530e+03          
    2.90290e+01      1.688398e+00+9.558424e-06j   2.311487e+03+2.925871e+03j            1.732920e+03          
    2.94294e+01      1.686121e+00+9.580956e-06j   2.304500e+03+2.924264e+03j            1.734306e+03          
    2.98298e+01      1.683816e+00+9.599698e-06j   2.297504e+03+2.922596e+03j            1.735690e+03          
    3.02302e+01      1.681484e+00+9.614643e-06j   2.290499e+03+2.920868e+03j            1.737070e+03          
    3.06306e+01      1.679123e+00+9.625785e-06j   2.283486e+03+2.919078e+03j            1.738446e+03          
    3.10310e+01      1.676735e+00+9.633120e-06j   2.276466e+03+2.917229e+03j            1.739819e+03          
    3.14314e+01      1.674319e+00+9.636646e-06j   2.269439e+03+2.915321e+03j            1.741190e+03          
    3.18318e+01      1.671876e+00+9.636363e-06j   2.262405e+03+2.913355e+03j            1.742559e+03          
    3.22322e+01      1.669405e+00+9.632269e-06j   2.255362e+03+2.911332e+03j            1.743926e+03          
    3.26326e+01      1.666908e+00+9.624369e-06j   2.248310e+03+2.909251e+03j            1.745291e+03          
    3.30330e+01      1.664383e+00+9.612664e-06j   2.241249e+03+2.907113e+03j            1.746653e+03          
    3.34334e+01      1.661831e+00+9.597160e-06j   2.234179e+03+2.904917e+03j            1.748014e+03          
    3.38338e+01      1.659253e+00+9.577864e-06j   2.227099e+03+2.902662e+03j            1.749371e+03          
    3.42342e+01      1.656648e+00+9.554784e-06j   2.220010e+03+2.900349e+03j            1.750725e+03          
    3.46346e+01      1.654017e+00+9.527930e-06j   2.212914e+03+2.897976e+03j            1.752076e+03          
    3.50350e+01      1.651359e+00+9.497312e-06j   2.205810e+03+2.895546e+03j            1.753425e+03          
    3.54354e+01      1.648675e+00+9.462944e-06j   2.198699e+03+2.893058e+03j            1.754770e+03          
    3.58358e+01      1.645965e+00+9.424839e-06j   2.191582e+03+2.890514e+03j            1.756114e+03          
    3.62362e+01      1.643229e+00+9.383012e-06j   2.184457e+03+2.887915e+03j            1.757456e+03          
    3.66366e+01      1.640467e+00+9.337482e-06j   2.177323e+03+2.885260e+03j            1.758797e+03          
    3.70370e+01      1.637679e+00+9.288266e-06j   2.170182e+03+2.882550e+03j            1.760135e+03          
    3.74374e+01      1.634867e+00+9.235385e-06j   2.163031e+03+2.879784e+03j            1.761472e+03          
    3.78378e+01      1.632028e+00+9.178860e-06j   2.155871e+03+2.876962e+03j            1.762806e+03          
    3.82382e+01      1.629165e+00+9.118714e-06j   2.148703e+03+2.874083e+03j            1.764137e+03          
    3.86386e+01      1.626276e+00+9.054971e-06j   2.141528e+03+2.871147e+03j            1.765466e+03          
    3.90390e+01      1.623363e+00+8.987657e-06j   2.134346e+03+2.868156e+03j            1.766792e+03          
    3.94394e+01      1.620425e+00+8.916799e-06j   2.127158e+03+2.865109e+03j            1.768115e+03          
    3.98398e+01      1.617462e+00+8.842426e-06j   2.119964e+03+2.862008e+03j            1.769436e+03          
    4.02402e+01      1.614475e+00+8.764568e-06j   2.112763e+03+2.858853e+03j            1.770756e+03          
    4.06406e+01      1.611464e+00+8.683256e-06j   2.105555e+03+2.855646e+03j            1.772075e+03          
    4.10410e+01      1.608428e+00+8.598523e-06j   2.098340e+03+2.852385e+03j            1.773392e+03          
    4.14414e+01      1.605369e+00+8.510403e-06j   2.091117e+03+2.849071e+03j            1.774708e+03          
    4.18418e+01      1.602285e+00+8.418932e-06j   2.083886e+03+2.845703e+03j            1.776021e+03          
    4.22422e+01      1.599178e+00+8.324145e-06j   2.076648e+03+2.842282e+03j            1.777332e+03          
    4.26426e+01      1.596048e+00+8.226082e-06j   2.069403e+03+2.838806e+03j            1.778640e+03          
    4.30430e+01      1.592894e+00+8.124782e-06j   2.062153e+03+2.835276e+03j            1.779946e+03          
    4.34434e+01      1.589717e+00+8.020285e-06j   2.054897e+03+2.831693e+03j            1.781249e+03          
    4.38438e+01      1.586517e+00+7.912634e-06j   2.047636e+03+2.828058e+03j            1.782551e+03          
    4.42442e+01      1.583295e+00+7.801871e-06j   2.040370e+03+2.824372e+03j            1.783851e+03          
    4.46446e+01      1.580049e+00+7.688041e-06j   2.033099e+03+2.820635e+03j            1.785150e+03          
    4.50450e+01      1.576782e+00+7.571189e-06j   2.025821e+03+2.816848e+03j            1.786448e+03          
    4.54454e+01      1.573491e+00+7.451363e-06j   2.018537e+03+2.813010e+03j            1.787744e+03          
    4.58458e+01      1.570179e+00+7.328610e-06j   2.011247e+03+2.809121e+03j            1.789039e+03          
    4.62462e+01      1.566845e+00+7.202979e-06j   2.003950e+03+2.805180e+03j            1.790331e+03          
    4.66466e+01      1.563488e+00+7.074521e-06j   1.996648e+03+2.801188e+03j            1.791621e+03          
    4.70470e+01      1.560111e+00+6.943288e-06j   1.989342e+03+2.797145e+03j            1.792909e+03          
    4.74474e+01      1.556711e+00+6.809330e-06j   1.982031e+03+2.793052e+03j            1.794195e+03          
    4.78478e+01      1.553291e+00+6.672703e-06j   1.974717e+03+2.788909e+03j            1.795479e+03          
    4.82482e+01      1.549849e+00+6.533461e-06j   1.967399e+03+2.784716e+03j            1.796761e+03          
    4.86486e+01      1.546386e+00+6.391660e-06j   1.960077e+03+2.780476e+03j            1.798043e+03          
    4.90490e+01      1.542903e+00+6.247355e-06j   1.952751e+03+2.776188e+03j            1.799323e+03          
    4.94494e+01      1.539399e+00+6.100605e-06j   1.945420e+03+2.771852e+03j            1.800602e+03          
    4.98498e+01      1.535874e+00+5.951469e-06j   1.938085e+03+2.767469e+03j            1.801880e+03          
    5.02503e+01      1.532329e+00+5.800005e-06j   1.930744e+03+2.763036e+03j            1.803156e+03          
    5.06507e+01      1.528764e+00+5.646275e-06j   1.923400e+03+2.758556e+03j            1.804430e+03          
    5.10511e+01      1.525179e+00+5.490339e-06j   1.916052e+03+2.754026e+03j            1.805702e+03          
    5.14515e+01      1.521575e+00+5.332260e-06j   1.908702e+03+2.749449e+03j            1.806972e+03          
    5.18519e+01      1.517951e+00+5.172101e-06j   1.901349e+03+2.744825e+03j            1.808240e+03          
    5.22523e+01      1.514307e+00+5.009926e-06j   1.893995e+03+2.740155e+03j            1.809506e+03          
    5.26527e+01      1.510645e+00+4.845800e-06j   1.886639e+03+2.735440e+03j            1.810772e+03          
    5.30531e+01      1.506963e+00+4.679787e-06j   1.879280e+03+2.730679e+03j            1.812037e+03          
    5.34535e+01      1.503263e+00+4.511954e-06j   1.871918e+03+2.725874e+03j            1.813301e+03          
    5.38539e+01      1.499544e+00+4.342369e-06j   1.864553e+03+2.721023e+03j            1.814564e+03          
    5.42543e+01      1.495806e+00+4.171097e-06j   1.857185e+03+2.716128e+03j            1.815826e+03          
    5.46547e+01      1.492050e+00+3.998209e-06j   1.849815e+03+2.711187e+03j            1.817085e+03          
    5.50551e+01      1.488276e+00+3.823771e-06j   1.842443e+03+2.706201e+03j            1.818343e+03          
    5.54555e+01      1.484484e+00+3.647855e-06j   1.835070e+03+2.701170e+03j            1.819598e+03          
    5.58559e+01      1.480675e+00+3.470530e-06j   1.827696e+03+2.696094e+03j            1.820852e+03          
    5.62563e+01      1.476848e+00+3.291866e-06j   1.820322e+03+2.690976e+03j            1.822105e+03          
    5.66567e+01      1.473004e+00+3.111934e-06j   1.812948e+03+2.685814e+03j            1.823357e+03          
    5.70571e+01      1.469142e+00+2.930807e-06j   1.805574e+03+2.680611e+03j            1.824608e+03          
    5.74575e+01      1.465263e+00+2.748556e-06j   1.798198e+03+2.675367e+03j            1.825858e+03          
    5.78579e+01      1.461368e+00+2.565253e-06j   1.790822e+03+2.670080e+03j            1.827108e+03          
    5.82583e+01      1.457456e+00+2.380972e-06j   1.783444e+03+2.664752e+03j            1.828356e+03          
    5.86587e+01      1.453528e+00+2.195785e-06j   1.776066e+03+2.659381e+03j            1.829603e+03          
    5.90591e+01      1.449584e+00+2.009766e-06j   1.768687e+03+2.653969e+03j            1.830848e+03          
    5.94595e+01      1.445623e+00+1.822990e-06j   1.761309e+03+2.648515e+03j            1.832091e+03          
    5.98599e+01      1.441647e+00+1.635530e-06j   1.753932e+03+2.643019e+03j            1.833332e+03          
    6.02603e+01      1.437655e+00+1.447460e-06j   1.746557e+03+2.637483e+03j            1.834572e+03          
    6.06607e+01      1.433647e+00+1.258856e-06j   1.739184e+03+2.631908e+03j            1.835812e+03          
    6.10611e+01      1.429625e+00+1.069792e-06j   1.731812e+03+2.626294e+03j            1.837051e+03          
    6.14615e+01      1.425587e+00+8.803426e-07j   1.724441e+03+2.620642e+03j            1.838289e+03          
    6.18619e+01      1.421534e+00+6.905839e-07j   1.717071e+03+2.614951e+03j            1.839527e+03          
    6.22623e+01      1.417467e+00+5.005907e-07j   1.709702e+03+2.609222e+03j            1.840764e+03          
    6.26627e+01      1.413385e+00+3.104383e-07j   1.702334e+03+2.603454e+03j            1.841999e+03          
    6.30631e+01      1.409289e+00+1.202021e-07j   1.694968e+03+2.597648e+03j            1.843233e+03          
    6.34635e+01      1.405179e+00-7.004244e-08j   1.687604e+03+2.591803e+03j            1.844465e+03          
    6.38639e+01      1.401054e+00-2.602201e-07j   1.680243e+03+2.585920e+03j            1.845696e+03          
    6.42643e+01      1.396917e+00-4.502554e-07j   1.672885e+03+2.580000e+03j            1.846925e+03          
    6.46647e+01      1.392765e+00-6.400733e-07j   1.665531e+03+2.574043e+03j            1.848154e+03          
    6.50651e+01      1.388600e+00-8.295985e-07j   1.658181e+03+2.568051e+03j            1.849382e+03          
    6.54655e+01      1.384422e+00-1.018756e-06j   1.650834e+03+2.562025e+03j            1.850610e+03          
    6.58659e+01      1.380232e+00-1.207471e-06j   1.643490e+03+2.555963e+03j            1.851837e+03          
    6.62663e+01      1.376028e+00-1.395669e-06j   1.636148e+03+2.549866e+03j            1.853064e+03          
    6.66667e+01      1.371812e+00-1.583275e-06j   1.628810e+03+2.543734e+03j            1.854289e+03          
    6.70671e+01      1.367583e+00-1.770216e-06j   1.621475e+03+2.537567e+03j            1.855514e+03          
    6.74675e+01      1.363343e+00-1.956417e-06j   1.614144e+03+2.531365e+03j            1.856736e+03          
    6.78679e+01      1.359090e+00-2.141805e-06j   1.606818e+03+2.525129e+03j            1.857958e+03          
    6.82683e+01      1.354826e+00-2.326306e-06j   1.599497e+03+2.518859e+03j            1.859178e+03          
    6.86687e+01      1.350549e+00-2.509848e-06j   1.592182e+03+2.512555e+03j            1.860397e+03          
    6.90691e+01      1.346262e+00-2.692358e-06j   1.584872e+03+2.506220e+03j            1.861616e+03          
    6.94695e+01      1.341963e+00-2.873765e-06j   1.577567e+03+2.499852e+03j            1.862835e+03          
    6.98699e+01      1.337654e+00-3.053996e-06j   1.570268e+03+2.493454e+03j            1.864053e+03          
    7.02703e+01      1.333333e+00-3.232981e-06j   1.562973e+03+2.487024e+03j            1.865271e+03          
    7.06707e+01      1.329002e+00-3.410649e-06j   1.555684e+03+2.480563e+03j            1.866488e+03          
    7.10711e+01      1.324661e+00-3.586930e-06j   1.548399e+03+2.474070e+03j            1.867704e+03          
    7.14715e+01      1.320309e+00-3.761755e-06j   1.541121e+03+2.467546e+03j            1.868919e+03          
    7.18719e+01      1.315947e+00-3.935054e-06j   1.533849e+03+2.460991e+03j            1.870132e+03          
    7.22723e+01      1.311576e+00-4.106760e-06j   1.526584e+03+2.454405e+03j            1.871345e+03          
    7.26727e+01      1.307194e+00-4.276804e-06j   1.519326e+03+2.447790e+03j            1.872556e+03          
    7.30731e+01      1.302804e+00-4.445121e-06j   1.512076e+03+2.441145e+03j            1.873767e+03          
    7.34735e+01      1.298404e+00-4.611643e-06j   1.504833e+03+2.434473e+03j            1.874978e+03          
    7.38739e+01      1.293995e+00-4.776305e-06j   1.497598e+03+2.427773e+03j            1.876189e+03          
    7.42743e+01      1.289577e+00-4.939044e-06j   1.490369e+03+2.421045e+03j            1.877400e+03          
    7.46747e+01      1.285150e+00-5.099794e-06j   1.483147e+03+2.414290e+03j            1.878610e+03          
    7.50751e+01      1.280715e+00-5.258492e-06j   1.475932e+03+2.407506e+03j            1.879819e+03          
    7.54755e+01      1.276272e+00-5.415077e-06j   1.468725e+03+2.400695e+03j            1.881027e+03          
    7.58759e+01      1.271820e+00-5.569486e-06j   1.461526e+03+2.393857e+03j            1.882234e+03          
    7.62763e+01      1.267361e+00-5.721660e-06j   1.454335e+03+2.386991e+03j            1.883440e+03          
    7.66767e+01      1.262894e+00-5.871539e-06j   1.447154e+03+2.380100e+03j            1.884645e+03          
    7.70771e+01      1.258419e+00-6.019064e-06j   1.439983e+03+2.373183e+03j            1.885850e+03          
    7.74775e+01      1.253937e+00-6.164176e-06j   1.432820e+03+2.366241e+03j            1.887054e+03          
    7.78779e+01      1.249448e+00-6.306820e-06j   1.425667e+03+2.359275e+03j            1.888259e+03          
    7.82783e+01      1.244952e+00-6.446940e-06j   1.418523e+03+2.352285e+03j            1.889464e+03          
    7.86787e+01      1.240449e+00-6.584481e-06j   1.411387e+03+2.345271e+03j            1.890668e+03          
    7.90791e+01      1.235940e+00-6.719389e-06j   1.404260e+03+2.338233e+03j            1.891872e+03          
    7.94795e+01      1.231424e+00-6.851611e-06j   1.397143e+03+2.331171e+03j            1.893075e+03          
    7.98799e+01      1.226903e+00-6.981096e-06j   1.390035e+03+2.324085e+03j            1.894277e+03          
    8.02803e+01      1.222375e+00-7.107794e-06j   1.382938e+03+2.316976e+03j            1.895478e+03          
    8.06807e+01      1.217841e+00-7.231655e-06j   1.375852e+03+2.309844e+03j            1.896678e+03          
    8.10811e+01      1.213302e+00-7.352630e-06j   1.368776e+03+2.302690e+03j            1.897878e+03          
    8.14815e+01      1.208757e+00-7.470673e-06j   1.361713e+03+2.295515e+03j            1.899077e+03          
    8.18819e+01      1.204207e+00-7.585739e-06j   1.354660e+03+2.288319e+03j            1.900277e+03          
    8.22823e+01      1.199652e+00-7.697781e-06j   1.347618e+03+2.281102e+03j            1.901478e+03          
    8.26827e+01      1.195092e+00-7.806757e-06j   1.340586e+03+2.273866e+03j            1.902678e+03          
    8.30831e+01      1.190527e+00-7.912625e-06j   1.333565e+03+2.266609e+03j            1.903877e+03          
    8.34835e+01      1.185958e+00-8.015343e-06j   1.326555e+03+2.259332e+03j            1.905077e+03          
    8.38839e+01      1.181385e+00-8.114872e-06j   1.319557e+03+2.252035e+03j            1.906275e+03          
    8.42843e+01      1.176807e+00-8.211174e-06j   1.312571e+03+2.244718e+03j            1.907472e+03          
    8.46847e+01      1.172226e+00-8.304211e-06j   1.305597e+03+2.237382e+03j            1.908669e+03          
    8.50851e+01      1.167641e+00-8.393947e-06j   1.298636e+03+2.230027e+03j            1.909865e+03          
    8.54855e+01      1.163052e+00-8.480348e-06j   1.291688e+03+2.222654e+03j            1.911062e+03          
    8.58859e+01      1.158460e+00-8.563380e-06j   1.284752e+03+2.215265e+03j            1.912258e+03          
    8.62863e+01      1.153864e+00-8.643013e-06j   1.277830e+03+2.207858e+03j            1.913455e+03          
    8.66867e+01      1.149266e+00-8.719215e-06j   1.270919e+03+2.200435e+03j            1.914652e+03          
    8.70871e+01      1.144665e+00-8.791957e-06j   1.264022e+03+2.192996e+03j            1.915849e+03          
    8.74875e+01      1.140061e+00-8.861211e-06j   1.257136e+03+2.185540e+03j            1.917046e+03          
    8.78879e+01      1.135455e+00-8.926952e-06j   1.250264e+03+2.178067e+03j            1.918242e+03          
    8.82883e+01      1.130846e+00-8.989154e-06j   1.243405e+03+2.170578e+03j            1.919437e+03          
    8.86887e+01      1.126235e+00-9.047794e-06j   1.236560e+03+2.163074e+03j            1.920632e+03          
    8.90891e+01      1.121623e+00-9.102850e-06j   1.229729e+03+2.155554e+03j            1.921826e+03          
    8.94895e+01      1.117008e+00-9.154300e-06j   1.222913e+03+2.148020e+03j            1.923021e+03          
    8.98899e+01      1.112392e+00-9.202126e-06j   1.216112e+03+2.140472e+03j            1.924215e+03          
    9.02903e+01      1.107775e+00-9.246310e-06j   1.209325e+03+2.132911e+03j            1.925411e+03          
    9.06907e+01      1.103156e+00-9.286836e-06j   1.202552e+03+2.125337e+03j            1.926606e+03          
    9.10911e+01      1.098536e+00-9.323689e-06j   1.195793e+03+2.117750e+03j            1.927802e+03          
    9.14915e+01      1.093916e+00-9.356855e-06j   1.189048e+03+2.110151e+03j            1.928998e+03          
    9.18919e+01      1.089294e+00-9.386322e-06j   1.182317e+03+2.102538e+03j            1.930193e+03          
    9.22923e+01      1.084673e+00-9.412081e-06j   1.175601e+03+2.094913e+03j            1.931388e+03          
    9.26927e+01      1.080050e+00-9.434121e-06j   1.168901e+03+2.087275e+03j            1.932582e+03          
    9.30931e+01      1.075428e+00-9.452436e-06j   1.162217e+03+2.079626e+03j            1.933776e+03          
    9.34935e+01      1.070806e+00-9.467019e-06j   1.155548e+03+2.071966e+03j            1.934969e+03          
    9.38939e+01      1.066183e+00-9.477866e-06j   1.148896e+03+2.064295e+03j            1.936164e+03          
    9.42943e+01      1.061561e+00-9.484974e-06j   1.142259e+03+2.056615e+03j            1.937359e+03          
    9.46947e+01      1.056940e+00-9.488341e-06j   1.135638e+03+2.048925e+03j            1.938554e+03          
    9.50951e+01      1.052319e+00-9.487967e-06j   1.129033e+03+2.041226e+03j            1.939750e+03          
    9.54955e+01      1.047699e+00-9.483853e-06j   1.122443e+03+2.033518e+03j            1.940946e+03          
    9.58959e+01      1.043080e+00-9.476003e-06j   1.115869e+03+2.025800e+03j            1.942142e+03          
    9.62963e+01      1.038463e+00-9.464421e-06j   1.109311e+03+2.018073e+03j            1.943337e+03          
    9.66967e+01      1.033846e+00-9.449112e-06j   1.102769e+03+2.010337e+03j            1.944532e+03          
    9.70971e+01      1.029231e+00-9.430083e-06j   1.096245e+03+2.002593e+03j            1.945727e+03          
    9.74975e+01      1.024618e+00-9.407345e-06j   1.089738e+03+1.994841e+03j            1.946922e+03          
    9.78979e+01      1.020007e+00-9.380906e-06j   1.083249e+03+1.987082e+03j            1.948117e+03          
    9.82983e+01      1.015397e+00-9.350778e-06j   1.076777e+03+1.979317e+03j            1.949313e+03          
    9.86987e+01      1.010790e+00-9.316975e-06j   1.070322e+03+1.971546e+03j            1.950510e+03          
    9.90991e+01      1.006185e+00-9.279512e-06j   1.063883e+03+1.963769e+03j            1.951708e+03          
    9.94995e+01      1.001582e+00-9.238403e-06j   1.057462e+03+1.955986e+03j            1.952906e+03          
    9.98999e+01      9.969822e-01-9.193668e-06j   1.051058e+03+1.948197e+03j            1.954104e+03          
    1.00300e+02      9.923850e-01-9.145324e-06j   1.044671e+03+1.940402e+03j            1.955301e+03          
    1.00701e+02      9.877908e-01-9.093393e-06j   1.038301e+03+1.932602e+03j            1.956499e+03          
    1.01101e+02      9.831997e-01-9.037895e-06j   1.031950e+03+1.924797e+03j            1.957696e+03          
    1.01502e+02      9.786118e-01-8.978854e-06j   1.025618e+03+1.916987e+03j            1.958893e+03          
    1.01902e+02      9.740273e-01-8.916295e-06j   1.019304e+03+1.909173e+03j            1.960091e+03          
    1.02302e+02      9.694464e-01-8.850243e-06j   1.013008e+03+1.901356e+03j            1.961290e+03          
    1.02703e+02      9.648692e-01-8.780726e-06j   1.006732e+03+1.893536e+03j            1.962490e+03          
    1.03103e+02      9.602958e-01-8.707773e-06j   1.000473e+03+1.885714e+03j            1.963690e+03          
    1.03504e+02      9.557264e-01-8.631414e-06j   9.942322e+02+1.877890e+03j            1.964891e+03          
    1.03904e+02      9.511612e-01-8.551679e-06j   9.880096e+02+1.870062e+03j            1.966093e+03          
    1.04304e+02      9.466003e-01-8.468602e-06j   9.818053e+02+1.862233e+03j            1.967294e+03          
    1.04705e+02      9.420439e-01-8.382217e-06j   9.756198e+02+1.854401e+03j            1.968496e+03          
    1.05105e+02      9.374921e-01-8.292559e-06j   9.694535e+02+1.846567e+03j            1.969697e+03          
    1.05506e+02      9.329450e-01-8.199664e-06j   9.633068e+02+1.838731e+03j            1.970898e+03          
    1.05906e+02      9.284028e-01-8.103571e-06j   9.571799e+02+1.830895e+03j            1.972100e+03          
    1.06306e+02      9.238656e-01-8.004319e-06j   9.510727e+02+1.823059e+03j            1.973303e+03          
    1.06707e+02      9.193337e-01-7.901947e-06j   9.449850e+02+1.815223e+03j            1.974507e+03          
    1.07107e+02      9.148070e-01-7.796498e-06j   9.389166e+02+1.807387e+03j            1.975712e+03          
    1.07508e+02      9.102858e-01-7.688015e-06j   9.328673e+02+1.799553e+03j            1.976918e+03          
    1.07908e+02      9.057702e-01-7.576540e-06j   9.268371e+02+1.791719e+03j            1.978125e+03          
    1.08308e+02      9.012604e-01-7.462120e-06j   9.208262e+02+1.783885e+03j            1.979332e+03          
    1.08709e+02      8.967564e-01-7.344801e-06j   9.148349e+02+1.776053e+03j            1.980538e+03          
    1.09109e+02      8.922584e-01-7.224630e-06j   9.088637e+02+1.768221e+03j            1.981745e+03          
    1.09510e+02      8.877666e-01-7.101655e-06j   9.029128e+02+1.760392e+03j            1.982952e+03          
    1.09910e+02      8.832811e-01-6.975927e-06j   8.969827e+02+1.752564e+03j            1.984160e+03          
    1.10310e+02      8.788019e-01-6.847495e-06j   8.910733e+02+1.744739e+03j            1.985368e+03          
    1.10711e+02      8.743294e-01-6.716412e-06j   8.851844e+02+1.736917e+03j            1.986578e+03          
    1.11111e+02      8.698635e-01-6.582731e-06j   8.793158e+02+1.729098e+03j            1.987789e+03          
    1.11512e+02      8.654044e-01-6.446505e-06j   8.734672e+02+1.721284e+03j            1.989001e+03          
    1.11912e+02      8.609523e-01-6.307788e-06j   8.676387e+02+1.713473e+03j            1.990214e+03          
    1.12312e+02      8.565073e-01-6.166637e-06j   8.618302e+02+1.705666e+03j            1.991428e+03          
    1.12713e+02      8.520694e-01-6.023109e-06j   8.560421e+02+1.697863e+03j            1.992642e+03          
    1.13113e+02      8.476389e-01-5.877260e-06j   8.502747e+02+1.690064e+03j            1.993856e+03          
    1.13514e+02      8.432158e-01-5.729150e-06j   8.445285e+02+1.682269e+03j            1.995070e+03          
    1.13914e+02      8.388003e-01-5.578837e-06j   8.388036e+02+1.674479e+03j            1.996285e+03          
    1.14314e+02      8.343925e-01-5.426382e-06j   8.331003e+02+1.666694e+03j            1.997500e+03          
    1.14715e+02      8.299925e-01-5.271846e-06j   8.274184e+02+1.658915e+03j            1.998718e+03          
    1.15115e+02      8.256005e-01-5.115291e-06j   8.217576e+02+1.651143e+03j            1.999936e+03          
    1.15516e+02      8.212165e-01-4.956778e-06j   8.161177e+02+1.643378e+03j            2.001156e+03          
    1.15916e+02      8.168407e-01-4.796373e-06j   8.104986e+02+1.635619e+03j            2.002377e+03          
    1.16316e+02      8.124732e-01-4.634138e-06j   8.049002e+02+1.627866e+03j            2.003599e+03          
    1.16717e+02      8.081142e-01-4.470138e-06j   7.993228e+02+1.620120e+03j            2.004822e+03          
    1.17117e+02      8.037636e-01-4.304439e-06j   7.937667e+02+1.612381e+03j            2.006044e+03          
    1.17518e+02      7.994217e-01-4.137107e-06j   7.882323e+02+1.604649e+03j            2.007267e+03          
    1.17918e+02      7.950885e-01-3.968209e-06j   7.827199e+02+1.596924e+03j            2.008491e+03          
