-7.500000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00
-7.299813780260707574e+01	9.470370172807464844e+12	5.702105189894673438e+13
-7.099627560521415148e+01	4.189875315773385938e+13	1.375230310371069531e+14
-6.899441340782122722e+01	1.024077754340013281e+14	2.471294135058179688e+14
-6.699255121042830297e+01	1.966293245946852812e+14	3.988794179389380625e+14
-6.499068901303537871e+01	3.340666776911774375e+14	6.161694093179838750e+14
-6.298882681564245445e+01	5.319515445614600000e+14	9.347725171531228750e+14
-6.098696461824953019e+01	8.187658565808253750e+14	1.404379175700336000e+15
-5.898510242085660593e+01	1.237079197422340500e+15	2.090545191257414000e+15
-5.698324022346368167e+01	1.845980441093303500e+15	3.077913736147926000e+15
-5.498137802607075741e+01	2.723820082926284000e+15	4.475114042978626000e+15
-5.297951582867783316e+01	3.972004648916325000e+15	6.421062662163176000e+15
-5.097765363128491600e+01	5.720189966374799000e+15	9.091808138394038000e+15
-4.897579143389199174e+01	8.132600067551795000e+15	1.270678475849074600e+16
-4.697392923649906749e+01	1.141462885842074800e+16	1.753340364650474400e+16
-4.497206703910614323e+01	1.581856907654850400e+16	2.388915465399211600e+16
-4.297020484171321897e+01	2.164729474059218800e+16	3.214058429997058800e+16
-4.096834264432029471e+01	2.925486612507684400e+16	4.269847169730675200e+16
-3.896648044692737045e+01	3.904311654145435200e+16	5.600820955921176000e+16
-3.696461824953444619e+01	5.145314829900672000e+16	7.253392366792366400e+16
-3.496275605214152193e+01	6.695027847787132000e+16	9.273442106992033600e+16
-3.296089385474859768e+01	8.600046035311868800e+16	1.170288213668986880e+17
-3.095903165735567342e+01	1.090358133583998560e+17	1.457498241004588480e+17
-2.895716945996274916e+01	1.364069497584697280e+17	1.790831326575735040e+17
-2.695530726256983201e+01	1.683206818253340800e+17	2.169928603055707520e+17
-2.495344506517690775e+01	2.047639068673853120e+17	2.591353005167399360e+17
-2.295158286778398349e+01	2.454185233266144320e+17	3.047679606830988800e+17
-2.094972067039105923e+01	2.895784438865379840e+17	3.526677722996829440e+17
-1.894785847299813497e+01	3.360876327304156160e+17	4.010814759544045440e+17
-1.694599627560521071e+01	3.833253865614816640e+17	4.477398481710986240e+17
-1.494413407821228645e+01	4.292672973617891840e+17	4.899703263923487360e+17
-1.294227188081936220e+01	4.716415743758290560e+17	5.249321990493900160e+17
-1.094040968342643794e+01	5.081768142250013440e+17	5.499689812432157440e+17
-8.938547486033513678e+00	5.369024397963840000e+17	5.630263233600442880e+17
-6.936685288640589420e+00	5.564310009394145280e+17	5.630371573220022400e+17
-4.934823091247665161e+00	5.661422936472076160e+17	5.501560788938915840e+17
-2.932960893854740902e+00	5.662150666845999360e+17	5.257545846243425280e+17
-9.310986964618166439e-01	5.575047350783534720e+17	4.921647439677454720e+17
1.070763500931107615e+00	5.413181280151085440e+17	4.522470184982819200e+17
3.072625698324031873e+00	5.191617028729559680e+17	4.089128171744459520e+17
5.074487895716956132e+00	4.925296132265585280e+17	3.647289311223197440e+17
7.076350093109880390e+00	4.627658426538775040e+17	3.216798053170836480e+17
9.078212290502804649e+00	4.310014794769370880e+17	2.810981675329373760e+17
1.108007448789572891e+01	3.981480927367623040e+17	2.437257875463493440e+17
1.308193668528865317e+01	3.649230789557557120e+17	2.098466010891390400e+17
1.508379888268157742e+01	3.318872875840914560e+17	1.794392505458465920e+17
1.708566108007450168e+01	2.994826503756748160e+17	1.523130795909079040e+17
1.908752327746742594e+01	2.680638642454499840e+17	1.282100605342129920e+17
2.108938547486033599e+01	2.379221371983489280e+17	1.068692704126512000e+17
2.309124767225326025e+01	2.093009873678517760e+17	8.805895420279937600e+16
2.509310986964618451e+01	1.824049544930981120e+17	7.158486302680406400e+16
2.709497206703910877e+01	1.574025285591848640e+17	5.728404787516994400e+16
2.909683426443203302e+01	1.344249360801405440e+17	4.501204066365131200e+16
3.109869646182495728e+01	1.135626698502193280e+17	3.462933725132820000e+16
3.310055865921788154e+01	9.486169531634758400e+16	2.599090951798325600e+16
3.510242085661080580e+01	7.832102919971745600e+16	1.894047672168791200e+16
3.710428305400373006e+01	6.389287479428284000e+16	1.330967880863236200e+16
3.910614525139665432e+01	5.148582446851741600e+16	8.921228251355334000e+15
4.110800744878957858e+01	4.097096456806652000e+16	5.594584293303461000e+15
4.310986964618250283e+01	3.219018849201299600e+16	3.152616503729539000e+15
4.511173184357542709e+01	2.496572649452150800e+16	1.427965471733298750e+15
4.711359404096835135e+01	1.910984656048943600e+16	2.682115116363477500e+14
4.911545623836127561e+01	1.443382009034132800e+16	-4.606073185248630625e+14
5.111731843575419987e+01	1.075549991766983000e+16	-8.722194445454095000e+14
5.311918063314712413e+01	7.905147266682129000e+15	-1.059916725487053875e+15
5.512104283054003417e+01	5.729408830132470000e+15	-1.097604436140297000e+15
5.712290502793297264e+01	4.093551170354349500e+15	-1.041727686149003375e+15
5.912476722532588269e+01	2.882195876669675000e+15	-9.337076937177795000e+14
6.112662942271882116e+01	1.998869660391622750e+15	-8.025723522135477500e+14
6.312849162011173121e+01	1.364701258840620750e+15	-6.675363581730775000e+14
6.513035381750466968e+01	9.165766657420427500e+14	-5.403613834101431875e+14
6.713221601489757973e+01	6.050201382328238750e+14	-4.273962040727183125e+14
6.913407821229051820e+01	3.920127479963707500e+14	-3.312544667697401250e+14
7.113594040968342824e+01	2.489022742146144688e+14	-2.521313309240500938e+14
7.313780260707636671e+01	1.545045137433486562e+14	-1.887895067200307812e+14
7.513966480446927676e+01	9.345058236001764062e+13	-1.392618184154712188e+14
